name_admin_unit,part_of_district,admin_unit,vars,all_sexes_overall,male_overall,female_overall,tgend_overall,all_sexes_rural,male_rural,female_rural,tgend_rural,all_sexes_urban,male_urban,female_urban,tgend_urban
CHAMAN,CHAMAN,DISTRICT,Literate %,39.97,47.73,30.6,23.08,35.18,42.18,26.62,25,51.36,61.27,39.83,
CHAMAN,CHAMAN,DISTRICT,Ever Attended,115836,84009,31825,2,66641,51371,15268,2,49195,32638,16557,
CHAMAN,CHAMAN,DISTRICT,Primary Completed,10799,7529,3269,1,6189,4688,1500,1,4610,2841,1769,
CHAMAN,CHAMAN,DISTRICT,Enrolment Primary,47452,35333,12119,,31012,24807,6205,,16440,10526,5914,
CHAMAN,CHAMAN,DISTRICT,Enrolment Middle,9319,6864,2454,1,4211,3185,1025,1,5108,3679,1429,
CHAMAN,CHAMAN,DISTRICT,Enrolment Matric,2940,2260,680,,1527,1203,324,,1413,1057,356,
CHAMAN,CHAMAN,DISTRICT,Enrolment Intermidiate,2129,1718,411,,1035,874,161,,1094,844,250,
CHAMAN,CHAMAN,DISTRICT,Enrolment Graduation above,1411,1146,265,,661,580,81,,750,566,184,
CHAMAN,CHAMAN,DISTRICT,Never to School (all),254459,120841,133607,11,197837,96106,101721,10,56622,24735,31886,1
CHAMAN,CHAMAN,DISTRICT,Drop Out (5 - 16),9847,5537,4309,1,5117,3069,2047,1,4730,2468,2262,
CHAMAN,CHAMAN,DISTRICT,Never to School (5-16),108052,52891,55157,4,89520,44599,44917,4,18532,8292,10240,
CHAMAN,CHAMAN,DISTRICT,Out of School Children (5-16),117899,58428,59466,5,94637,47668,46964,5,23262,10760,12502,
DERA BUGTI,DERA BUGTI,DISTRICT,Population >=5,273389,150245,123140,4,188577,105769,82805,3,84812,44476,40335,1
DERA BUGTI,DERA BUGTI,DISTRICT,Population >=10,202817,109771,93042,4,138557,76407,62147,3,64260,33364,30895,1
DERA BUGTI,DERA BUGTI,DISTRICT,Literate >=10,48816,37762,11054,,22021,17496,4525,,26795,20266,6529,
DERA BUGTI,DERA BUGTI,DISTRICT,Literate %,24.07,34.4,11.88,,15.89,22.9,7.28,,41.7,60.74,21.13,
DERA BUGTI,DERA BUGTI,DISTRICT,Ever Attended,63140,49072,14068,,30592,24615,5977,,32548,24457,8091,
DERA BUGTI,DERA BUGTI,DISTRICT,Primary Completed,4178,3251,927,,2090,1808,282,,2088,1443,645,
DERA BUGTI,DERA BUGTI,DISTRICT,Enrolment Primary,28173,19504,8669,,16890,12457,4433,,11283,7047,4236,
DERA BUGTI,DERA BUGTI,DISTRICT,Enrolment Middle,5764,4602,1162,,2184,1900,284,,3580,2702,878,
DERA BUGTI,DERA BUGTI,DISTRICT,Enrolment Matric,2406,1976,430,,911,792,119,,1495,1184,311,
DERA BUGTI,DERA BUGTI,DISTRICT,Enrolment Intermidiate,1952,1641,311,,609,569,40,,1343,1072,271,
DERA BUGTI,DERA BUGTI,DISTRICT,Enrolment Graduation above,1762,1516,246,,568,534,34,,1194,982,212,
DERA BUGTI,DERA BUGTI,DISTRICT,Never to School (all),210249,101173,109072,4,157985,81154,76828,3,52264,20019,32244,1
DERA BUGTI,DERA BUGTI,DISTRICT,Drop Out (5 - 16),2890,2087,803,,1640,1302,338,,1250,785,465,
DERA BUGTI,DERA BUGTI,DISTRICT,Never to School (5-16),89538,49508,40028,2,69442,40340,29100,2,20096,9168,10928,
DERA BUGTI,DERA BUGTI,DISTRICT,Out of School Children (5-16),92428,51595,40831,2,71082,41642,29438,2,21346,9953,11393,
DUKI,DUKI,DISTRICT,Population >=5,169887,89028,80811,48,161111,84252,76814,45,8776,4776,3997,3
DUKI,DUKI,DISTRICT,Population >=10,137711,72354,65309,48,129838,68004,61789,45,7873,4350,3520,3
DUKI,DUKI,DISTRICT,Literate >=10,60847,39003,21834,10,55847,35919,19919,9,5000,3084,1915,1
DUKI,DUKI,DISTRICT,Literate %,44.18,53.91,33.43,20.83,43.01,52.82,32.24,20,63.51,70.90000000000001,54.4,33.33
DUKI,DUKI,DISTRICT,Ever Attended,44234,31846,12382,6,41188,29743,11440,5,3046,2103,942,1
DUKI,DUKI,DISTRICT,Primary Completed,4255,2984,1267,4,3977,2808,1166,3,278,176,101,1
DUKI,DUKI,DISTRICT,Enrolment Primary,12246,8714,3532,,11750,8399,3351,,496,315,181,
DUKI,DUKI,DISTRICT,Enrolment Middle,5878,4411,1467,,5488,4228,1260,,390,183,207,
DUKI,DUKI,DISTRICT,Enrolment Matric,1618,1085,532,1,1473,997,475,1,145,88,57,
DUKI,DUKI,DISTRICT,Enrolment Intermidiate,1464,960,503,1,1323,882,440,1,141,78,63,
DUKI,DUKI,DISTRICT,Enrolment Graduation above,1167,811,356,,1034,721,313,,133,90,43,
DUKI,DUKI,DISTRICT,Never to School (all),125653,57182,68429,42,119923,54509,65374,40,5730,2673,3055,2
DUKI,DUKI,DISTRICT,Drop Out (5 - 16),2665,1636,1028,1,2550,1551,998,1,115,85,30,
DUKI,DUKI,DISTRICT,Never to School (5-16),44154,18782,25365,7,42892,18235,24650,7,1262,547,715,
DUKI,DUKI,DISTRICT,Out of School Children (5-16),46819,20418,26393,8,45442,19786,25648,8,1377,632,745,
GWADAR,GWADAR,DISTRICT,Population >=5,256693,135042,121620,31,122125,63988,58123,14,134568,71054,63497,17
GWADAR,GWADAR,DISTRICT,Population >=10,214036,112437,101568,31,99813,52242,47557,14,114223,60195,54011,17
GWADAR,GWADAR,DISTRICT,Literate >=10,107650,64788,42850,12,42403,25873,16522,8,65247,38915,26328,4
GWADAR,GWADAR,DISTRICT,Literate %,50.3,57.62,42.19,38.71,42.48,49.53,34.74,57.14,57.12,64.65000000000001,48.75,23.53
GWADAR,GWADAR,DISTRICT,Ever Attended,133755,80044,53700,11,55864,33293,22564,7,77891,46751,31136,4
GWADAR,GWADAR,DISTRICT,Primary Completed,13767,7837,5928,2,7567,4343,3223,1,6200,3494,2705,1
GWADAR,GWADAR,DISTRICT,Enrolment Primary,40798,23038,17760,,20521,11441,9080,,20277,11597,8680,
GWADAR,GWADAR,DISTRICT,Enrolment Middle,16432,9642,6789,1,7038,4140,2897,1,9394,5502,3892,
GWADAR,GWADAR,DISTRICT,Enrolment Matric,7418,4430,2988,,2708,1577,1131,,4710,2853,1857,
GWADAR,GWADAR,DISTRICT,Enrolment Intermidiate,5446,3107,2338,1,1946,1177,769,,3500,1930,1569,1
GWADAR,GWADAR,DISTRICT,Enrolment Graduation above,4178,2382,1795,1,1247,752,494,1,2931,1630,1301,
GWADAR,GWADAR,DISTRICT,Never to School (all),122938,54998,67920,20,66261,30695,35559,7,56677,24303,32361,13
GWADAR,GWADAR,DISTRICT,Drop Out (5 - 16),6530,3539,2991,,4103,2262,1841,,2427,1277,1150,
GWADAR,GWADAR,DISTRICT,Never to School (5-16),27091,12580,14506,5,17640,8802,8836,2,9451,3778,5670,3
GWADAR,GWADAR,DISTRICT,Out of School Children (5-16),33621,16119,17497,5,21743,11064,10677,2,11878,5055,6820,3
HARNAI,HARNAI,DISTRICT,Population >=5,96090,50539,45547,4,71385,37007,34375,3,24705,13532,11172,1
HARNAI,HARNAI,DISTRICT,Population >=10,72572,38240,34328,4,53683,27993,25687,3,18889,10247,8641,1
HARNAI,HARNAI,DISTRICT,Literate >=10,28904,18705,10198,1,18287,12272,6015,,10617,6433,4183,1
HARNAI,HARNAI,DISTRICT,Literate %,39.83,48.91,29.71,25,34.06,43.84,23.42,,56.21,62.78,48.41,100
HARNAI,HARNAI,DISTRICT,Ever Attended,27687,18567,9119,1,16502,11926,4576,,11185,6641,4543,1
HARNAI,HARNAI,DISTRICT,Primary Completed,2808,1725,1083,,1677,1150,527,,1131,575,556,
HARNAI,HARNAI,DISTRICT,Enrolment Primary,9256,5594,3662,,5785,3746,2039,,3471,1848,1623,
HARNAI,HARNAI,DISTRICT,Enrolment Middle,3005,1719,1286,,1588,1094,494,,1417,625,792,
HARNAI,HARNAI,DISTRICT,Enrolment Matric,1435,995,440,,890,644,246,,545,351,194,
HARNAI,HARNAI,DISTRICT,Enrolment Intermidiate,998,720,278,,636,486,150,,362,234,128,
HARNAI,HARNAI,DISTRICT,Enrolment Graduation above,838,624,213,1,508,399,109,,330,225,104,1
HARNAI,HARNAI,DISTRICT,Never to School (all),68403,31972,36428,3,54883,25081,29799,3,13520,6891,6629,
HARNAI,HARNAI,DISTRICT,Drop Out (5 - 16),1542,884,658,,949,569,380,,593,315,278,
HARNAI,HARNAI,DISTRICT,Never to School (5-16),30723,15045,15677,1,25719,11983,13735,1,5004,3062,1942,
HARNAI,HARNAI,DISTRICT,Out of School Children (5-16),32265,15929,16335,1,26668,12552,14115,1,5597,3377,2220,
JAFFARABAD,JAFFARABAD,DISTRICT,Population >=5,475921,241350,234560,11,343169,174231,168935,3,132752,67119,65625,8
JAFFARABAD,JAFFARABAD,DISTRICT,Population >=10,369647,187414,182222,11,262414,133083,129328,3,107233,54331,52894,8
JAFFARABAD,JAFFARABAD,DISTRICT,Literate >=10,131318,83262,48053,3,77874,50713,27160,1,53444,32549,20893,2
JAFFARABAD,JAFFARABAD,DISTRICT,Literate %,35.53,44.43,26.37,27.27,29.68,38.11,21,33.33,49.84,59.91,39.5,25
JAFFARABAD,JAFFARABAD,DISTRICT,Ever Attended,148852,95363,53486,3,86248,58310,27937,1,62604,37053,25549,2
JAFFARABAD,JAFFARABAD,DISTRICT,Primary Completed,16997,9823,7174,,10580,6337,4243,,6417,3486,2931,
JAFFARABAD,JAFFARABAD,DISTRICT,Enrolment Primary,51726,29715,22011,,34110,21006,13104,,17616,8709,8907,
JAFFARABAD,JAFFARABAD,DISTRICT,Enrolment Middle,16325,9891,6434,,9042,5895,3147,,7283,3996,3287,
JAFFARABAD,JAFFARABAD,DISTRICT,Enrolment Matric,7823,4956,2866,1,4088,2916,1172,,3735,2040,1694,1
JAFFARABAD,JAFFARABAD,DISTRICT,Enrolment Intermidiate,6115,4003,2112,,2871,2073,798,,3244,1930,1314,
JAFFARABAD,JAFFARABAD,DISTRICT,Enrolment Graduation above,4715,3161,1554,,2212,1665,547,,2503,1496,1007,
JAFFARABAD,JAFFARABAD,DISTRICT,Never to School (all),327069,145987,181074,8,256921,115921,140998,2,70148,30066,40076,6
JAFFARABAD,JAFFARABAD,DISTRICT,Drop Out (5 - 16),7486,3844,3641,1,4829,2506,2322,1,2657,1338,1319,
JAFFARABAD,JAFFARABAD,DISTRICT,Never to School (5-16),130399,60564,69835,,106500,48839,57661,,23899,11725,12174,
JAFFARABAD,JAFFARABAD,DISTRICT,Out of School Children (5-16),137885,64408,73476,1,111329,51345,59983,1,26556,13063,13493,
JHAL MAGSI,JHAL MAGSI,DISTRICT,Population >=5,167326,85176,82137,13,147037,75512,71514,11,20289,9664,10623,2
JHAL MAGSI,JHAL MAGSI,DISTRICT,Population >=10,129692,66052,63627,13,113107,58157,54939,11,16585,7895,8688,2
JHAL MAGSI,JHAL MAGSI,DISTRICT,Literate >=10,39087,25028,14056,3,30711,20185,10523,3,8376,4843,3533,
JHAL MAGSI,JHAL MAGSI,DISTRICT,Literate %,30.14,37.89,22.09,23.08,27.15,34.71,19.15,27.27,50.5,61.34,40.67,
JHAL MAGSI,JHAL MAGSI,DISTRICT,Ever Attended,45271,29781,15490,,37080,25218,11862,,8191,4563,3628,
JHAL MAGSI,JHAL MAGSI,DISTRICT,Primary Completed,4257,2667,1590,,3601,2304,1297,,656,363,293,
JHAL MAGSI,JHAL MAGSI,DISTRICT,Enrolment Primary,18833,11412,7421,,16336,10340,5996,,2497,1072,1425,
JHAL MAGSI,JHAL MAGSI,DISTRICT,Enrolment Middle,4554,2970,1584,,3737,2542,1195,,817,428,389,
JHAL MAGSI,JHAL MAGSI,DISTRICT,Enrolment Matric,2264,1522,742,,1862,1339,523,,402,183,219,
JHAL MAGSI,JHAL MAGSI,DISTRICT,Enrolment Intermidiate,1250,825,425,,995,700,295,,255,125,130,
JHAL MAGSI,JHAL MAGSI,DISTRICT,Enrolment Graduation above,889,600,289,,672,476,196,,217,124,93,
JHAL MAGSI,JHAL MAGSI,DISTRICT,Never to School (all),122055,55395,66647,13,109957,50294,59652,11,12098,5101,6995,2
JHAL MAGSI,JHAL MAGSI,DISTRICT,Drop Out (5 - 16),2264,1191,1073,,1898,1003,895,,366,188,178,
JHAL MAGSI,JHAL MAGSI,DISTRICT,Never to School (5-16),48144,21785,26357,2,44484,20078,24404,2,3660,1707,1953,
JHAL MAGSI,JHAL MAGSI,DISTRICT,Out of School Children (5-16),50408,22976,27430,2,46382,21081,25299,2,4026,1895,2131,
KACHHI,KACHHI,DISTRICT,Population >=5,358827,189038,169755,34,293838,155569,138242,27,64989,33469,31513,7
KACHHI,KACHHI,DISTRICT,Population >=10,277258,145421,131803,34,226162,119000,107135,27,51096,26421,24668,7
KACHHI,KACHHI,DISTRICT,Literate >=10,83731,53036,30692,3,57024,37282,19741,1,26707,15754,10951,2
KACHHI,KACHHI,DISTRICT,Literate %,30.2,36.47,23.29,8.82,25.21,31.33,18.43,3.7,52.27,59.63,44.39,28.57
KACHHI,KACHHI,DISTRICT,Ever Attended,88361,57770,30591,,58284,40083,18201,,30077,17687,12390,
KACHHI,KACHHI,DISTRICT,Primary Completed,9642,5795,3847,,7222,4608,2614,,2420,1187,1233,
KACHHI,KACHHI,DISTRICT,Enrolment Primary,30485,19004,11481,,21374,14248,7126,,9111,4756,4355,
KACHHI,KACHHI,DISTRICT,Enrolment Middle,8758,5229,3529,,6019,3844,2175,,2739,1385,1354,
KACHHI,KACHHI,DISTRICT,Enrolment Matric,3506,2340,1166,,2156,1565,591,,1350,775,575,
KACHHI,KACHHI,DISTRICT,Enrolment Intermidiate,2437,1563,874,,1349,925,424,,1088,638,450,
KACHHI,KACHHI,DISTRICT,Enrolment Graduation above,1740,1168,572,,852,634,218,,888,534,354,
KACHHI,KACHHI,DISTRICT,Never to School (all),270466,131268,139164,34,235554,115486,120041,27,34912,15782,19123,7
KACHHI,KACHHI,DISTRICT,Drop Out (5 - 16),7293,4034,3259,,5261,2993,2268,,2032,1041,991,
KACHHI,KACHHI,DISTRICT,Never to School (5-16),133062,68804,64243,15,116213,60224,55979,10,16849,8580,8264,5
KACHHI,KACHHI,DISTRICT,Out of School Children (5-16),140355,72838,67502,15,121474,63217,58247,10,18881,9621,9255,5
KALAT,KALAT,DISTRICT,Population >=5,219242,112085,107150,7,182969,93314,89649,6,36273,18771,17501,1
KALAT,KALAT,DISTRICT,Population >=10,170917,87397,83513,7,142420,72896,69518,6,28497,14501,13995,1
KALAT,KALAT,DISTRICT,Literate >=10,67857,43296,24561,,48339,32049,16290,,19518,11247,8271,
KALAT,KALAT,DISTRICT,Literate %,39.7,49.54,29.41,,33.94,43.97,23.43,,68.48999999999999,77.56,59.1,
KALAT,KALAT,DISTRICT,Ever Attended,90237,57665,32572,,66031,43081,22950,,24206,14584,9622,
KALAT,KALAT,DISTRICT,Primary Completed,7934,4707,3227,,6332,3895,2437,,1602,812,790,
KALAT,KALAT,DISTRICT,Enrolment Primary,29793,17495,12298,,24116,14206,9910,,5677,3289,2388,
KALAT,KALAT,DISTRICT,Enrolment Middle,10681,6934,3747,,7926,5440,2486,,2755,1494,1261,
KALAT,KALAT,DISTRICT,Enrolment Matric,4177,2531,1646,,2790,1823,967,,1387,708,679,
KALAT,KALAT,DISTRICT,Enrolment Intermidiate,2771,1563,1208,,1695,1040,655,,1076,523,553,
KALAT,KALAT,DISTRICT,Enrolment Graduation above,2280,1409,871,,1053,708,345,,1227,701,526,
KALAT,KALAT,DISTRICT,Never to School (all),129005,54420,74578,7,116938,50233,66699,6,12067,4187,7879,1
KALAT,KALAT,DISTRICT,Drop Out (5 - 16),4754,2510,2244,,4073,2184,1889,,681,326,355,
KALAT,KALAT,DISTRICT,Never to School (5-16),47499,18647,28848,4,43927,17488,26435,4,3572,1159,2413,
KALAT,KALAT,DISTRICT,Out of School Children (5-16),52253,21157,31092,4,48000,19672,28324,4,4253,1485,2768,
KECH,KECH,DISTRICT,Population >=5,867502,455152,412227,123,556669,289476,267147,46,310833,165676,145080,77
KECH,KECH,DISTRICT,Population >=10,732240,385298,346819,123,470801,245558,225197,46,261439,139740,121622,77
KECH,KECH,DISTRICT,Literate >=10,363534,212787,150722,25,206087,121230,84850,7,157447,91557,65872,18
KECH,KECH,DISTRICT,Literate %,49.65,55.23,43.46,20.33,43.77,49.37,37.68,15.22,60.22,65.52,54.16,23.38
KECH,KECH,DISTRICT,Ever Attended,401245,234439,166786,20,231300,135912,95381,7,169945,98527,71405,13
KECH,KECH,DISTRICT,Primary Completed,34134,18050,16082,2,23760,12710,11049,1,10374,5340,5033,1
KECH,KECH,DISTRICT,Enrolment Primary,106821,59373,47446,2,63992,35880,28111,1,42829,23493,19335,1
KECH,KECH,DISTRICT,Enrolment Middle,44758,25020,19737,1,25410,13841,11569,,19348,11179,8168,1
KECH,KECH,DISTRICT,Enrolment Matric,18881,10305,8574,2,10192,5538,4654,,8689,4767,3920,2
KECH,KECH,DISTRICT,Enrolment Intermidiate,16837,9563,7272,2,8507,4851,3655,1,8330,4712,3617,1
KECH,KECH,DISTRICT,Enrolment Graduation above,12501,7993,4507,1,5841,3767,2073,1,6660,4226,2434,
KECH,KECH,DISTRICT,Never to School (all),466257,220713,245441,103,325369,153564,171766,39,140888,67149,73675,64
KECH,KECH,DISTRICT,Drop Out (5 - 16),21462,10901,10559,2,14347,7211,7136,,7115,3690,3423,2
KECH,KECH,DISTRICT,Never to School (5-16),115255,53478,61762,15,81330,37427,43898,5,33925,16051,17864,10
KECH,KECH,DISTRICT,Out of School Children (5-16),136717,64379,72321,17,95677,44638,51034,5,41040,19741,21287,12
KHARAN,KHARAN,DISTRICT,Population >=5,200768,106574,94183,11,136914,71853,65056,5,63854,34721,29127,6
KHARAN,KHARAN,DISTRICT,Population >=10,152476,79647,72818,11,102948,53041,49902,5,49528,26606,22916,6
KHARAN,KHARAN,DISTRICT,Literate >=10,62625,41242,21379,4,37278,24755,12523,,25347,16487,8856,4
KHARAN,KHARAN,DISTRICT,Literate %,41.07,51.78,29.36,36.36,36.21,46.67,25.1,,51.18,61.97,38.65,66.67
KHARAN,KHARAN,DISTRICT,Ever Attended,73734,49429,24303,2,47016,31375,15641,,26718,18054,8662,2
KHARAN,KHARAN,DISTRICT,Primary Completed,6142,3826,2316,,4312,2690,1622,,1830,1136,694,
KHARAN,KHARAN,DISTRICT,Enrolment Primary,24783,15033,9750,,16722,10274,6448,,8061,4759,3302,
KHARAN,KHARAN,DISTRICT,Enrolment Middle,8387,5187,3200,,5456,3150,2306,,2931,2037,894,
KHARAN,KHARAN,DISTRICT,Enrolment Matric,3411,2315,1096,,1840,1210,630,,1571,1105,466,
KHARAN,KHARAN,DISTRICT,Enrolment Intermidiate,2040,1428,612,,1035,762,273,,1005,666,339,
KHARAN,KHARAN,DISTRICT,Enrolment Graduation above,1494,1062,432,,557,401,156,,937,661,276,
KHARAN,KHARAN,DISTRICT,Never to School (all),127034,57145,69880,9,89898,40478,49415,5,37136,16667,20465,4
KHARAN,KHARAN,DISTRICT,Drop Out (5 - 16),5311,3173,2138,,4211,2497,1714,,1100,676,424,
KHARAN,KHARAN,DISTRICT,Never to School (5-16),56311,28483,27824,4,40914,20687,20223,4,15397,7796,7601,
KHARAN,KHARAN,DISTRICT,Out of School Children (5-16),61622,31656,29962,4,45125,23184,21937,4,16497,8472,8025,
KHUZDAR,KHUZDAR,DISTRICT,Population >=5,795229,426741,368454,34,503939,269897,234015,27,291290,156844,134439,7
KHUZDAR,KHUZDAR,DISTRICT,Population >=10,621603,330382,291187,34,392799,208109,184663,27,228804,122273,106524,7
KHUZDAR,KHUZDAR,DISTRICT,Literate >=10,239864,148359,91498,7,116915,76215,40695,5,122949,72144,50803,2
KHUZDAR,KHUZDAR,DISTRICT,Literate %,38.59,44.91,31.42,20.59,29.76,36.62,22.04,18.52,53.74,59,47.69,28.57
KHUZDAR,KHUZDAR,DISTRICT,Ever Attended,256170,165694,90475,1,132984,90293,42690,1,123186,75401,47785,
KHUZDAR,KHUZDAR,DISTRICT,Primary Completed,26487,16595,9892,,16100,10757,5343,,10387,5838,4549,
KHUZDAR,KHUZDAR,DISTRICT,Enrolment Primary,82841,53687,29154,,48416,32062,16354,,34425,21625,12800,
KHUZDAR,KHUZDAR,DISTRICT,Enrolment Middle,26161,16662,9499,,11946,8422,3524,,14215,8240,5975,
KHUZDAR,KHUZDAR,DISTRICT,Enrolment Matric,9424,5888,3536,,3523,2440,1083,,5901,3448,2453,
KHUZDAR,KHUZDAR,DISTRICT,Enrolment Intermidiate,7643,4813,2830,,2332,1632,700,,5311,3181,2130,
KHUZDAR,KHUZDAR,DISTRICT,Enrolment Graduation above,6641,4343,2298,,1478,1077,401,,5163,3266,1897,
KHUZDAR,KHUZDAR,DISTRICT,Never to School (all),539059,261047,277979,33,370955,179604,191325,26,168104,81443,86654,7
KHUZDAR,KHUZDAR,DISTRICT,Drop Out (5 - 16),20814,12295,8519,,12456,7566,4890,,8358,4729,3629,
KHUZDAR,KHUZDAR,DISTRICT,Never to School (5-16),214091,110457,103625,9,144960,74581,70372,7,69131,35876,33253,2
KHUZDAR,KHUZDAR,DISTRICT,Out of School Children (5-16),234905,122752,112144,9,157416,82147,75262,7,77489,40605,36882,2
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Population >=5,287509,149566,137927,16,258104,133167,124923,14,29405,16399,13004,2
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Population >=10,228328,118340,109972,16,205033,105596,99423,14,23295,12744,10549,2
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Literate >=10,83117,55954,27160,3,75028,50441,24586,1,8089,5513,2574,2
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Literate %,36.4,47.28,24.7,18.75,36.59,47.77,24.73,7.14,34.72,43.26,24.4,100
