name_admin_unit,part_of_district,admin_unit,vars,all_sexes_overall,male_overall,female_overall,tgend_overall,all_sexes_rural,male_rural,female_rural,tgend_rural,all_sexes_urban,male_urban,female_urban,tgend_urban
DADU,DADU,DISTRICT,Literate >=10,565078,337219,227827,32,352790,217443,135334,13,212288,119776,92493,19
DADU,DADU,DISTRICT,Literate %,47.13,55.26,38.7,37.21,39.84,48.04,31.27,35.14,67.69,75.98999999999999,59.32,38.78
DADU,DADU,DISTRICT,Ever Attended,663645,396771,266845,29,415790,256808,158965,17,247855,139963,107880,12
DADU,DADU,DISTRICT,Primary Completed,127280,71027,56238,15,87555,51281,36265,9,39725,19746,19973,6
DADU,DADU,DISTRICT,Enrolment Primary,205155,111126,94029,,143744,79243,64501,,61411,31883,29528,
DADU,DADU,DISTRICT,Enrolment Middle,64063,35779,28282,2,39680,23573,16105,2,24383,12206,12177,
DADU,DADU,DISTRICT,Enrolment Matric,23370,13732,9638,,12577,7874,4703,,10793,5858,4935,
DADU,DADU,DISTRICT,Enrolment Intermidiate,17819,11171,6647,1,9223,6384,2838,1,8596,4787,3809,
DADU,DADU,DISTRICT,Enrolment Graduation above,20029,13031,6998,,8388,6047,2341,,11641,6984,4657,
DADU,DADU,DISTRICT,Never to School (all),804743,349296,455390,57,676980,300390,376570,20,127763,48906,78820,37
DADU,DADU,DISTRICT,Drop Out (5 - 16),43051,20429,22620,2,32508,15570,16936,2,10543,4859,5684,
DADU,DADU,DISTRICT,Never to School (5-16),224780,102573,122198,9,200501,91476,109020,5,24279,11097,13178,4
DADU,DADU,DISTRICT,Out of School Children (5-16),267831,123002,144818,11,233009,107046,125956,7,34822,15956,18862,4
GHOTKI,GHOTKI,DISTRICT,Population >=5,1481137,771340,709750,47,1154165,601791,552351,23,326972,169549,157399,24
GHOTKI,GHOTKI,DISTRICT,Population >=10,1196515,622175,574293,47,922709,480462,442224,23,273806,141713,132069,24
GHOTKI,GHOTKI,DISTRICT,Literate >=10,495061,344176,150871,14,337102,245229,91867,6,157959,98947,59004,8
GHOTKI,GHOTKI,DISTRICT,Literate %,41.38,55.32,26.27,29.79,36.53,51.04,20.77,26.09,57.69,69.81999999999999,44.68,33.33
GHOTKI,GHOTKI,DISTRICT,Ever Attended,572209,405754,166444,11,385951,289731,96216,4,186258,116023,70228,7
GHOTKI,GHOTKI,DISTRICT,Primary Completed,102454,68747,33702,5,75805,53634,22169,2,26649,15113,11533,3
GHOTKI,GHOTKI,DISTRICT,Enrolment Primary,174342,111690,62652,,128740,85508,43232,,45602,26182,19420,
GHOTKI,GHOTKI,DISTRICT,Enrolment Middle,53758,37323,16435,,36427,27757,8670,,17331,9566,7765,
GHOTKI,GHOTKI,DISTRICT,Enrolment Matric,22552,16534,6017,1,14231,11524,2706,1,8321,5010,3311,
GHOTKI,GHOTKI,DISTRICT,Enrolment Intermidiate,19197,14666,4531,,11976,10059,1917,,7221,4607,2614,
GHOTKI,GHOTKI,DISTRICT,Enrolment Graduation above,18238,14182,4055,1,10164,8869,1295,,8074,5313,2760,1
GHOTKI,GHOTKI,DISTRICT,Never to School (all),908928,365586,543306,36,768214,312060,456135,19,140714,53526,87171,17
GHOTKI,GHOTKI,DISTRICT,Drop Out (5 - 16),27980,14950,13029,1,21378,11904,9473,1,6602,3046,3556,
GHOTKI,GHOTKI,DISTRICT,Never to School (5-16),292499,120392,172099,8,257800,105194,152598,8,34699,15198,19501,
GHOTKI,GHOTKI,DISTRICT,Out of School Children (5-16),320479,135342,185128,9,279178,117098,162071,9,41301,18244,23057,
HYDERABAD,HYDERABAD,DISTRICT,Population >=5,2054092,1088063,965858,171,342261,180495,161759,7,1711831,907568,804099,164
HYDERABAD,HYDERABAD,DISTRICT,Population >=10,1773727,942439,831117,171,282470,148736,133727,7,1491257,793703,697390,164
HYDERABAD,HYDERABAD,DISTRICT,Literate >=10,1192087,667776,524246,65,104795,66272,38521,2,1087292,601504,485725,63
HYDERABAD,HYDERABAD,DISTRICT,Literate %,67.20999999999999,70.86,63.08,38.01,37.1,44.56,28.81,28.57,72.91,75.78,69.65000000000001,38.41
HYDERABAD,HYDERABAD,DISTRICT,Ever Attended,1326048,738992,586998,58,128318,80278,48038,2,1197730,658714,538960,56
HYDERABAD,HYDERABAD,DISTRICT,Primary Completed,148052,80146,67893,13,25168,14713,10454,1,122884,65433,57439,12
HYDERABAD,HYDERABAD,DISTRICT,Enrolment Primary,249107,134564,114542,1,42822,25080,17742,,206285,109484,96800,1
HYDERABAD,HYDERABAD,DISTRICT,Enrolment Middle,106882,57607,49273,2,13513,7065,6448,,93369,50542,42825,2
HYDERABAD,HYDERABAD,DISTRICT,Enrolment Matric,55331,29922,25408,1,4520,2889,1631,,50811,27033,23777,1
HYDERABAD,HYDERABAD,DISTRICT,Enrolment Intermidiate,42363,23888,18472,3,2746,1943,802,1,39617,21945,17670,2
HYDERABAD,HYDERABAD,DISTRICT,Enrolment Graduation above,56079,31985,24094,,2239,1649,590,,53840,30336,23504,
HYDERABAD,HYDERABAD,DISTRICT,Never to School (all),728044,349071,378860,113,213943,100217,113721,5,514101,248854,265139,108
HYDERABAD,HYDERABAD,DISTRICT,Drop Out (5 - 16),48810,26885,21921,4,7423,4037,3385,1,41387,22848,18536,3
HYDERABAD,HYDERABAD,DISTRICT,Never to School (5-16),162642,83825,78807,10,56020,28112,27905,3,106622,55713,50902,7
HYDERABAD,HYDERABAD,DISTRICT,Out of School Children (5-16),211452,110710,100728,14,63443,32149,31290,4,148009,78561,69438,10
JACOBABAD,JACOBABAD,DISTRICT,Population >=5,931318,472499,458710,109,643713,327493,316192,28,287605,145006,142518,81
JACOBABAD,JACOBABAD,DISTRICT,Population >=10,727254,368814,358331,109,495407,251794,243585,28,231847,117020,114746,81
JACOBABAD,JACOBABAD,DISTRICT,Literate >=10,307946,190922,116984,40,163475,105265,58202,8,144471,85657,58782,32
JACOBABAD,JACOBABAD,DISTRICT,Literate %,42.34,51.77,32.65,36.7,33,41.81,23.89,28.57,62.31,73.2,51.23,39.51
JACOBABAD,JACOBABAD,DISTRICT,Ever Attended,336513,215883,120615,15,166319,115357,50959,3,170194,100526,69656,12
JACOBABAD,JACOBABAD,DISTRICT,Primary Completed,52639,31315,21321,3,29256,18985,10271,,23383,12330,11050,3
JACOBABAD,JACOBABAD,DISTRICT,Enrolment Primary,107714,65511,42203,,64276,42157,22119,,43438,23354,20084,
JACOBABAD,JACOBABAD,DISTRICT,Enrolment Middle,34120,21043,13075,2,17265,11544,5721,,16855,9499,7354,2
JACOBABAD,JACOBABAD,DISTRICT,Enrolment Matric,13646,8729,4916,1,5704,4293,1411,,7942,4436,3505,1
JACOBABAD,JACOBABAD,DISTRICT,Enrolment Intermidiate,10012,6446,3565,1,3764,2872,892,,6248,3574,2673,1
JACOBABAD,JACOBABAD,DISTRICT,Enrolment Graduation above,9439,6436,3003,,3186,2592,594,,6253,3844,2409,
JACOBABAD,JACOBABAD,DISTRICT,Never to School (all),594805,256616,338095,94,477394,212136,265233,25,117411,44480,72862,69
JACOBABAD,JACOBABAD,DISTRICT,Drop Out (5 - 16),23508,12051,11456,1,13076,7055,6021,,10432,4996,5435,1
JACOBABAD,JACOBABAD,DISTRICT,Never to School (5-16),233665,103774,129880,11,195528,87665,107859,4,38137,16109,22021,7
JACOBABAD,JACOBABAD,DISTRICT,Out of School Children (5-16),257173,115825,141336,12,208604,94720,113880,4,48569,21105,27456,8
JAMSHORO,JAMSHORO,DISTRICT,Population >=5,947605,491721,455817,67,498295,260027,238259,9,449310,231694,217558,58
JAMSHORO,JAMSHORO,DISTRICT,Population >=10,785657,408666,376924,67,407647,212977,194661,9,378010,195689,182263,58
JAMSHORO,JAMSHORO,DISTRICT,Literate >=10,389886,232968,156895,23,157768,98741,59024,3,232118,134227,97871,20
JAMSHORO,JAMSHORO,DISTRICT,Literate %,49.63,57.01,41.63,34.33,38.7,46.36,30.32,33.33,61.41,68.59,53.7,34.48
JAMSHORO,JAMSHORO,DISTRICT,Ever Attended,428145,252002,176129,14,167136,104560,62573,3,261009,147442,113556,11
JAMSHORO,JAMSHORO,DISTRICT,Primary Completed,71343,40306,31031,6,33750,20422,13327,1,37593,19884,17704,5
JAMSHORO,JAMSHORO,DISTRICT,Enrolment Primary,117061,60215,56845,1,53817,29412,24404,1,63244,30803,32441,
JAMSHORO,JAMSHORO,DISTRICT,Enrolment Middle,38942,20915,18027,,16047,9852,6195,,22895,11063,11832,
JAMSHORO,JAMSHORO,DISTRICT,Enrolment Matric,17324,10902,6422,,4828,2985,1843,,12496,7917,4579,
JAMSHORO,JAMSHORO,DISTRICT,Enrolment Intermidiate,12664,7623,5041,,4131,2804,1327,,8533,4819,3714,
JAMSHORO,JAMSHORO,DISTRICT,Enrolment Graduation above,18286,11411,6874,1,5045,3757,1288,,13241,7654,5586,1
JAMSHORO,JAMSHORO,DISTRICT,Never to School (all),519460,239719,279688,53,331159,155467,175686,6,188301,84252,104002,47
JAMSHORO,JAMSHORO,DISTRICT,Drop Out (5 - 16),21684,10639,11043,2,10446,5286,5159,1,11238,5353,5884,1
JAMSHORO,JAMSHORO,DISTRICT,Never to School (5-16),147739,74382,73353,4,104142,51527,52614,1,43597,22855,20739,3
JAMSHORO,JAMSHORO,DISTRICT,Out of School Children (5-16),169423,85021,84396,6,114588,56813,57773,2,54835,28208,26623,4
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Population >=5,1238666,647014,591609,43,889021,465496,423510,15,349645,181518,168099,28
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Population >=10,987214,513589,473582,43,703332,366582,336735,15,283882,147007,136847,28
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Literate >=10,395091,251351,143727,13,250745,163317,87425,3,144346,88034,56302,10
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Literate %,40.02,48.94,30.35,30.23,35.65,44.55,25.96,20,50.85,59.88,41.14,35.71
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Ever Attended,470868,300068,170790,10,299427,196312,103113,2,171441,103756,67677,8
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Primary Completed,86941,51638,35300,3,58375,35265,23110,,28566,16373,12190,3
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Enrolment Primary,156601,91738,64863,,108794,65151,43643,,47807,26587,21220,
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Enrolment Middle,45983,28310,17670,3,27894,17865,10028,1,18089,10445,7642,2
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Enrolment Matric,19308,11867,7440,1,10913,7470,3443,,8395,4397,3997,1
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Enrolment Intermidiate,13535,9237,4298,,7698,5630,2068,,5837,3607,2230,
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Enrolment Graduation above,13872,9998,3874,,7138,5603,1535,,6734,4395,2339,
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Never to School (all),767798,346946,420819,33,589594,269184,320397,13,178204,77762,100422,20
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Drop Out (5 - 16),31630,15737,15892,1,22976,11540,11435,1,8654,4197,4457,
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Never to School (5-16),248926,120118,128800,8,198041,95181,102853,7,50885,24937,25947,1
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Out of School Children (5-16),280556,135855,144692,9,221017,106721,114288,8,59539,29134,30404,1
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Population >=5,3334074,1763657,1569854,563,,,,,3334074,1763657,1569854,563
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Population >=10,2922005,1548209,1373233,563,,,,,2922005,1548209,1373233,563
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Literate >=10,2441433,1297711,1143494,228,,,,,2441433,1297711,1143494,228
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Literate %,83.55,83.81999999999999,83.27,40.5,,,,,83.55,83.81999999999999,83.27,40.5
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Ever Attended,2703528,1428367,1275016,145,,,,,2703528,1428367,1275016,145
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Primary Completed,163866,87385,76454,27,,,,,163866,87385,76454,27
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Enrolment Primary,419326,218896,200428,2,,,,,419326,218896,200428,2
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Enrolment Middle,193863,98893,94967,3,,,,,193863,98893,94967,3
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Enrolment Matric,103159,52226,50928,5,,,,,103159,52226,50928,5
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Enrolment Intermidiate,91521,48666,42852,3,,,,,91521,48666,42852,3
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Enrolment Graduation above,113242,59767,53469,6,,,,,113242,59767,53469,6
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Never to School (all),630546,335290,294838,418,,,,,630546,335290,294838,418
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Drop Out (5 - 16),104616,56020,48586,10,,,,,104616,56020,48586,10
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Never to School (5-16),118209,68168,50017,24,,,,,118209,68168,50017,24
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Out of School Children (5-16),222825,124188,98603,34,,,,,222825,124188,98603,34
KARACHI EAST,KARACHI EAST,DISTRICT,Population >=5,3418286,1820193,1597667,426,,,,,3418286,1820193,1597667,426
KARACHI EAST,KARACHI EAST,DISTRICT,Population >=10,2980142,1590691,1389025,426,,,,,2980142,1590691,1389025,426
KARACHI EAST,KARACHI EAST,DISTRICT,Literate >=10,2386145,1293452,1092466,227,,,,,2386145,1293452,1092466,227
KARACHI EAST,KARACHI EAST,DISTRICT,Literate %,80.06999999999999,81.31,78.65000000000001,53.29,,,,,80.06999999999999,81.31,78.65000000000001,53.29
KARACHI EAST,KARACHI EAST,DISTRICT,Ever Attended,2604611,1401190,1203264,157,,,,,2604611,1401190,1203264,157
KARACHI EAST,KARACHI EAST,DISTRICT,Primary Completed,147378,77418,69941,19,,,,,147378,77418,69941,19
KARACHI EAST,KARACHI EAST,DISTRICT,Enrolment Primary,404581,211663,192915,3,,,,,404581,211663,192915,3
KARACHI EAST,KARACHI EAST,DISTRICT,Enrolment Middle,194366,97152,97210,4,,,,,194366,97152,97210,4
KARACHI EAST,KARACHI EAST,DISTRICT,Enrolment Matric,114716,57838,56874,4,,,,,114716,57838,56874,4
KARACHI EAST,KARACHI EAST,DISTRICT,Enrolment Intermidiate,95126,51926,43196,4,,,,,95126,51926,43196,4
KARACHI EAST,KARACHI EAST,DISTRICT,Enrolment Graduation above,142936,78648,64284,4,,,,,142936,78648,64284,4
KARACHI EAST,KARACHI EAST,DISTRICT,Never to School (all),813675,419003,394403,269,,,,,813675,419003,394403,269
KARACHI EAST,KARACHI EAST,DISTRICT,Drop Out (5 - 16),88664,48325,40323,16,,,,,88664,48325,40323,16
KARACHI EAST,KARACHI EAST,DISTRICT,Never to School (5-16),197375,118052,79309,14,,,,,197375,118052,79309,14
KARACHI EAST,KARACHI EAST,DISTRICT,Out of School Children (5-16),286039,166377,119632,30,,,,,286039,166377,119632,30
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Population >=5,2090672,1116771,973517,384,,,,,2090672,1116771,973517,384
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Population >=10,1842717,987696,854637,384,,,,,1842717,987696,854637,384
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Literate >=10,1447743,797663,649923,157,,,,,1447743,797663,649923,157
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Literate %,78.56999999999999,80.76000000000001,76.05,40.89,,,,,78.56999999999999,80.76000000000001,76.05,40.89
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Ever Attended,1566297,861942,704251,104,,,,,1566297,861942,704251,104
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Primary Completed,114004,59324,54662,18,,,,,114004,59324,54662,18
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Enrolment Primary,247722,134526,113196,,,,,,247722,134526,113196,
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Enrolment Middle,112103,60869,51234,,,,,,112103,60869,51234,
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Enrolment Matric,62519,31546,30972,1,,,,,62519,31546,30972,1
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Enrolment Intermidiate,55548,29903,25643,2,,,,,55548,29903,25643,2
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Enrolment Graduation above,59635,31880,27755,,,,,,59635,31880,27755,
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Never to School (all),524375,254829,269266,280,,,,,524375,254829,269266,280
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Drop Out (5 - 16),57359,30491,26868,,,,,,57359,30491,26868,
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Never to School (5-16),97879,46796,51078,5,,,,,97879,46796,51078,5
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Out of School Children (5-16),155238,77287,77946,5,,,,,155238,77287,77946,5
KARACHI WEST,KARACHI WEST,DISTRICT,Population >=5,2344959,1242079,1102683,197,220121,117565,102549,7,2124838,1124514,1000134,190
KARACHI WEST,KARACHI WEST,DISTRICT,Population >=10,2005821,1066611,939013,197,186199,99889,86303,7,1819622,966722,852710,190
KARACHI WEST,KARACHI WEST,DISTRICT,Literate >=10,1352477,743994,608389,94,97239,56592,40646,1,1255238,687402,567743,93
KARACHI WEST,KARACHI WEST,DISTRICT,Literate %,67.43000000000001,69.75,64.79000000000001,47.72,52.22,56.65,47.1,14.29,68.98,71.11,66.58,48.95
KARACHI WEST,KARACHI WEST,DISTRICT,Ever Attended,1460429,801843,658528,58,99110,56618,42492,,1361319,745225,616036,58
KARACHI WEST,KARACHI WEST,DISTRICT,Primary Completed,120029,66012,54011,6,11209,6338,4871,,108820,59674,49140,6
KARACHI WEST,KARACHI WEST,DISTRICT,Enrolment Primary,287964,156867,131097,,22772,11859,10913,,265192,145008,120184,
KARACHI WEST,KARACHI WEST,DISTRICT,Enrolment Middle,107578,56615,50961,2,6881,3833,3048,,100697,52782,47913,2
KARACHI WEST,KARACHI WEST,DISTRICT,Enrolment Matric,53793,27548,26243,2,2852,1595,1257,,50941,25953,24986,2
KARACHI WEST,KARACHI WEST,DISTRICT,Enrolment Intermidiate,41976,22384,19592,,2577,1490,1087,,39399,20894,18505,
KARACHI WEST,KARACHI WEST,DISTRICT,Enrolment Graduation above,36122,18940,17179,3,2370,1363,1007,,33752,17577,16172,3
KARACHI WEST,KARACHI WEST,DISTRICT,Never to School (all),884530,440236,444155,139,121011,60947,60057,7,763519,379289,384098,132
KARACHI WEST,KARACHI WEST,DISTRICT,Drop Out (5 - 16),71832,37552,34280,,5726,2904,2822,,66106,34648,31458,
KARACHI WEST,KARACHI WEST,DISTRICT,Never to School (5-16),227086,113253,113827,6,35457,18800,16653,4,191629,94453,97174,2
KARACHI WEST,KARACHI WEST,DISTRICT,Out of School Children (5-16),298918,150805,148107,6,41183,21704,19475,4,257735,129101,128632,2
KASHMORE,KASHMORE,DISTRICT,Population >=5,974744,496790,477908,46,753706,386571,367113,22,221038,110219,110795,24
KASHMORE,KASHMORE,DISTRICT,Population >=10,748032,381356,366630,46,571194,292799,278373,22,176838,88557,88257,24
KASHMORE,KASHMORE,DISTRICT,Literate >=10,266194,171906,94281,7,168985,112657,56321,7,97209,59249,37960,
KASHMORE,KASHMORE,DISTRICT,Literate %,35.59,45.08,25.72,15.22,29.58,38.48,20.23,31.82,54.97,66.90000000000001,43.01,
KASHMORE,KASHMORE,DISTRICT,Ever Attended,266203,177724,88478,1,154261,110811,43449,1,111942,66913,45029,
KASHMORE,KASHMORE,DISTRICT,Primary Completed,34324,20926,13398,,19254,12858,6396,,15070,8068,7002,
KASHMORE,KASHMORE,DISTRICT,Enrolment Primary,85675,50018,35656,1,55600,35064,20535,1,30075,14954,15121,
KASHMORE,KASHMORE,DISTRICT,Enrolment Middle,31917,21645,10272,,20064,15057,5007,,11853,6588,5265,
KASHMORE,KASHMORE,DISTRICT,Enrolment Matric,11068,7348,3720,,5975,4377,1598,,5093,2971,2122,
KASHMORE,KASHMORE,DISTRICT,Enrolment Intermidiate,9521,6666,2855,,5291,4151,1140,,4230,2515,1715,
KASHMORE,KASHMORE,DISTRICT,Enrolment Graduation above,10685,8123,2562,,5705,4896,809,,4980,3227,1753,
KASHMORE,KASHMORE,DISTRICT,Never to School (all),708541,319066,389430,45,599445,275760,323664,21,109096,43306,65766,24
KASHMORE,KASHMORE,DISTRICT,Drop Out (5 - 16),14637,7608,7029,,9740,5419,4321,,4897,2189,2708,
KASHMORE,KASHMORE,DISTRICT,Never to School (5-16),289599,135820,153775,4,252281,118948,133329,4,37318,16872,20446,
KASHMORE,KASHMORE,DISTRICT,Out of School Children (5-16),304236,143428,160804,4,262021,124367,137650,4,42215,19061,23154,
KEAMARI,KEAMARI,DISTRICT,Population >=5,1783564,952688,830664,212,,,,,1783564,952688,830664,212
KEAMARI,KEAMARI,DISTRICT,Population >=10,1521192,817419,703561,212,,,,,1521192,817419,703561,212
KEAMARI,KEAMARI,DISTRICT,Literate >=10,944213,546545,397607,61,,,,,944213,546545,397607,61
KEAMARI,KEAMARI,DISTRICT,Literate %,62.07,66.86,56.51,28.77,,,,,62.07,66.86,56.51,28.77
KEAMARI,KEAMARI,DISTRICT,Ever Attended,1010355,581153,429152,50,,,,,1010355,581153,429152,50
KEAMARI,KEAMARI,DISTRICT,Primary Completed,94419,50328,44083,8,,,,,94419,50328,44083,8
KEAMARI,KEAMARI,DISTRICT,Enrolment Primary,215412,117873,97539,,,,,,215412,117873,97539,
KEAMARI,KEAMARI,DISTRICT,Enrolment Middle,85575,46262,39313,,,,,,85575,46262,39313,
KEAMARI,KEAMARI,DISTRICT,Enrolment Matric,40059,21768,18289,2,,,,,40059,21768,18289,2
KEAMARI,KEAMARI,DISTRICT,Enrolment Intermidiate,31736,18210,13526,,,,,,31736,18210,13526,
KEAMARI,KEAMARI,DISTRICT,Enrolment Graduation above,21994,12377,9616,1,,,,,21994,12377,9616,1
KEAMARI,KEAMARI,DISTRICT,Never to School (all),773209,371535,401512,162,,,,,773209,371535,401512,162
KEAMARI,KEAMARI,DISTRICT,Drop Out (5 - 16),50580,25657,24922,1,,,,,50580,25657,24922,1
KEAMARI,KEAMARI,DISTRICT,Never to School (5-16),201075,100160,100903,12,,,,,201075,100160,100903,12
KEAMARI,KEAMARI,DISTRICT,Out of School Children (5-16),251655,125817,125825,13,,,,,251655,125817,125825,13
KHAIRPUR,KHAIRPUR,DISTRICT,Population >=5,2124259,1077061,1047060,138,1420339,721001,699295,43,703920,356060,347765,95
KHAIRPUR,KHAIRPUR,DISTRICT,Population >=10,1706188,865626,840424,138,1127307,572181,555083,43,578881,293445,285341,95
KHAIRPUR,KHAIRPUR,DISTRICT,Literate >=10,855550,535309,320202,39,503704,326429,177262,13,351846,208880,142940,26
KHAIRPUR,KHAIRPUR,DISTRICT,Literate %,50.14,61.84,38.1,28.26,44.68,57.05,31.93,30.23,60.78,71.18000000000001,50.09,27.37
KHAIRPUR,KHAIRPUR,DISTRICT,Ever Attended,1029338,641187,388118,33,619593,398192,221390,11,409745,242995,166728,22
KHAIRPUR,KHAIRPUR,DISTRICT,Primary Completed,157289,86822,70454,13,100377,57012,43359,6,56912,29810,27095,7
KHAIRPUR,KHAIRPUR,DISTRICT,Enrolment Primary,307443,171255,136188,,205119,116078,89041,,102324,55177,47147,
KHAIRPUR,KHAIRPUR,DISTRICT,Enrolment Middle,95789,56195,39592,2,59301,36441,22858,2,36488,19754,16734,
KHAIRPUR,KHAIRPUR,DISTRICT,Enrolment Matric,46322,28970,17351,1,27067,18068,8998,1,19255,10902,8353,
KHAIRPUR,KHAIRPUR,DISTRICT,Enrolment Intermidiate,35942,23219,12723,,20377,13980,6397,,15565,9239,6326,
KHAIRPUR,KHAIRPUR,DISTRICT,Enrolment Graduation above,36089,24314,11775,,17552,12950,4602,,18537,11364,7173,
KHAIRPUR,KHAIRPUR,DISTRICT,Never to School (all),1094921,435874,658942,105,800746,322809,477905,32,294175,113065,181037,73
KHAIRPUR,KHAIRPUR,DISTRICT,Drop Out (5 - 16),48480,22453,26024,3,31814,14656,17155,3,16666,7797,8869,
KHAIRPUR,KHAIRPUR,DISTRICT,Never to School (5-16),318886,134372,184499,15,240445,101109,139326,10,78441,33263,45173,5
KHAIRPUR,KHAIRPUR,DISTRICT,Out of School Children (5-16),367366,156825,210523,18,272259,115765,156481,13,95107,41060,54042,5
KORANGI,KORANGI,DISTRICT,Population >=5,2694494,1424927,1268901,666,,,,,2694494,1424927,1268901,666
KORANGI,KORANGI,DISTRICT,Population >=10,2312200,1228444,1083090,666,,,,,2312200,1228444,1083090,666
KORANGI,KORANGI,DISTRICT,Literate >=10,1846470,998315,847916,239,,,,,1846470,998315,847916,239
