name_admin_unit,part_of_district,admin_unit,hh_type,overall,rural,urban
KACHHI,KACHHI,DISTRICT,SEMI PAKKA,5990,3855,2135
KACHHI,KACHHI,DISTRICT,TOTAL,50032,41450,8582
KALAT,KALAT,DISTRICT,KACHA,28598,25920,2678
KALAT,KALAT,DISTRICT,PAKKA,1791,544,1247
KALAT,KALAT,DISTRICT,SEMI PAKKA,2712,1439,1273
KALAT,KALAT,DISTRICT,TOTAL,33101,27903,5198
KECH,KECH,DISTRICT,KACHA,154732,116249,38483
KECH,KECH,DISTRICT,PAKKA,45325,15029,30296
KECH,KECH,DISTRICT,SEMI PAKKA,53418,33162,20256
KECH,KECH,DISTRICT,TOTAL,253475,164440,89035
KHARAN,KHARAN,DISTRICT,KACHA,31515,22279,9236
KHARAN,KHARAN,DISTRICT,PAKKA,1497,575,922
KHARAN,KHARAN,DISTRICT,SEMI PAKKA,2831,1969,862
KHARAN,KHARAN,DISTRICT,TOTAL,35843,24823,11020
KHUZDAR,KHUZDAR,DISTRICT,KACHA,126804,97751,29053
KHUZDAR,KHUZDAR,DISTRICT,PAKKA,15293,2480,12813
KHUZDAR,KHUZDAR,DISTRICT,SEMI PAKKA,19353,11615,7738
KHUZDAR,KHUZDAR,DISTRICT,TOTAL,161450,111846,49604
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,KACHA,54227,48829,5398
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,PAKKA,2155,2073,82
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,SEMI PAKKA,10907,10011,896
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,TOTAL,67289,60913,6376
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,KACHA,59096,51842,7254
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,PAKKA,3338,1574,1764
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,SEMI PAKKA,7564,4672,2892
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,TOTAL,69998,58088,11910
KOHLU,KOHLU,DISTRICT,KACHA,33609,31580,2029
KOHLU,KOHLU,DISTRICT,PAKKA,2200,1193,1007
KOHLU,KOHLU,DISTRICT,SEMI PAKKA,2286,2163,123
KOHLU,KOHLU,DISTRICT,TOTAL,38095,34936,3159
LASBELA,LASBELA,DISTRICT,KACHA,33538,25688,7850
LASBELA,LASBELA,DISTRICT,PAKKA,55669,18588,37081
LASBELA,LASBELA,DISTRICT,SEMI PAKKA,26332,17033,9299
LASBELA,LASBELA,DISTRICT,TOTAL,115539,61309,54230
LORALAI,LORALAI,DISTRICT,KACHA,30114,25976,4138
LORALAI,LORALAI,DISTRICT,PAKKA,3248,1097,2151
LORALAI,LORALAI,DISTRICT,SEMI PAKKA,4852,3534,1318
LORALAI,LORALAI,DISTRICT,TOTAL,38214,30607,7607
MASTUNG,MASTUNG,DISTRICT,KACHA,29743,28950,793
MASTUNG,MASTUNG,DISTRICT,PAKKA,3684,2223,1461
MASTUNG,MASTUNG,DISTRICT,SEMI PAKKA,10268,7089,3179
MASTUNG,MASTUNG,DISTRICT,TOTAL,43695,38262,5433
MUSAKHEL,MUSAKHEL,DISTRICT,KACHA,19810,18463,1347
MUSAKHEL,MUSAKHEL,DISTRICT,PAKKA,2928,2301,627
MUSAKHEL,MUSAKHEL,DISTRICT,SEMI PAKKA,8514,8128,386
MUSAKHEL,MUSAKHEL,DISTRICT,TOTAL,31252,28892,2360
NASIRABAD,NASIRABAD,DISTRICT,KACHA,67373,61527,5846
NASIRABAD,NASIRABAD,DISTRICT,PAKKA,11131,5467,5664
NASIRABAD,NASIRABAD,DISTRICT,SEMI PAKKA,9012,6249,2763
NASIRABAD,NASIRABAD,DISTRICT,TOTAL,87516,73243,14273
NUSHKI,NUSHKI,DISTRICT,KACHA,23236,19822,3414
NUSHKI,NUSHKI,DISTRICT,PAKKA,5833,2570,3263
NUSHKI,NUSHKI,DISTRICT,SEMI PAKKA,2186,1603,583
NUSHKI,NUSHKI,DISTRICT,TOTAL,31255,23995,7260
PANJGUR,PANJGUR,DISTRICT,KACHA,93917,69278,24639
PANJGUR,PANJGUR,DISTRICT,PAKKA,8318,6132,2186
PANJGUR,PANJGUR,DISTRICT,SEMI PAKKA,14854,12506,2348
PANJGUR,PANJGUR,DISTRICT,TOTAL,117089,87916,29173
PISHIN,PISHIN,DISTRICT,KACHA,100283,77335,22948
PISHIN,PISHIN,DISTRICT,PAKKA,11003,6434,4569
PISHIN,PISHIN,DISTRICT,SEMI PAKKA,35899,21478,14421
PISHIN,PISHIN,DISTRICT,TOTAL,147185,105247,41938
QUETTA,QUETTA,DISTRICT,KACHA,45678,30105,15573
QUETTA,QUETTA,DISTRICT,PAKKA,170219,58887,111332
QUETTA,QUETTA,DISTRICT,SEMI PAKKA,72562,38346,34216
QUETTA,QUETTA,DISTRICT,TOTAL,288459,127338,161121
SHERANI,SHERANI,DISTRICT,KACHA,18013,18013,
SHERANI,SHERANI,DISTRICT,PAKKA,6096,6096,
SHERANI,SHERANI,DISTRICT,SEMI PAKKA,11991,11991,
SHERANI,SHERANI,DISTRICT,TOTAL,36100,36100,
SIBI,SIBI,DISTRICT,KACHA,19230,16069,3161
SIBI,SIBI,DISTRICT,PAKKA,7350,1358,5992
SIBI,SIBI,DISTRICT,SEMI PAKKA,4716,2344,2372
SIBI,SIBI,DISTRICT,TOTAL,31296,19771,11525
SOHBATPUR,SOHBATPUR,DISTRICT,KACHA,25800,25299,501
SOHBATPUR,SOHBATPUR,DISTRICT,PAKKA,5383,4553,830
SOHBATPUR,SOHBATPUR,DISTRICT,SEMI PAKKA,2551,2089,462
SOHBATPUR,SOHBATPUR,DISTRICT,TOTAL,33734,31941,1793
SURAB,SURAB,DISTRICT,KACHA,46304,42105,4199
SURAB,SURAB,DISTRICT,PAKKA,1510,571,939
SURAB,SURAB,DISTRICT,SEMI PAKKA,3413,2369,1044
SURAB,SURAB,DISTRICT,TOTAL,51227,45045,6182
WASHUK,WASHUK,DISTRICT,KACHA,45155,38308,6847
WASHUK,WASHUK,DISTRICT,PAKKA,1539,1473,66
WASHUK,WASHUK,DISTRICT,SEMI PAKKA,2355,2172,183
WASHUK,WASHUK,DISTRICT,TOTAL,49049,41953,7096
ZHOB,ZHOB,DISTRICT,KACHA,24692,22828,1864
ZHOB,ZHOB,DISTRICT,PAKKA,9156,5568,3588
ZHOB,ZHOB,DISTRICT,SEMI PAKKA,14053,13078,975
ZHOB,ZHOB,DISTRICT,TOTAL,47901,41474,6427
ZIARAT,ZIARAT,DISTRICT,KACHA,15941,12028,3913
ZIARAT,ZIARAT,DISTRICT,PAKKA,1477,886,591
ZIARAT,ZIARAT,DISTRICT,SEMI PAKKA,5476,4385,1091
ZIARAT,ZIARAT,DISTRICT,TOTAL,22894,17299,5595
