name_admin_unit,part_of_district,admin_unit,vars,all_sexes_overall,male_overall,female_overall,tgend_overall,all_sexes_rural,male_rural,female_rural,tgend_rural,all_sexes_urban,male_urban,female_urban,tgend_urban
ABBOTTABAD,ABBOTTABAD,DISTRICT,Never to School (5-16),18906,8526,10380,,14252,6054,8198,,4654,2472,2182,
ABBOTTABAD,ABBOTTABAD,DISTRICT,Out of School Children (5-16),45412,20895,24516,1,36111,15899,20212,,9301,4996,4304,1
BAJAUR,BAJAUR,DISTRICT,Population >=5,1045311,528847,516449,15,1045311,528847,516449,15,,,,
BAJAUR,BAJAUR,DISTRICT,Population >=10,817059,413623,403421,15,817059,413623,403421,15,,,,
BAJAUR,BAJAUR,DISTRICT,Literate >=10,214570,164976,49592,2,214570,164976,49592,2,,,,
BAJAUR,BAJAUR,DISTRICT,Literate %,26.26,39.89,12.29,13.33,26.26,39.89,12.29,13.33,,,,
BAJAUR,BAJAUR,DISTRICT,Ever Attended,283927,215649,68277,1,283927,215649,68277,1,,,,
BAJAUR,BAJAUR,DISTRICT,Primary Completed,25490,19884,5606,,25490,19884,5606,,,,,
BAJAUR,BAJAUR,DISTRICT,Enrolment Primary,112337,76788,35549,,112337,76788,35549,,,,,
BAJAUR,BAJAUR,DISTRICT,Enrolment Middle,35162,26985,8177,,35162,26985,8177,,,,,
BAJAUR,BAJAUR,DISTRICT,Enrolment Matric,15345,12402,2943,,15345,12402,2943,,,,,
BAJAUR,BAJAUR,DISTRICT,Enrolment Intermidiate,10615,8690,1925,,10615,8690,1925,,,,,
BAJAUR,BAJAUR,DISTRICT,Enrolment Graduation above,11281,9745,1536,,11281,9745,1536,,,,,
BAJAUR,BAJAUR,DISTRICT,Never to School (all),761384,313198,448172,14,761384,313198,448172,14,,,,
BAJAUR,BAJAUR,DISTRICT,Drop Out (5 - 16),13099,7693,5406,,13099,7693,5406,,,,,
BAJAUR,BAJAUR,DISTRICT,Never to School (5-16),279795,105984,173804,7,279795,105984,173804,7,,,,
BAJAUR,BAJAUR,DISTRICT,Out of School Children (5-16),292894,113677,179210,7,292894,113677,179210,7,,,,
BANNU,BANNU,DISTRICT,Population >=5,1127214,586593,540602,19,1084777,563589,521176,12,42437,23004,19426,7
BANNU,BANNU,DISTRICT,Population >=10,909367,470138,439210,19,873036,450261,422763,12,36331,19877,16447,7
BANNU,BANNU,DISTRICT,Literate >=10,379617,274897,104710,10,350407,257325,93078,4,29210,17572,11632,6
BANNU,BANNU,DISTRICT,Literate %,41.75,58.47,23.84,52.63,40.14,57.15,22.02,33.33,80.40000000000001,88.40000000000001,70.72,85.70999999999999
BANNU,BANNU,DISTRICT,Ever Attended,478586,338630,139951,5,446484,319259,127222,3,32102,19371,12729,2
BANNU,BANNU,DISTRICT,Primary Completed,42744,28064,14679,1,40482,27016,13466,,2262,1048,1213,1
BANNU,BANNU,DISTRICT,Enrolment Primary,140682,84519,56163,,134729,81465,53264,,5953,3054,2899,
BANNU,BANNU,DISTRICT,Enrolment Middle,52105,36499,15604,2,49173,34889,14283,1,2932,1610,1321,1
BANNU,BANNU,DISTRICT,Enrolment Matric,30128,22272,7856,,28493,21308,7185,,1635,964,671,
BANNU,BANNU,DISTRICT,Enrolment Intermidiate,19699,15191,4508,,18040,14065,3975,,1659,1126,533,
BANNU,BANNU,DISTRICT,Enrolment Graduation above,22962,17363,5599,,20184,15555,4629,,2778,1808,970,
BANNU,BANNU,DISTRICT,Never to School (all),648628,247963,400651,14,638293,244330,393954,9,10335,3633,6697,5
BANNU,BANNU,DISTRICT,Drop Out (5 - 16),17836,10275,7561,,16810,9702,7108,,1026,573,453,
BANNU,BANNU,DISTRICT,Never to School (5-16),196307,80679,115627,1,194145,79661,114483,1,2162,1018,1144,
BANNU,BANNU,DISTRICT,Out of School Children (5-16),214143,90954,123188,1,210955,89363,121591,1,3188,1591,1597,
BATAGRAM,BATAGRAM,DISTRICT,Population >=5,467209,236138,231061,10,467209,236138,231061,10,,,,
BATAGRAM,BATAGRAM,DISTRICT,Population >=10,376570,189227,187333,10,376570,189227,187333,10,,,,
BATAGRAM,BATAGRAM,DISTRICT,Literate >=10,147203,103480,43721,2,147203,103480,43721,2,,,,
BATAGRAM,BATAGRAM,DISTRICT,Literate %,39.09,54.69,23.34,20,39.09,54.69,23.34,20,,,,
BATAGRAM,BATAGRAM,DISTRICT,Ever Attended,193723,131409,62312,2,193723,131409,62312,2,,,,
BATAGRAM,BATAGRAM,DISTRICT,Primary Completed,25143,15311,9832,,25143,15311,9832,,,,,
BATAGRAM,BATAGRAM,DISTRICT,Enrolment Primary,73447,42492,30955,,73447,42492,30955,,,,,
BATAGRAM,BATAGRAM,DISTRICT,Enrolment Middle,20106,15115,4991,,20106,15115,4991,,,,,
BATAGRAM,BATAGRAM,DISTRICT,Enrolment Matric,9139,7226,1912,1,9139,7226,1912,1,,,,
BATAGRAM,BATAGRAM,DISTRICT,Enrolment Intermidiate,6044,5022,1022,,6044,5022,1022,,,,,
BATAGRAM,BATAGRAM,DISTRICT,Enrolment Graduation above,5831,5017,814,,5831,5017,814,,,,,
BATAGRAM,BATAGRAM,DISTRICT,Never to School (all),273486,104729,168749,8,273486,104729,168749,8,,,,
BATAGRAM,BATAGRAM,DISTRICT,Drop Out (5 - 16),10482,4049,6433,,10482,4049,6433,,,,,
BATAGRAM,BATAGRAM,DISTRICT,Never to School (5-16),75782,29673,46107,2,75782,29673,46107,2,,,,
BATAGRAM,BATAGRAM,DISTRICT,Out of School Children (5-16),86264,33722,52540,2,86264,33722,52540,2,,,,
BUNER,BUNER,DISTRICT,Population >=5,860580,427511,433041,28,860580,427511,433041,28,,,,
BUNER,BUNER,DISTRICT,Population >=10,706190,347681,358481,28,706190,347681,358481,28,,,,
BUNER,BUNER,DISTRICT,Literate >=10,308960,210723,98225,12,308960,210723,98225,12,,,,
BUNER,BUNER,DISTRICT,Literate %,43.75,60.61,27.4,42.86,43.75,60.61,27.4,42.86,,,,
BUNER,BUNER,DISTRICT,Ever Attended,410831,270800,140020,11,410831,270800,140020,11,,,,
BUNER,BUNER,DISTRICT,Primary Completed,46722,25877,20841,4,46722,25877,20841,4,,,,
BUNER,BUNER,DISTRICT,Enrolment Primary,132805,76691,56114,,132805,76691,56114,,,,,
BUNER,BUNER,DISTRICT,Enrolment Middle,53482,36090,17392,,53482,36090,17392,,,,,
BUNER,BUNER,DISTRICT,Enrolment Matric,24808,17715,7093,,24808,17715,7093,,,,,
BUNER,BUNER,DISTRICT,Enrolment Intermidiate,19420,14216,5204,,19420,14216,5204,,,,,
BUNER,BUNER,DISTRICT,Enrolment Graduation above,19973,15120,4853,,19973,15120,4853,,,,,
BUNER,BUNER,DISTRICT,Never to School (all),449749,156711,293021,17,449749,156711,293021,17,,,,
BUNER,BUNER,DISTRICT,Drop Out (5 - 16),20246,7549,12697,,20246,7549,12697,,,,,
BUNER,BUNER,DISTRICT,Never to School (5-16),103382,36644,66736,2,103382,36644,66736,2,,,,
BUNER,BUNER,DISTRICT,Out of School Children (5-16),123628,44193,79433,2,123628,44193,79433,2,,,,
CHARSADDA,CHARSADDA,DISTRICT,Population >=5,1553804,805755,748030,19,1303082,675475,627591,16,250722,130280,120439,3
CHARSADDA,CHARSADDA,DISTRICT,Population >=10,1292257,669965,622273,19,1080358,559757,520585,16,211899,110208,101688,3
CHARSADDA,CHARSADDA,DISTRICT,Literate >=10,697011,445862,251140,9,569723,367918,201797,8,127288,77944,49343,1
CHARSADDA,CHARSADDA,DISTRICT,Literate %,53.94,66.55,40.36,47.37,52.73,65.73,38.76,50,60.07,70.72,48.52,33.33
CHARSADDA,CHARSADDA,DISTRICT,Ever Attended,850304,531932,318364,8,700817,441852,258958,7,149487,90080,59406,1
CHARSADDA,CHARSADDA,DISTRICT,Primary Completed,81471,44162,37307,2,68733,37248,31484,1,12738,6914,5823,1
CHARSADDA,CHARSADDA,DISTRICT,Enrolment Primary,250332,134761,115571,,212109,114623,97486,,38223,20138,18085,
CHARSADDA,CHARSADDA,DISTRICT,Enrolment Middle,98209,57278,40931,,81449,47960,33489,,16760,9318,7442,
CHARSADDA,CHARSADDA,DISTRICT,Enrolment Matric,50407,31450,18954,3,42012,26567,15442,3,8395,4883,3512,
CHARSADDA,CHARSADDA,DISTRICT,Enrolment Intermidiate,30545,20435,10110,,24812,16863,7949,,5733,3572,2161,
CHARSADDA,CHARSADDA,DISTRICT,Enrolment Graduation above,29359,20275,9084,,23085,16188,6897,,6274,4087,2187,
CHARSADDA,CHARSADDA,DISTRICT,Never to School (all),703500,273823,429666,11,602265,233623,368633,9,101235,40200,61033,2
CHARSADDA,CHARSADDA,DISTRICT,Drop Out (5 - 16),33837,15643,18191,3,29304,13404,15897,3,4533,2239,2294,
CHARSADDA,CHARSADDA,DISTRICT,Never to School (5-16),132793,56525,76264,4,115345,48317,67024,4,17448,8208,9240,
CHARSADDA,CHARSADDA,DISTRICT,Out of School Children (5-16),166630,72168,94455,7,144649,61721,82921,7,21981,10447,11534,
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Population >=5,1545582,813487,731944,151,1220410,641977,578420,13,325172,171510,153524,138
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Population >=10,1263515,665557,597807,151,984848,518334,466501,13,278667,147223,131306,138
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Literate >=10,588508,386944,201504,60,393995,272218,121774,3,194513,114726,79730,57
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Literate %,46.58,58.14,33.71,39.74,40.01,52.52,26.1,23.08,69.8,77.93000000000001,60.72,41.3
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Ever Attended,720321,465021,255240,60,498217,335167,163047,3,222104,129854,92193,57
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Primary Completed,73369,44922,28432,15,56055,35500,20555,,17314,9422,7877,15
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Enrolment Primary,195703,112349,83354,,153298,89729,63569,,42405,22620,19785,
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Enrolment Middle,75854,47722,28132,,56196,36855,19341,,19658,10867,8791,
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Enrolment Matric,43762,26777,16985,,31543,20354,11189,,12219,6423,5796,
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Enrolment Intermidiate,26377,17378,8999,,17817,12488,5329,,8560,4890,3670,
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Enrolment Graduation above,31708,20812,10894,2,19335,13879,5456,,12373,6933,5438,2
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Never to School (all),825261,348466,476704,91,722193,306810,415373,10,103068,41656,61331,81
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Drop Out (5 - 16),34672,19356,15315,1,27379,15105,12273,1,7293,4251,3042,
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Never to School (5-16),229895,100845,129046,4,210494,91708,118782,4,19401,9137,10264,
DERA ISMAIL KHAN,DERA ISMAIL KHAN,DISTRICT,Out of School Children (5-16),264567,120201,144361,5,237873,106813,131055,5,26694,13388,13306,
HANGU,HANGU,DISTRICT,Population >=5,451025,220067,230950,8,378808,183606,195198,4,72217,36461,35752,4
HANGU,HANGU,DISTRICT,Population >=10,373119,179091,194020,8,312262,148640,163618,4,60857,30451,30402,4
HANGU,HANGU,DISTRICT,Literate >=10,161002,118273,42728,1,124060,95475,28585,,36942,22798,14143,1
HANGU,HANGU,DISTRICT,Literate %,43.15,66.04000000000001,22.02,12.5,39.73,64.23,17.47,,60.7,74.87,46.52,25
HANGU,HANGU,DISTRICT,Ever Attended,199536,142889,56645,2,156825,116232,40593,,42711,26657,16052,2
HANGU,HANGU,DISTRICT,Primary Completed,18200,12591,5609,,14434,10549,3885,,3766,2042,1724,
HANGU,HANGU,DISTRICT,Enrolment Primary,59103,36324,22779,,48748,30283,18465,,10355,6041,4314,
HANGU,HANGU,DISTRICT,Enrolment Middle,25396,18944,6452,,19896,15740,4156,,5500,3204,2296,
HANGU,HANGU,DISTRICT,Enrolment Matric,13521,10649,2872,,10586,8799,1787,,2935,1850,1085,
HANGU,HANGU,DISTRICT,Enrolment Intermidiate,9284,7590,1694,,7280,6290,990,,2004,1300,704,
HANGU,HANGU,DISTRICT,Enrolment Graduation above,7581,6284,1297,,5813,5113,700,,1768,1171,597,
HANGU,HANGU,DISTRICT,Never to School (all),251489,77178,174305,6,221983,67374,154605,4,29506,9804,19700,2
HANGU,HANGU,DISTRICT,Drop Out (5 - 16),5676,3137,2539,,4546,2573,1973,,1130,564,566,
HANGU,HANGU,DISTRICT,Never to School (5-16),69165,22965,46197,3,63625,20944,42678,3,5540,2021,3519,
HANGU,HANGU,DISTRICT,Out of School Children (5-16),74841,26102,48736,3,68171,23517,44651,3,6670,2585,4085,
HARIPUR,HARIPUR,DISTRICT,Population >=5,1030777,517415,513317,45,898845,451338,447492,15,131932,66077,65825,30
HARIPUR,HARIPUR,DISTRICT,Population >=10,890826,445904,444877,45,774826,387919,386892,15,116000,57985,57985,30
HARIPUR,HARIPUR,DISTRICT,Literate >=10,667053,375155,291867,31,567999,322568,245419,12,99054,52587,46448,19
HARIPUR,HARIPUR,DISTRICT,Literate %,74.88,84.13,65.61,68.89,73.31,83.15000000000001,63.43,80,85.39,90.69,80.09999999999999,63.33
HARIPUR,HARIPUR,DISTRICT,Ever Attended,785123,437772,347322,29,671975,377703,294262,10,113148,60069,53060,19
HARIPUR,HARIPUR,DISTRICT,Primary Completed,90468,42230,48236,2,80725,37795,42928,2,9743,4435,5308,
HARIPUR,HARIPUR,DISTRICT,Enrolment Primary,159098,82695,76403,,140153,72958,67195,,18945,9737,9208,
HARIPUR,HARIPUR,DISTRICT,Enrolment Middle,71268,38511,32757,,62142,33916,28226,,9126,4595,4531,
HARIPUR,HARIPUR,DISTRICT,Enrolment Matric,40553,21979,18573,1,34584,18903,15681,,5969,3076,2892,1
HARIPUR,HARIPUR,DISTRICT,Enrolment Intermidiate,25236,13671,11564,1,20754,11390,9363,1,4482,2281,2201,
HARIPUR,HARIPUR,DISTRICT,Enrolment Graduation above,23218,11096,12120,2,17332,8417,8914,1,5886,2679,3206,1
HARIPUR,HARIPUR,DISTRICT,Never to School (all),245654,79643,165995,16,226870,73635,153230,5,18784,6008,12765,11
HARIPUR,HARIPUR,DISTRICT,Drop Out (5 - 16),20939,9986,10953,,19320,9028,10292,,1619,958,661,
HARIPUR,HARIPUR,DISTRICT,Never to School (5-16),22899,9704,13195,,21522,8947,12575,,1377,757,620,
HARIPUR,HARIPUR,DISTRICT,Out of School Children (5-16),43838,19690,24148,,40842,17975,22867,,2996,1715,1281,
KARAK,KARAK,DISTRICT,Population >=5,688551,354610,333930,11,639091,328954,310126,11,49460,25656,23804,
KARAK,KARAK,DISTRICT,Population >=10,573227,294055,279161,11,531567,272533,259023,11,41660,21522,20138,
KARAK,KARAK,DISTRICT,Literate >=10,374674,247364,127304,6,344884,229154,115724,6,29790,18210,11580,
KARAK,KARAK,DISTRICT,Literate %,65.36,84.12,45.6,54.55,64.88,84.08,44.68,54.55,71.51000000000001,84.61,57.5,
KARAK,KARAK,DISTRICT,Ever Attended,451816,293148,158663,5,416253,271446,144802,5,35563,21702,13861,
KARAK,KARAK,DISTRICT,Primary Completed,36134,17701,18433,,33976,16628,17348,,2158,1073,1085,
KARAK,KARAK,DISTRICT,Enrolment Primary,97803,53734,44069,,90003,49494,40509,,7800,4240,3560,
KARAK,KARAK,DISTRICT,Enrolment Middle,47681,28164,19517,,43840,26054,17786,,3841,2110,1731,
KARAK,KARAK,DISTRICT,Enrolment Matric,26251,16699,9552,,24293,15586,8707,,1958,1113,845,
KARAK,KARAK,DISTRICT,Enrolment Intermidiate,17285,11723,5562,,15651,10760,4891,,1634,963,671,
KARAK,KARAK,DISTRICT,Enrolment Graduation above,14849,10138,4709,2,13128,9078,4048,2,1721,1060,661,
KARAK,KARAK,DISTRICT,Never to School (all),236735,61462,175267,6,222838,57508,165324,6,13897,3954,9943,
KARAK,KARAK,DISTRICT,Drop Out (5 - 16),18346,8095,10250,1,17328,7587,9740,1,1018,508,510,
KARAK,KARAK,DISTRICT,Never to School (5-16),50647,18732,31913,2,48553,17906,30645,2,2094,826,1268,
KARAK,KARAK,DISTRICT,Out of School Children (5-16),68993,26827,42163,3,65881,25493,40385,3,3112,1334,1778,
KHYBER,KHYBER,DISTRICT,Population >=5,949708,495942,453756,10,869518,453739,415769,10,80190,42203,37987,
KHYBER,KHYBER,DISTRICT,Population >=10,750674,390583,360081,10,685598,356409,329179,10,65076,34174,30902,
KHYBER,KHYBER,DISTRICT,Literate >=10,288669,226863,61802,4,249340,200461,48875,4,39329,26402,12927,
KHYBER,KHYBER,DISTRICT,Literate %,38.45,58.08,17.16,40,36.37,56.24,14.85,40,60.44,77.26000000000001,41.83,
KHYBER,KHYBER,DISTRICT,Ever Attended,377913,288816,89095,2,334238,258812,75424,2,43675,30004,13671,
KHYBER,KHYBER,DISTRICT,Primary Completed,35499,26161,9338,,31104,23679,7425,,4395,2482,1913,
KHYBER,KHYBER,DISTRICT,Enrolment Primary,128758,84013,44744,1,116028,76555,39472,1,12730,7458,5272,
KHYBER,KHYBER,DISTRICT,Enrolment Middle,46590,36528,10062,,41448,33126,8322,,5142,3402,1740,
KHYBER,KHYBER,DISTRICT,Enrolment Matric,21893,18751,3142,,19448,16925,2523,,2445,1826,619,
KHYBER,KHYBER,DISTRICT,Enrolment Intermidiate,14701,12910,1791,,12816,11467,1349,,1885,1443,442,
KHYBER,KHYBER,DISTRICT,Enrolment Graduation above,10829,9708,1121,,9238,8413,825,,1591,1295,296,
KHYBER,KHYBER,DISTRICT,Never to School (all),571795,207126,364661,8,535280,194927,340345,8,36515,12199,24316,
KHYBER,KHYBER,DISTRICT,Drop Out (5 - 16),14294,7768,6526,,12754,7144,5610,,1540,624,916,
KHYBER,KHYBER,DISTRICT,Never to School (5-16),199216,72981,126230,5,188727,69146,119576,5,10489,3835,6654,
KHYBER,KHYBER,DISTRICT,Out of School Children (5-16),213510,80749,132756,5,201481,76290,125186,5,12029,4459,7570,
KOHAT,KOHAT,DISTRICT,Population >=5,1067084,542445,524610,29,823742,416256,407477,9,243342,126189,117133,20
KOHAT,KOHAT,DISTRICT,Population >=10,900401,455583,444789,29,691525,347390,344126,9,208876,108193,100663,20
KOHAT,KOHAT,DISTRICT,Literate >=10,527155,347959,179182,14,376068,259340,116726,2,151087,88619,62456,12
KOHAT,KOHAT,DISTRICT,Literate %,58.55,76.38,40.28,48.28,54.38,74.65000000000001,33.92,22.22,72.33,81.91,62.04,60
KOHAT,KOHAT,DISTRICT,Ever Attended,620072,407267,212796,9,452561,308430,144129,2,167511,98837,68667,7
KOHAT,KOHAT,DISTRICT,Primary Completed,62149,34278,27869,2,48609,27316,21292,1,13540,6962,6577,1
KOHAT,KOHAT,DISTRICT,Enrolment Primary,150483,86691,63792,,117609,69089,48520,,32874,17602,15272,
KOHAT,KOHAT,DISTRICT,Enrolment Middle,70959,45840,25119,,54480,36404,18076,,16479,9436,7043,
KOHAT,KOHAT,DISTRICT,Enrolment Matric,35750,24897,10852,1,26240,19653,6586,1,9510,5244,4266,
KOHAT,KOHAT,DISTRICT,Enrolment Intermidiate,24397,17302,7095,,17627,13219,4408,,6770,4083,2687,
KOHAT,KOHAT,DISTRICT,Enrolment Graduation above,20927,14373,6553,1,12534,9503,3031,,8393,4870,3522,1
KOHAT,KOHAT,DISTRICT,Never to School (all),447012,135178,311814,20,371181,107826,263348,7,75831,27352,48466,13
KOHAT,KOHAT,DISTRICT,Drop Out (5 - 16),18888,8056,10831,1,15519,6388,9130,1,3369,1668,1701,
KOHAT,KOHAT,DISTRICT,Never to School (5-16),96948,30471,66474,3,81241,23438,57801,2,15707,7033,8673,1
KOHAT,KOHAT,DISTRICT,Out of School Children (5-16),115836,38527,77305,4,96760,29826,66931,3,19076,8701,10374,1
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Population >=5,180533,92534,87997,2,180533,92534,87997,2,,,,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Population >=10,134084,68376,65706,2,134084,68376,65706,2,,,,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Literate >=10,25209,16577,8632,,25209,16577,8632,,,,,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Literate %,18.8,24.24,13.14,,18.8,24.24,13.14,,,,,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Ever Attended,27374,18957,8417,,27374,18957,8417,,,,,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Primary Completed,3540,2318,1222,,3540,2318,1222,,,,,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Enrolment Primary,11273,7135,4138,,11273,7135,4138,,,,,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Enrolment Middle,3741,2380,1361,,3741,2380,1361,,,,,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Enrolment Matric,1055,724,331,,1055,724,331,,,,,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Enrolment Intermidiate,771,560,211,,771,560,211,,,,,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Enrolment Graduation above,564,507,57,,564,507,57,,,,,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Never to School (all),153159,73577,79580,2,153159,73577,79580,2,,,,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Drop Out (5 - 16),2410,1389,1021,,2410,1389,1021,,,,,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Never to School (5-16),77923,38485,39437,1,77923,38485,39437,1,,,,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,Out of School Children (5-16),80333,39874,40458,1,80333,39874,40458,1,,,,
KURRAM,KURRAM,DISTRICT,Population >=5,640304,328428,311861,15,603601,309170,294417,14,36703,19258,17444,1
KURRAM,KURRAM,DISTRICT,Population >=10,509976,258510,251451,15,480616,243247,237355,14,29360,15263,14096,1
KURRAM,KURRAM,DISTRICT,Literate >=10,179598,127677,51916,5,165970,118099,47866,5,13628,9578,4050,
KURRAM,KURRAM,DISTRICT,Literate %,35.22,49.39,20.65,33.33,34.53,48.55,20.17,35.71,46.42,62.75,28.73,
KURRAM,KURRAM,DISTRICT,Ever Attended,235135,163975,71156,4,216217,151092,65121,4,18918,12883,6035,
KURRAM,KURRAM,DISTRICT,Primary Completed,20132,14002,6130,,18541,12984,5557,,1591,1018,573,
KURRAM,KURRAM,DISTRICT,Enrolment Primary,73782,46301,27481,,69367,43486,25881,,4415,2815,1600,
KURRAM,KURRAM,DISTRICT,Enrolment Middle,30160,20659,9500,1,28222,19363,8858,1,1938,1296,642,
KURRAM,KURRAM,DISTRICT,Enrolment Matric,14547,10226,4320,1,13562,9569,3992,1,985,657,328,
KURRAM,KURRAM,DISTRICT,Enrolment Intermidiate,10907,7900,3007,,10065,7309,2756,,842,591,251,
KURRAM,KURRAM,DISTRICT,Enrolment Graduation above,10301,7015,3285,1,9408,6421,2986,1,893,594,299,
KURRAM,KURRAM,DISTRICT,Never to School (all),405169,164453,240705,11,387384,158078,229296,10,17785,6375,11409,1
KURRAM,KURRAM,DISTRICT,Drop Out (5 - 16),8089,4516,3573,,6509,3550,2959,,1580,966,614,
KURRAM,KURRAM,DISTRICT,Never to School (5-16),137381,60508,76869,4,131975,58469,73502,4,5406,2039,3367,
KURRAM,KURRAM,DISTRICT,Out of School Children (5-16),145470,65024,80442,4,138484,62019,76461,4,6986,3005,3981,
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,Population >=5,852073,432409,419651,13,766205,388783,377410,12,85868,43626,42241,1
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,Population >=10,692004,351763,340228,13,619326,314737,304577,12,72678,37026,35651,1
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,Literate >=10,335435,236936,98496,3,290539,209167,81370,2,44896,27769,17126,1
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,Literate %,48.47,67.36,28.95,23.08,46.91,66.45999999999999,26.72,16.67,61.77,75,48.04,100
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,Ever Attended,413697,287564,126130,3,359533,254812,104719,2,54164,32752,21411,1
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,Primary Completed,38470,22229,16240,1,34390,20109,14281,,4080,2120,1959,1
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,Enrolment Primary,114405,67290,47115,,102446,60902,41544,,11959,6388,5571,
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,Enrolment Middle,44987,28482,16505,,38989,25344,13645,,5998,3138,2860,
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,Enrolment Matric,22800,15786,7013,1,19511,13971,5539,1,3289,1815,1474,
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,Enrolment Intermidiate,13970,10064,3905,1,11750,8873,2876,1,2220,1191,1029,
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,Enrolment Graduation above,12133,8755,3378,,9362,7110,2252,,2771,1645,1126,
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,Never to School (all),438376,144845,293521,10,406672,133971,272691,10,31704,10874,20830,
