name_admin_unit,part_of_district,admin_unit,hh_type,overall,rural,urban
KOHAT,KOHAT,DISTRICT,SEMI PAKKA,28939,27009,1930
KOHAT,KOHAT,DISTRICT,TOTAL,169679,127770,41909
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,KACHA,28347,28347,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,PAKKA,2348,2348,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,SEMI PAKKA,3288,3288,
KOLAI PALAS KOHISTAN,KOLAI PALAS KOHISTAN,DISTRICT,TOTAL,33983,33983,
KURRAM,KURRAM,DISTRICT,KACHA,45447,43519,1928
KURRAM,KURRAM,DISTRICT,PAKKA,21880,19855,2025
KURRAM,KURRAM,DISTRICT,SEMI PAKKA,27221,26436,785
KURRAM,KURRAM,DISTRICT,TOTAL,94548,89810,4738
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,KACHA,46422,45598,824
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,PAKKA,57685,46024,11661
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,SEMI PAKKA,27693,26284,1409
LAKKI MARWAT,LAKKI MARWAT,DISTRICT,TOTAL,131800,117906,13894
LOWER CHITRAL,LOWER CHITRAL,DISTRICT,KACHA,13007,11387,1620
LOWER CHITRAL,LOWER CHITRAL,DISTRICT,PAKKA,13089,8418,4671
LOWER CHITRAL,LOWER CHITRAL,DISTRICT,SEMI PAKKA,19932,17868,2064
LOWER CHITRAL,LOWER CHITRAL,DISTRICT,TOTAL,46028,37673,8355
LOWER DIR,LOWER DIR,DISTRICT,KACHA,32336,32054,282
LOWER DIR,LOWER DIR,DISTRICT,PAKKA,125537,120648,4889
LOWER DIR,LOWER DIR,DISTRICT,SEMI PAKKA,44963,44061,902
LOWER DIR,LOWER DIR,DISTRICT,TOTAL,202836,196763,6073
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,KACHA,25235,25235,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,PAKKA,10620,10620,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,SEMI PAKKA,11492,11492,
LOWER KOHISTAN,LOWER KOHISTAN,DISTRICT,TOTAL,47347,47347,
MALAKAND,MALAKAND,DISTRICT,KACHA,16541,15195,1346
MALAKAND,MALAKAND,DISTRICT,PAKKA,78817,71119,7698
MALAKAND,MALAKAND,DISTRICT,SEMI PAKKA,17760,16465,1295
MALAKAND,MALAKAND,DISTRICT,TOTAL,113118,102779,10339
MANSEHRA,MANSEHRA,DISTRICT,KACHA,28858,28428,430
MANSEHRA,MANSEHRA,DISTRICT,PAKKA,226458,200985,25473
MANSEHRA,MANSEHRA,DISTRICT,SEMI PAKKA,38736,38068,668
MANSEHRA,MANSEHRA,DISTRICT,TOTAL,294052,267481,26571
MARDAN,MARDAN,DISTRICT,KACHA,47058,44393,2665
MARDAN,MARDAN,DISTRICT,PAKKA,292261,233412,58849
MARDAN,MARDAN,DISTRICT,SEMI PAKKA,61540,54929,6611
MARDAN,MARDAN,DISTRICT,TOTAL,400859,332734,68125
MOHMAND,MOHMAND,DISTRICT,KACHA,39469,39469,
MOHMAND,MOHMAND,DISTRICT,PAKKA,9406,9406,
MOHMAND,MOHMAND,DISTRICT,SEMI PAKKA,15098,15098,
MOHMAND,MOHMAND,DISTRICT,TOTAL,63973,63973,
NORTH WAZIRISTAN,NORTH WAZIRISTAN,DISTRICT,KACHA,48059,47711,348
NORTH WAZIRISTAN,NORTH WAZIRISTAN,DISTRICT,PAKKA,18819,18573,246
NORTH WAZIRISTAN,NORTH WAZIRISTAN,DISTRICT,SEMI PAKKA,32717,32701,16
NORTH WAZIRISTAN,NORTH WAZIRISTAN,DISTRICT,TOTAL,99595,98985,610
NOWSHERA,NOWSHERA,DISTRICT,KACHA,31591,28702,2889
NOWSHERA,NOWSHERA,DISTRICT,PAKKA,162187,119676,42511
NOWSHERA,NOWSHERA,DISTRICT,SEMI PAKKA,65996,58086,7910
NOWSHERA,NOWSHERA,DISTRICT,TOTAL,259774,206464,53310
ORAKZAI,ORAKZAI,DISTRICT,KACHA,39790,39790,
ORAKZAI,ORAKZAI,DISTRICT,PAKKA,2256,2256,
ORAKZAI,ORAKZAI,DISTRICT,SEMI PAKKA,10058,10058,
ORAKZAI,ORAKZAI,DISTRICT,TOTAL,52104,52104,
PESHAWAR,PESHAWAR,DISTRICT,KACHA,120786,104579,16207
PESHAWAR,PESHAWAR,DISTRICT,PAKKA,462558,218113,244445
PESHAWAR,PESHAWAR,DISTRICT,SEMI PAKKA,107632,92339,15293
PESHAWAR,PESHAWAR,DISTRICT,TOTAL,690976,415031,275945
SHANGLA,SHANGLA,DISTRICT,KACHA,36749,36749,
SHANGLA,SHANGLA,DISTRICT,PAKKA,58042,58042,
SHANGLA,SHANGLA,DISTRICT,SEMI PAKKA,30749,30749,
SHANGLA,SHANGLA,DISTRICT,TOTAL,125540,125540,
SOUTH WAZIRISTAN,SOUTH WAZIRISTAN,DISTRICT,KACHA,149691,149691,
SOUTH WAZIRISTAN,SOUTH WAZIRISTAN,DISTRICT,PAKKA,5010,5010,
SOUTH WAZIRISTAN,SOUTH WAZIRISTAN,DISTRICT,SEMI PAKKA,23935,23935,
SOUTH WAZIRISTAN,SOUTH WAZIRISTAN,DISTRICT,TOTAL,178636,178636,
SWABI,SWABI,DISTRICT,KACHA,24354,19376,4978
SWABI,SWABI,DISTRICT,PAKKA,215601,177369,38232
SWABI,SWABI,DISTRICT,SEMI PAKKA,39021,32910,6111
SWABI,SWABI,DISTRICT,TOTAL,278976,229655,49321
SWAT,SWAT,DISTRICT,KACHA,71271,58608,12663
SWAT,SWAT,DISTRICT,PAKKA,256511,158086,98425
SWAT,SWAT,DISTRICT,SEMI PAKKA,53430,46465,6965
SWAT,SWAT,DISTRICT,TOTAL,381212,263159,118053
TANK,TANK,DISTRICT,KACHA,29381,28931,450
TANK,TANK,DISTRICT,PAKKA,18867,12771,6096
TANK,TANK,DISTRICT,SEMI PAKKA,22315,21600,715
TANK,TANK,DISTRICT,TOTAL,70563,63302,7261
TORGHAR,TORGHAR,DISTRICT,KACHA,11745,11745,
TORGHAR,TORGHAR,DISTRICT,PAKKA,3134,3134,
TORGHAR,TORGHAR,DISTRICT,SEMI PAKKA,14531,14531,
TORGHAR,TORGHAR,DISTRICT,TOTAL,29410,29410,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,KACHA,12644,12644,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,PAKKA,1355,1355,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,SEMI PAKKA,12366,12366,
UPPER CHITRAL,UPPER CHITRAL,DISTRICT,TOTAL,26365,26365,
UPPER DIR,UPPER DIR,DISTRICT,KACHA,42818,40412,2406
UPPER DIR,UPPER DIR,DISTRICT,PAKKA,49087,46174,2913
UPPER DIR,UPPER DIR,DISTRICT,SEMI PAKKA,57631,56342,1289
UPPER DIR,UPPER DIR,DISTRICT,TOTAL,149536,142928,6608
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,KACHA,31078,31078,
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,PAKKA,5117,5117,
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,SEMI PAKKA,27517,27517,
UPPER KOHISTAN,UPPER KOHISTAN,DISTRICT,TOTAL,63712,63712,
