name_admin_unit,part_of_district,admin_unit,vars,all_sexes_overall,male_overall,female_overall,tgend_overall,all_sexes_rural,male_rural,female_rural,tgend_rural,all_sexes_urban,male_urban,female_urban,tgend_urban
BADIN,BADIN,TALUKA,Literate >=10,125884,83670,42209,5,71691,50294,21395,2,54193,33376,20814,3
BADIN,BADIN,TALUKA,Literate %,37.7,48,26.45,27.78,30.76,41.23,19.26,25,53.75,63.78,42.93,30
BADIN,BADIN,TALUKA,Ever Attended,143624,96677,46943,4,80402,57306,23095,1,63222,39371,23848,3
BADIN,BADIN,TALUKA,Primary Completed,27692,17894,9798,,17235,11831,5404,,10457,6063,4394,
BADIN,BADIN,TALUKA,Enrolment Primary,42929,26176,16753,,26216,16448,9768,,16713,9728,6985,
BADIN,BADIN,TALUKA,Enrolment Middle,11981,8082,3899,,7063,5191,1872,,4918,2891,2027,
BADIN,BADIN,TALUKA,Enrolment Matric,5003,3480,1523,,2368,1784,584,,2635,1696,939,
BADIN,BADIN,TALUKA,Enrolment Intermidiate,3858,2766,1092,,1774,1488,286,,2084,1278,806,
BADIN,BADIN,TALUKA,Enrolment Graduation above,3641,2430,1211,,1321,1062,259,,2320,1368,952,
BADIN,BADIN,TALUKA,Never to School (all),267775,118019,149742,14,209657,94547,115103,7,58118,23472,34639,7
BADIN,BADIN,TALUKA,Drop Out (5 - 16),9086,4712,4374,,6171,3275,2896,,2915,1437,1478,
BADIN,BADIN,TALUKA,Never to School (5-16),86522,40004,46513,5,70845,33492,37349,4,15677,6512,9164,1
BADIN,BADIN,TALUKA,Out of School Children (5-16),95608,44716,50887,5,77016,36767,40245,4,18592,7949,10642,1
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Population >=5,308651,161598,147051,2,260676,136416,124259,1,47975,25182,22792,1
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Population >=10,245142,127949,117191,2,206239,107657,98581,1,38903,20292,18610,1
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Literate >=10,82132,53034,29098,,63809,41818,21991,,18323,11216,7107,
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Literate %,33.5,41.45,24.83,,30.94,38.84,22.31,,47.1,55.27,38.19,
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Ever Attended,80354,55160,25194,,58819,41719,17100,,21535,13441,8094,
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Primary Completed,16730,10697,6033,,13231,8693,4538,,3499,2004,1495,
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Enrolment Primary,25808,16977,8831,,19622,13145,6477,,6186,3832,2354,
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Enrolment Middle,7236,4933,2303,,5409,3904,1505,,1827,1029,798,
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Enrolment Matric,2771,1903,868,,1787,1298,489,,984,605,379,
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Enrolment Intermidiate,2229,1622,607,,1477,1176,301,,752,446,306,
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Enrolment Graduation above,1938,1460,478,,1144,973,171,,794,487,307,
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Never to School (all),228297,106438,121857,2,201857,94697,107159,1,26440,11741,14698,1
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Drop Out (5 - 16),5533,3097,2436,,4128,2297,1831,,1405,800,605,
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Never to School (5-16),81833,39240,42593,,73830,35590,38240,,8003,3650,4353,
GOLARCHI (S.F.RAHU),BADIN,TALUKA,Out of School Children (5-16),87366,42337,45029,,77958,37887,40071,,9408,4450,4958,
MATLI,BADIN,TALUKA,Population >=5,399934,207932,191972,30,302811,157437,145362,12,97123,50495,46610,18
MATLI,BADIN,TALUKA,Population >=10,326048,169250,156768,30,244205,126682,117511,12,81843,42568,39257,18
MATLI,BADIN,TALUKA,Literate >=10,128207,84453,43745,9,80019,55782,24234,3,48188,28671,19511,6
MATLI,BADIN,TALUKA,Literate %,39.32,49.9,27.9,30,32.77,44.03,20.62,25,58.88,67.34999999999999,49.7,33.33
MATLI,BADIN,TALUKA,Ever Attended,149096,99254,49834,8,97070,67739,29329,2,52026,31515,20505,6
MATLI,BADIN,TALUKA,Primary Completed,24517,15056,9455,6,16919,10794,6123,2,7598,4262,3332,4
MATLI,BADIN,TALUKA,Enrolment Primary,47083,29524,17559,,34223,21978,12245,,12860,7546,5314,
MATLI,BADIN,TALUKA,Enrolment Middle,12649,8333,4316,,8859,6196,2663,,3790,2137,1653,
MATLI,BADIN,TALUKA,Enrolment Matric,5362,3553,1809,,3356,2352,1004,,2006,1201,805,
MATLI,BADIN,TALUKA,Enrolment Intermidiate,4599,3135,1464,,2888,2130,758,,1711,1005,706,
MATLI,BADIN,TALUKA,Enrolment Graduation above,4745,3221,1524,,2591,1988,603,,2154,1233,921,
MATLI,BADIN,TALUKA,Never to School (all),250838,108678,142138,22,205741,89698,116033,10,45097,18980,26105,12
MATLI,BADIN,TALUKA,Drop Out (5 - 16),6583,3534,3048,1,4560,2467,2092,1,2023,1067,956,
MATLI,BADIN,TALUKA,Never to School (5-16),75133,32602,42526,5,63874,27910,35959,5,11259,4692,6567,
MATLI,BADIN,TALUKA,Out of School Children (5-16),81716,36136,45574,6,68434,30377,38051,6,13282,5759,7523,
TALHAR,BADIN,TALUKA,Population >=5,157320,81456,75853,11,115362,59836,55522,4,41958,21620,20331,7
TALHAR,BADIN,TALUKA,Population >=10,127575,65882,61682,11,92459,47844,44611,4,35116,18038,17071,7
TALHAR,BADIN,TALUKA,Literate >=10,43577,28464,15110,3,25951,18050,7899,2,17626,10414,7211,1
TALHAR,BADIN,TALUKA,Literate %,34.16,43.2,24.5,27.27,28.07,37.73,17.71,50,50.19,57.73,42.24,14.29
TALHAR,BADIN,TALUKA,Ever Attended,50550,33631,16916,3,30827,21640,9185,2,19723,11991,7731,1
TALHAR,BADIN,TALUKA,Primary Completed,8955,5583,3371,1,5795,3720,2074,1,3160,1863,1297,
TALHAR,BADIN,TALUKA,Enrolment Primary,17188,10399,6789,,11205,6903,4302,,5983,3496,2487,
TALHAR,BADIN,TALUKA,Enrolment Middle,4717,3132,1585,,3103,2228,875,,1614,904,710,
TALHAR,BADIN,TALUKA,Enrolment Matric,1802,1196,605,1,1004,735,268,1,798,461,337,
TALHAR,BADIN,TALUKA,Enrolment Intermidiate,1508,1092,416,,893,733,160,,615,359,256,
TALHAR,BADIN,TALUKA,Enrolment Graduation above,1426,1007,419,,699,582,117,,727,425,302,
TALHAR,BADIN,TALUKA,Never to School (all),106770,47825,58937,8,84535,38196,46337,2,22235,9629,12600,6
TALHAR,BADIN,TALUKA,Drop Out (5 - 16),2261,1142,1118,1,1620,812,807,1,641,330,311,
TALHAR,BADIN,TALUKA,Never to School (5-16),32648,14943,17704,1,27530,12753,14776,1,5118,2190,2928,
TALHAR,BADIN,TALUKA,Out of School Children (5-16),34909,16085,18822,2,29150,13565,15583,2,5759,2520,3239,
TANDO BAGO,BADIN,TALUKA,Population >=5,357249,186283,170953,13,297719,155459,142250,10,59530,30824,28703,3
TANDO BAGO,BADIN,TALUKA,Population >=10,287200,149375,137812,13,238296,124102,114184,10,48904,25273,23628,3
TANDO BAGO,BADIN,TALUKA,Literate >=10,103893,69452,34439,2,78211,53617,24593,1,25682,15835,9846,1
TANDO BAGO,BADIN,TALUKA,Literate %,36.17,46.5,24.99,15.38,32.82,43.2,21.54,10,52.52,62.66,41.67,33.33
TANDO BAGO,BADIN,TALUKA,Ever Attended,114259,78500,35757,2,85247,60501,24745,1,29012,17999,11012,1
TANDO BAGO,BADIN,TALUKA,Primary Completed,21733,14082,7651,,17814,11895,5919,,3919,2187,1732,
TANDO BAGO,BADIN,TALUKA,Enrolment Primary,39889,25006,14883,,31090,19859,11231,,8799,5147,3652,
TANDO BAGO,BADIN,TALUKA,Enrolment Middle,10599,7552,3047,,7888,5931,1957,,2711,1621,1090,
TANDO BAGO,BADIN,TALUKA,Enrolment Matric,3884,2817,1066,1,2655,2043,611,1,1229,774,455,
TANDO BAGO,BADIN,TALUKA,Enrolment Intermidiate,3252,2371,881,,2112,1695,417,,1140,676,464,
TANDO BAGO,BADIN,TALUKA,Enrolment Graduation above,3395,2439,956,,1705,1394,311,,1690,1045,645,
TANDO BAGO,BADIN,TALUKA,Never to School (all),242990,107783,135196,11,212472,94958,117505,9,30518,12825,17691,2
TANDO BAGO,BADIN,TALUKA,Drop Out (5 - 16),5778,3041,2737,,4994,2641,2353,,784,400,384,
TANDO BAGO,BADIN,TALUKA,Never to School (5-16),76007,34366,41637,4,68505,31270,37231,4,7502,3096,4406,
TANDO BAGO,BADIN,TALUKA,Out of School Children (5-16),81785,37407,44374,4,73499,33911,39584,4,8286,3496,4790,
DADU,DADU,DISTRICT,Population >=5,1468388,746067,722235,86,1092770,557198,535535,37,375618,188869,186700,49
DADU,DADU,DISTRICT,Population >=10,1199047,610243,588718,86,885450,452625,432788,37,313597,157618,155930,49
DADU,DADU,DISTRICT,Literate >=10,565078,337219,227827,32,352790,217443,135334,13,212288,119776,92493,19
DADU,DADU,DISTRICT,Literate %,47.13,55.26,38.7,37.21,39.84,48.04,31.27,35.14,67.69,75.98999999999999,59.32,38.78
DADU,DADU,DISTRICT,Ever Attended,663645,396771,266845,29,415790,256808,158965,17,247855,139963,107880,12
DADU,DADU,DISTRICT,Primary Completed,127280,71027,56238,15,87555,51281,36265,9,39725,19746,19973,6
DADU,DADU,DISTRICT,Enrolment Primary,205155,111126,94029,,143744,79243,64501,,61411,31883,29528,
DADU,DADU,DISTRICT,Enrolment Middle,64063,35779,28282,2,39680,23573,16105,2,24383,12206,12177,
DADU,DADU,DISTRICT,Enrolment Matric,23370,13732,9638,,12577,7874,4703,,10793,5858,4935,
DADU,DADU,DISTRICT,Enrolment Intermidiate,17819,11171,6647,1,9223,6384,2838,1,8596,4787,3809,
DADU,DADU,DISTRICT,Enrolment Graduation above,20029,13031,6998,,8388,6047,2341,,11641,6984,4657,
DADU,DADU,DISTRICT,Never to School (all),804743,349296,455390,57,676980,300390,376570,20,127763,48906,78820,37
DADU,DADU,DISTRICT,Drop Out (5 - 16),43051,20429,22620,2,32508,15570,16936,2,10543,4859,5684,
DADU,DADU,DISTRICT,Never to School (5-16),224780,102573,122198,9,200501,91476,109020,5,24279,11097,13178,4
DADU,DADU,DISTRICT,Out of School Children (5-16),267831,123002,144818,11,233009,107046,125956,7,34822,15956,18862,4
DADU,DADU,TALUKA,Population >=5,434913,220549,214342,22,261204,132918,128280,6,173709,87631,86062,16
DADU,DADU,TALUKA,Population >=10,358659,182398,176239,22,212388,108429,103953,6,146271,73969,72286,16
DADU,DADU,TALUKA,Literate >=10,230957,131480,99468,9,117113,68614,48499,,113844,62866,50969,9
DADU,DADU,TALUKA,Literate %,64.39,72.08,56.44,40.91,55.14,63.28,46.65,,77.83,84.98999999999999,70.51000000000001,56.25
DADU,DADU,TALUKA,Ever Attended,248626,144757,103861,8,122486,74201,48284,1,126140,70556,55577,7
DADU,DADU,TALUKA,Primary Completed,49617,25184,24429,4,28907,15621,13286,,20710,9563,11143,4
DADU,DADU,TALUKA,Enrolment Primary,62914,33344,29570,,35515,19259,16256,,27399,14085,13314,
DADU,DADU,TALUKA,Enrolment Middle,21525,11702,9822,1,10408,6037,4370,1,11117,5665,5452,
DADU,DADU,TALUKA,Enrolment Matric,9219,5352,3867,,3829,2397,1432,,5390,2955,2435,
DADU,DADU,TALUKA,Enrolment Intermidiate,7243,4404,2839,,2855,1952,903,,4388,2452,1936,
DADU,DADU,TALUKA,Enrolment Graduation above,8192,5200,2992,,2259,1621,638,,5933,3579,2354,
DADU,DADU,TALUKA,Never to School (all),186287,75792,110481,14,138718,58717,79996,5,47569,17075,30485,9
DADU,DADU,TALUKA,Drop Out (5 - 16),16816,7806,9010,,10778,4994,5784,,6038,2812,3226,
DADU,DADU,TALUKA,Never to School (5-16),48217,21119,27097,1,39585,17293,22292,,8632,3826,4805,1
DADU,DADU,TALUKA,Out of School Children (5-16),65033,28925,36107,1,50363,22287,28076,,14670,6638,8031,1
JOHI,DADU,TALUKA,Population >=5,276539,141385,135145,9,243865,124806,119052,7,32674,16579,16093,2
JOHI,DADU,TALUKA,Population >=10,223611,114518,109084,9,196725,100959,95759,7,26886,13559,13325,2
JOHI,DADU,TALUKA,Literate >=10,67632,43835,23794,3,53432,35328,18102,2,14200,8507,5692,1
JOHI,DADU,TALUKA,Literate %,30.25,38.28,21.81,33.33,27.16,34.99,18.9,28.57,52.82,62.74,42.72,50
JOHI,DADU,TALUKA,Ever Attended,86303,54961,31339,3,68223,44411,23809,3,18080,10550,7530,
JOHI,DADU,TALUKA,Primary Completed,17451,11485,5965,1,14669,9867,4801,1,2782,1618,1164,
JOHI,DADU,TALUKA,Enrolment Primary,34398,19387,15011,,28497,16231,12266,,5901,3156,2745,
JOHI,DADU,TALUKA,Enrolment Middle,9666,5907,3758,1,7386,4752,2633,1,2280,1155,1125,
JOHI,DADU,TALUKA,Enrolment Matric,2844,1772,1072,,1991,1309,682,,853,463,390,
JOHI,DADU,TALUKA,Enrolment Intermidiate,1951,1349,602,,1298,988,310,,653,361,292,
JOHI,DADU,TALUKA,Enrolment Graduation above,1695,1230,465,,990,794,196,,705,436,269,
JOHI,DADU,TALUKA,Never to School (all),190236,86424,103806,6,175642,80395,95243,4,14594,6029,8563,2
JOHI,DADU,TALUKA,Drop Out (5 - 16),5098,2519,2578,1,4553,2282,2270,1,545,237,308,
JOHI,DADU,TALUKA,Never to School (5-16),57430,26788,30638,4,54680,25452,29225,3,2750,1336,1413,1
JOHI,DADU,TALUKA,Out of School Children (5-16),62528,29307,33216,5,59233,27734,31495,4,3295,1573,1721,1
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Population >=5,320924,162621,158281,22,249008,126632,122360,16,71916,35989,35921,6
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Population >=10,262152,133241,128889,22,202486,103305,99165,16,59666,29936,29724,6
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Literate >=10,113827,69793,44022,12,78491,49182,29299,10,35336,20611,14723,2
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Literate %,43.42,52.38,34.15,54.55,38.76,47.61,29.55,62.5,59.22,68.84999999999999,49.53,33.33
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Ever Attended,140849,85018,55818,13,97023,59949,37062,12,43826,25069,18756,1
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Primary Completed,25226,14027,11192,7,18487,10563,7917,7,6739,3464,3275,
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Enrolment Primary,45088,24185,20903,,33182,18073,15109,,11906,6112,5794,
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Enrolment Middle,14249,7942,6307,,9558,5637,3921,,4691,2305,2386,
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Enrolment Matric,5075,3024,2051,,3057,1897,1160,,2018,1127,891,
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Enrolment Intermidiate,4017,2583,1433,1,2418,1655,762,1,1599,928,671,
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Enrolment Graduation above,4386,2906,1480,,2229,1574,655,,2157,1332,825,
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Never to School (all),180075,77603,102463,9,151985,66683,85298,4,28090,10920,17165,5
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Drop Out (5 - 16),9344,4422,4921,1,7635,3665,3969,1,1709,757,952,
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Never to School (5-16),48537,21991,26544,2,43041,19547,23492,2,5496,2444,3052,
KHAIRPUR NATHAN SHAH,DADU,TALUKA,Out of School Children (5-16),57881,26413,31465,3,50676,23212,27461,3,7205,3201,4004,
MEHAR,DADU,TALUKA,Population >=5,436012,221512,214467,33,338693,172842,165843,8,97319,48670,48624,25
MEHAR,DADU,TALUKA,Population >=10,354625,180086,174506,33,273851,139932,133911,8,80774,40154,40595,25
MEHAR,DADU,TALUKA,Literate >=10,152662,92111,60543,8,103754,64319,39434,1,48908,27792,21109,7
MEHAR,DADU,TALUKA,Literate %,43.05,51.15,34.69,24.24,37.89,45.96,29.45,12.5,60.55,69.20999999999999,52,28
MEHAR,DADU,TALUKA,Ever Attended,187867,112035,75827,5,128058,78247,49810,1,59809,33788,26017,4
MEHAR,DADU,TALUKA,Primary Completed,34986,20331,14652,3,25492,15230,10261,1,9494,5101,4391,2
MEHAR,DADU,TALUKA,Enrolment Primary,62755,34210,28545,,46550,25680,20870,,16205,8530,7675,
MEHAR,DADU,TALUKA,Enrolment Middle,18623,10228,8395,,12328,7147,5181,,6295,3081,3214,
MEHAR,DADU,TALUKA,Enrolment Matric,6232,3584,2648,,3700,2271,1429,,2532,1313,1219,
MEHAR,DADU,TALUKA,Enrolment Intermidiate,4608,2835,1773,,2652,1789,863,,1956,1046,910,
MEHAR,DADU,TALUKA,Enrolment Graduation above,5756,3695,2061,,2910,2058,852,,2846,1637,1209,
MEHAR,DADU,TALUKA,Never to School (all),248145,109477,138640,28,210635,94595,116033,7,37510,14882,22607,21
MEHAR,DADU,TALUKA,Drop Out (5 - 16),11793,5682,6111,,9542,4629,4913,,2251,1053,1198,
MEHAR,DADU,TALUKA,Never to School (5-16),70596,32675,37919,2,63195,29184,34011,,7401,3491,3908,2
MEHAR,DADU,TALUKA,Out of School Children (5-16),82389,38357,44030,2,72737,33813,38924,,9652,4544,5106,2
GHOTKI,GHOTKI,DISTRICT,Population >=5,1481137,771340,709750,47,1154165,601791,552351,23,326972,169549,157399,24
GHOTKI,GHOTKI,DISTRICT,Population >=10,1196515,622175,574293,47,922709,480462,442224,23,273806,141713,132069,24
GHOTKI,GHOTKI,DISTRICT,Literate >=10,495061,344176,150871,14,337102,245229,91867,6,157959,98947,59004,8
GHOTKI,GHOTKI,DISTRICT,Literate %,41.38,55.32,26.27,29.79,36.53,51.04,20.77,26.09,57.69,69.81999999999999,44.68,33.33
GHOTKI,GHOTKI,DISTRICT,Ever Attended,572209,405754,166444,11,385951,289731,96216,4,186258,116023,70228,7
GHOTKI,GHOTKI,DISTRICT,Primary Completed,102454,68747,33702,5,75805,53634,22169,2,26649,15113,11533,3
GHOTKI,GHOTKI,DISTRICT,Enrolment Primary,174342,111690,62652,,128740,85508,43232,,45602,26182,19420,
GHOTKI,GHOTKI,DISTRICT,Enrolment Middle,53758,37323,16435,,36427,27757,8670,,17331,9566,7765,
GHOTKI,GHOTKI,DISTRICT,Enrolment Matric,22552,16534,6017,1,14231,11524,2706,1,8321,5010,3311,
GHOTKI,GHOTKI,DISTRICT,Enrolment Intermidiate,19197,14666,4531,,11976,10059,1917,,7221,4607,2614,
GHOTKI,GHOTKI,DISTRICT,Enrolment Graduation above,18238,14182,4055,1,10164,8869,1295,,8074,5313,2760,1
GHOTKI,GHOTKI,DISTRICT,Never to School (all),908928,365586,543306,36,768214,312060,456135,19,140714,53526,87171,17
GHOTKI,GHOTKI,DISTRICT,Drop Out (5 - 16),27980,14950,13029,1,21378,11904,9473,1,6602,3046,3556,
GHOTKI,GHOTKI,DISTRICT,Never to School (5-16),292499,120392,172099,8,257800,105194,152598,8,34699,15198,19501,
GHOTKI,GHOTKI,DISTRICT,Out of School Children (5-16),320479,135342,185128,9,279178,117098,162071,9,41301,18244,23057,
DAHARKI,GHOTKI,TALUKA,Population >=5,281874,147158,134710,6,203872,106557,97312,3,78002,40601,37398,3
DAHARKI,GHOTKI,TALUKA,Population >=10,228121,119018,109097,6,162523,84920,77600,3,65598,34098,31497,3
DAHARKI,GHOTKI,TALUKA,Literate >=10,84035,58156,25877,2,47780,35994,11785,1,36255,22162,14092,1
DAHARKI,GHOTKI,TALUKA,Literate %,36.84,48.86,23.72,33.33,29.4,42.39,15.19,33.33,55.27,65,44.74,33.33
DAHARKI,GHOTKI,TALUKA,Ever Attended,100028,70288,29739,1,57270,44206,13064,,42758,26082,16675,1
DAHARKI,GHOTKI,TALUKA,Primary Completed,16454,11679,4775,,10730,8331,2399,,5724,3348,2376,
DAHARKI,GHOTKI,TALUKA,Enrolment Primary,30866,20158,10708,,20312,14051,6261,,10554,6107,4447,
DAHARKI,GHOTKI,TALUKA,Enrolment Middle,9595,6464,3131,,5405,4272,1133,,4190,2192,1998,
DAHARKI,GHOTKI,TALUKA,Enrolment Matric,3861,2701,1160,,1970,1632,338,,1891,1069,822,
DAHARKI,GHOTKI,TALUKA,Enrolment Intermidiate,3404,2446,958,,1645,1388,257,,1759,1058,701,
DAHARKI,GHOTKI,TALUKA,Enrolment Graduation above,3495,2507,988,,1588,1383,205,,1907,1124,783,
DAHARKI,GHOTKI,TALUKA,Never to School (all),181846,76870,104971,5,146602,62351,84248,3,35244,14519,20723,2
DAHARKI,GHOTKI,TALUKA,Drop Out (5 - 16),4467,2612,1855,,3149,1934,1215,,1318,678,640,
DAHARKI,GHOTKI,TALUKA,Never to School (5-16),58918,25161,33756,1,50148,21182,28965,1,8770,3979,4791,
DAHARKI,GHOTKI,TALUKA,Out of School Children (5-16),63385,27773,35611,1,53297,23116,30180,1,10088,4657,5431,
GHOTKI,GHOTKI,TALUKA,Population >=5,459363,239114,220234,15,345969,180374,165590,5,113394,58740,54644,10
GHOTKI,GHOTKI,TALUKA,Population >=10,376168,195542,180611,15,280430,146022,134403,5,95738,49520,46208,10
GHOTKI,GHOTKI,TALUKA,Literate >=10,172869,118629,54234,6,114523,82606,31916,1,58346,36023,22318,5
GHOTKI,GHOTKI,TALUKA,Literate %,45.96,60.67,30.03,40,40.84,56.57,23.75,20,60.94,72.73999999999999,48.3,50
GHOTKI,GHOTKI,TALUKA,Ever Attended,196130,136728,59397,5,129199,95446,33752,1,66931,41282,25645,4
GHOTKI,GHOTKI,TALUKA,Primary Completed,37061,23771,13287,3,27362,18493,8868,1,9699,5278,4419,2
GHOTKI,GHOTKI,TALUKA,Enrolment Primary,53791,33499,20292,,38578,24922,13656,,15213,8577,6636,
GHOTKI,GHOTKI,TALUKA,Enrolment Middle,18338,12538,5800,,12300,9102,3198,,6038,3436,2602,
GHOTKI,GHOTKI,TALUKA,Enrolment Matric,7807,5582,2225,,4731,3741,990,,3076,1841,1235,
GHOTKI,GHOTKI,TALUKA,Enrolment Intermidiate,6914,5257,1657,,4312,3586,726,,2602,1671,931,
GHOTKI,GHOTKI,TALUKA,Enrolment Graduation above,6637,5130,1506,1,3656,3139,517,,2981,1991,989,1
GHOTKI,GHOTKI,TALUKA,Never to School (all),263233,102386,160837,10,216770,84928,131838,4,46463,17458,28999,6
GHOTKI,GHOTKI,TALUKA,Drop Out (5 - 16),10056,5085,4970,1,7609,4048,3560,1,2447,1037,1410,
GHOTKI,GHOTKI,TALUKA,Never to School (5-16),81645,33143,48501,1,70704,28266,42437,1,10941,4877,6064,
GHOTKI,GHOTKI,TALUKA,Out of School Children (5-16),91701,38228,53471,2,78313,32314,45997,2,13388,5914,7474,
KHANGARH,GHOTKI,TALUKA,Population >=5,135192,70219,64971,2,107642,56065,51576,1,27550,14154,13395,1
KHANGARH,GHOTKI,TALUKA,Population >=10,107601,55777,51822,2,85527,44501,41025,1,22074,11276,10797,1
KHANGARH,GHOTKI,TALUKA,Literate >=10,41974,30313,11660,1,32077,23523,8553,1,9897,6790,3107,
KHANGARH,GHOTKI,TALUKA,Literate %,39.01,54.35,22.5,50,37.51,52.86,20.85,100,44.84,60.22,28.78,
KHANGARH,GHOTKI,TALUKA,Ever Attended,53456,37905,15550,1,40697,29359,11337,1,12759,8546,4213,
KHANGARH,GHOTKI,TALUKA,Primary Completed,10899,7183,3716,,8695,5732,2963,,2204,1451,753,
KHANGARH,GHOTKI,TALUKA,Enrolment Primary,18213,11495,6718,,14330,9151,5179,,3883,2344,1539,
KHANGARH,GHOTKI,TALUKA,Enrolment Middle,4947,3496,1451,,3752,2812,940,,1195,684,511,
KHANGARH,GHOTKI,TALUKA,Enrolment Matric,1913,1458,454,1,1419,1144,274,1,494,314,180,
KHANGARH,GHOTKI,TALUKA,Enrolment Intermidiate,1646,1325,321,,1214,1008,206,,432,317,115,
KHANGARH,GHOTKI,TALUKA,Enrolment Graduation above,1590,1367,223,,1095,979,116,,495,388,107,
KHANGARH,GHOTKI,TALUKA,Never to School (all),81736,32314,49421,1,66945,26706,40239,,14791,5608,9182,1
KHANGARH,GHOTKI,TALUKA,Drop Out (5 - 16),2901,1488,1413,,2326,1190,1136,,575,298,277,
KHANGARH,GHOTKI,TALUKA,Never to School (5-16),25406,10033,15373,,20964,8162,12802,,4442,1871,2571,
KHANGARH,GHOTKI,TALUKA,Out of School Children (5-16),28307,11521,16786,,23290,9352,13938,,5017,2169,2848,
MIRPUR MATHELO,GHOTKI,TALUKA,Population >=5,294341,152910,141422,9,230044,119408,110631,5,64297,33502,30791,4
MIRPUR MATHELO,GHOTKI,TALUKA,Population >=10,237057,122933,114115,9,182712,94690,88017,5,54345,28243,26098,4
MIRPUR MATHELO,GHOTKI,TALUKA,Literate >=10,101134,69521,31611,2,68726,48506,20219,1,32408,21015,11392,1
MIRPUR MATHELO,GHOTKI,TALUKA,Literate %,42.66,56.55,27.7,22.22,37.61,51.23,22.97,20,59.63,74.41,43.65,25
MIRPUR MATHELO,GHOTKI,TALUKA,Ever Attended,114142,80873,33267,2,75273,56039,19233,1,38869,24834,14034,1
MIRPUR MATHELO,GHOTKI,TALUKA,Primary Completed,18999,12247,6752,,13602,9348,4254,,5397,2899,2498,
