name_admin_unit,part_of_district,admin_unit,disab_func_lim,all_sexes_overall,male_overall,female_overall,all_sexes_rural,male_rural,female_rural,all_sexes_urban,male_urban,female_urban
ABBOTTABAD,ABBOTTABAD,TEHSIL,Disability,33000,17610,15390,27040,14276,12764,5960,3334,2626
ABBOTTABAD,ABBOTTABAD,TEHSIL,Functional limitation,98809,52495,46314,75343,39617,35726,23466,12878,10588
ABBOTTABAD,ABBOTTABAD,TEHSIL,Seeing,19853,10602,9251,15254,8059,7195,4599,2543,2056
ABBOTTABAD,ABBOTTABAD,TEHSIL,Hearing,21043,11139,9904,16033,8371,7662,5010,2768,2242
ABBOTTABAD,ABBOTTABAD,TEHSIL,Walking/ Climbing,34764,18619,16145,26835,14266,12569,7929,4353,3576
ABBOTTABAD,ABBOTTABAD,TEHSIL,Communication,12187,6620,5567,9598,5145,4453,2589,1475,1114
ABBOTTABAD,ABBOTTABAD,TEHSIL,Memorization/ Focus,16264,8794,7470,12617,6746,5871,3647,2048,1599
ABBOTTABAD,ABBOTTABAD,TEHSIL,Self care etc,10227,5320,4907,7748,3976,3772,2479,1344,1135
HAVELIAN,ABBOTTABAD,TEHSIL,Population,256710,127600,129110,200329,99398,100931,56381,28202,28179
HAVELIAN,ABBOTTABAD,TEHSIL,Disability,15335,8016,7319,13390,7004,6386,1945,1012,933
HAVELIAN,ABBOTTABAD,TEHSIL,Functional limitation,32284,16793,15491,26808,13891,12917,5476,2902,2574
HAVELIAN,ABBOTTABAD,TEHSIL,Seeing,5732,3002,2730,4834,2530,2304,898,472,426
HAVELIAN,ABBOTTABAD,TEHSIL,Hearing,5975,3096,2879,4976,2561,2415,999,535,464
HAVELIAN,ABBOTTABAD,TEHSIL,Walking/ Climbing,10818,5642,5176,9087,4736,4351,1731,906,825
HAVELIAN,ABBOTTABAD,TEHSIL,Communication,4683,2577,2106,4015,2221,1794,668,356,312
HAVELIAN,ABBOTTABAD,TEHSIL,Memorization/ Focus,5811,3066,2745,4744,2536,2208,1067,530,537
HAVELIAN,ABBOTTABAD,TEHSIL,Self care etc,3685,1908,1777,2952,1465,1487,733,443,290
LORA,ABBOTTABAD,TEHSIL,Population,98671,48642,50029,98671,48642,50029,,,
LORA,ABBOTTABAD,TEHSIL,Disability,5797,3003,2794,5797,3003,2794,,,
LORA,ABBOTTABAD,TEHSIL,Functional limitation,13107,6684,6423,13107,6684,6423,,,
LORA,ABBOTTABAD,TEHSIL,Seeing,2293,1135,1158,2293,1135,1158,,,
LORA,ABBOTTABAD,TEHSIL,Hearing,2923,1463,1460,2923,1463,1460,,,
LORA,ABBOTTABAD,TEHSIL,Walking/ Climbing,3904,2060,1844,3904,2060,1844,,,
LORA,ABBOTTABAD,TEHSIL,Communication,1813,947,866,1813,947,866,,,
LORA,ABBOTTABAD,TEHSIL,Memorization/ Focus,2339,1200,1139,2339,1200,1139,,,
LORA,ABBOTTABAD,TEHSIL,Self care etc,1672,864,808,1672,864,808,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Population,60239,29952,30287,60239,29952,30287,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Disability,4728,2403,2325,4728,2403,2325,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Functional limitation,9373,4740,4633,9373,4740,4633,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Seeing,2322,1185,1137,2322,1185,1137,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Hearing,2227,1116,1111,2227,1116,1111,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Walking/ Climbing,2772,1434,1338,2772,1434,1338,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Communication,1079,582,497,1079,582,497,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Memorization/ Focus,1325,681,644,1325,681,644,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Self care etc,864,419,445,864,419,445,,,
BAJAUR,BAJAUR,DISTRICT,Population,1283113,648488,634625,1283113,648488,634625,,,
BAJAUR,BAJAUR,DISTRICT,Disability,41372,22124,19248,41372,22124,19248,,,
BAJAUR,BAJAUR,DISTRICT,Functional limitation,81055,41214,39841,81055,41214,39841,,,
BAJAUR,BAJAUR,DISTRICT,Seeing,15032,7696,7336,15032,7696,7336,,,
BAJAUR,BAJAUR,DISTRICT,Hearing,15314,7700,7614,15314,7700,7614,,,
BAJAUR,BAJAUR,DISTRICT,Walking/ Climbing,28682,14960,13722,28682,14960,13722,,,
BAJAUR,BAJAUR,DISTRICT,Communication,10962,5849,5113,10962,5849,5113,,,
BAJAUR,BAJAUR,DISTRICT,Memorization/ Focus,13634,7130,6504,13634,7130,6504,,,
BAJAUR,BAJAUR,DISTRICT,Self care etc,9322,4681,4641,9322,4681,4641,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Population,3574,1826,1748,3574,1826,1748,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Disability,886,444,442,886,444,442,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Functional limitation,975,492,483,975,492,483,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Seeing,422,219,203,422,219,203,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Hearing,155,59,96,155,59,96,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Walking/ Climbing,304,171,133,304,171,133,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Communication,42,16,26,42,16,26,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Memorization/ Focus,63,31,32,63,31,32,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Self care etc,49,23,26,49,23,26,,,
BARANG,BAJAUR,TEHSIL,Population,89981,45053,44928,89981,45053,44928,,,
BARANG,BAJAUR,TEHSIL,Disability,5878,2604,3274,5878,2604,3274,,,
BARANG,BAJAUR,TEHSIL,Functional limitation,8010,3586,4424,8010,3586,4424,,,
BARANG,BAJAUR,TEHSIL,Seeing,1410,670,740,1410,670,740,,,
BARANG,BAJAUR,TEHSIL,Hearing,1519,715,804,1519,715,804,,,
BARANG,BAJAUR,TEHSIL,Walking/ Climbing,1693,748,945,1693,748,945,,,
BARANG,BAJAUR,TEHSIL,Communication,1462,688,774,1462,688,774,,,
BARANG,BAJAUR,TEHSIL,Memorization/ Focus,1527,684,843,1527,684,843,,,
BARANG,BAJAUR,TEHSIL,Self care etc,1168,490,678,1168,490,678,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Population,299385,151833,147552,299385,151833,147552,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Disability,6395,3447,2948,6395,3447,2948,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Functional limitation,16113,8226,7887,16113,8226,7887,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Seeing,3191,1633,1558,3191,1633,1558,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Hearing,3156,1589,1567,3156,1589,1567,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Walking/ Climbing,6004,3156,2848,6004,3156,2848,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Communication,1984,1057,927,1984,1057,927,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Memorization/ Focus,2797,1447,1350,2797,1447,1350,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Self care etc,1707,866,841,1707,866,841,,,
MAMUND,BAJAUR,TEHSIL,Population,357135,181491,175644,357135,181491,175644,,,
MAMUND,BAJAUR,TEHSIL,Disability,11238,6269,4969,11238,6269,4969,,,
MAMUND,BAJAUR,TEHSIL,Functional limitation,23133,12021,11112,23133,12021,11112,,,
MAMUND,BAJAUR,TEHSIL,Seeing,4067,2108,1959,4067,2108,1959,,,
MAMUND,BAJAUR,TEHSIL,Hearing,4175,2146,2029,4175,2146,2029,,,
MAMUND,BAJAUR,TEHSIL,Walking/ Climbing,8531,4495,4036,8531,4495,4036,,,
MAMUND,BAJAUR,TEHSIL,Communication,2885,1545,1340,2885,1545,1340,,,
MAMUND,BAJAUR,TEHSIL,Memorization/ Focus,3559,1888,1671,3559,1888,1671,,,
MAMUND,BAJAUR,TEHSIL,Self care etc,2657,1395,1262,2657,1395,1262,,,
NAWAGAI,BAJAUR,TEHSIL,Population,93706,47597,46109,93706,47597,46109,,,
NAWAGAI,BAJAUR,TEHSIL,Disability,3864,2076,1788,3864,2076,1788,,,
NAWAGAI,BAJAUR,TEHSIL,Functional limitation,6578,3418,3160,6578,3418,3160,,,
NAWAGAI,BAJAUR,TEHSIL,Seeing,1222,606,616,1222,606,616,,,
NAWAGAI,BAJAUR,TEHSIL,Hearing,1468,728,740,1468,728,740,,,
NAWAGAI,BAJAUR,TEHSIL,Walking/ Climbing,2197,1174,1023,2197,1174,1023,,,
NAWAGAI,BAJAUR,TEHSIL,Communication,751,390,361,751,390,361,,,
NAWAGAI,BAJAUR,TEHSIL,Memorization/ Focus,1187,635,552,1187,635,552,,,
NAWAGAI,BAJAUR,TEHSIL,Self care etc,875,500,375,875,500,375,,,
SALARZAI,BAJAUR,TEHSIL,Population,315745,158689,157056,315745,158689,157056,,,
SALARZAI,BAJAUR,TEHSIL,Disability,9733,5441,4292,9733,5441,4292,,,
SALARZAI,BAJAUR,TEHSIL,Functional limitation,19021,9821,9200,19021,9821,9200,,,
SALARZAI,BAJAUR,TEHSIL,Seeing,3349,1760,1589,3349,1760,1589,,,
SALARZAI,BAJAUR,TEHSIL,Hearing,3485,1781,1704,3485,1781,1704,,,
SALARZAI,BAJAUR,TEHSIL,Walking/ Climbing,7282,3851,3431,7282,3851,3431,,,
SALARZAI,BAJAUR,TEHSIL,Communication,2556,1416,1140,2556,1416,1140,,,
SALARZAI,BAJAUR,TEHSIL,Memorization/ Focus,3136,1679,1457,3136,1679,1457,,,
SALARZAI,BAJAUR,TEHSIL,Self care etc,2174,1117,1057,2174,1117,1057,,,
UTMAN KHEL,BAJAUR,TEHSIL,Population,123587,61999,61588,123587,61999,61588,,,
UTMAN KHEL,BAJAUR,TEHSIL,Disability,3378,1843,1535,3378,1843,1535,,,
UTMAN KHEL,BAJAUR,TEHSIL,Functional limitation,7225,3650,3575,7225,3650,3575,,,
UTMAN KHEL,BAJAUR,TEHSIL,Seeing,1371,700,671,1371,700,671,,,
UTMAN KHEL,BAJAUR,TEHSIL,Hearing,1356,682,674,1356,682,674,,,
UTMAN KHEL,BAJAUR,TEHSIL,Walking/ Climbing,2671,1365,1306,2671,1365,1306,,,
UTMAN KHEL,BAJAUR,TEHSIL,Communication,1282,737,545,1282,737,545,,,
UTMAN KHEL,BAJAUR,TEHSIL,Memorization/ Focus,1365,766,599,1365,766,599,,,
UTMAN KHEL,BAJAUR,TEHSIL,Self care etc,692,290,402,692,290,402,,,
BANNU,BANNU,DISTRICT,Population,1354674,704575,650099,1306578,678650,627928,48096,25925,22171
BANNU,BANNU,DISTRICT,Disability,50511,26134,24377,49177,25450,23727,1334,684,650
BANNU,BANNU,DISTRICT,Functional limitation,163357,82639,80718,157576,79631,77945,5781,3008,2773
BANNU,BANNU,DISTRICT,Seeing,30366,15717,14649,29239,15119,14120,1127,598,529
BANNU,BANNU,DISTRICT,Hearing,33088,16778,16310,31865,16138,15727,1223,640,583
BANNU,BANNU,DISTRICT,Walking/ Climbing,53244,27243,26001,51266,26217,25049,1978,1026,952
BANNU,BANNU,DISTRICT,Communication,16914,8996,7918,16360,8681,7679,554,315,239
BANNU,BANNU,DISTRICT,Memorization/ Focus,24661,12854,11807,23760,12362,11398,901,492,409
BANNU,BANNU,DISTRICT,Self care etc,18075,8905,9170,17490,8598,8892,585,307,278
BAKKA KHEL,BANNU,TEHSIL,Population,192732,100004,92728,192732,100004,92728,,,
BAKKA KHEL,BANNU,TEHSIL,Disability,5138,2594,2544,5138,2594,2544,,,
BAKKA KHEL,BANNU,TEHSIL,Functional limitation,20538,10067,10471,20538,10067,10471,,,
BAKKA KHEL,BANNU,TEHSIL,Seeing,3793,1942,1851,3793,1942,1851,,,
BAKKA KHEL,BANNU,TEHSIL,Hearing,4332,2148,2184,4332,2148,2184,,,
BAKKA KHEL,BANNU,TEHSIL,Walking/ Climbing,6631,3328,3303,6631,3328,3303,,,
BAKKA KHEL,BANNU,TEHSIL,Communication,2060,1088,972,2060,1088,972,,,
BAKKA KHEL,BANNU,TEHSIL,Memorization/ Focus,2994,1526,1468,2994,1526,1468,,,
BAKKA KHEL,BANNU,TEHSIL,Self care etc,2290,1091,1199,2290,1091,1199,,,
BANNU,BANNU,TEHSIL,Population,642835,332329,310506,594739,306404,288335,48096,25925,22171
BANNU,BANNU,TEHSIL,Disability,24047,12465,11582,22713,11781,10932,1334,684,650
BANNU,BANNU,TEHSIL,Functional limitation,79030,40277,38753,73249,37269,35980,5781,3008,2773
BANNU,BANNU,TEHSIL,Seeing,14878,7763,7115,13751,7165,6586,1127,598,529
BANNU,BANNU,TEHSIL,Hearing,15692,7956,7736,14469,7316,7153,1223,640,583
BANNU,BANNU,TEHSIL,Walking/ Climbing,27003,13901,13102,25025,12875,12150,1978,1026,952
BANNU,BANNU,TEHSIL,Communication,7968,4292,3676,7414,3977,3437,554,315,239
BANNU,BANNU,TEHSIL,Memorization/ Focus,12033,6336,5697,11132,5844,5288,901,492,409
BANNU,BANNU,TEHSIL,Self care etc,8502,4207,4295,7917,3900,4017,585,307,278
DOMEL,BANNU,TEHSIL,Population,223534,119874,103660,223534,119874,103660,,,
DOMEL,BANNU,TEHSIL,Disability,6735,3533,3202,6735,3533,3202,,,
DOMEL,BANNU,TEHSIL,Functional limitation,25871,13364,12507,25871,13364,12507,,,
DOMEL,BANNU,TEHSIL,Seeing,4790,2494,2296,4790,2494,2296,,,
DOMEL,BANNU,TEHSIL,Hearing,5393,2781,2612,5393,2781,2612,,,
DOMEL,BANNU,TEHSIL,Walking/ Climbing,8363,4323,4040,8363,4323,4040,,,
DOMEL,BANNU,TEHSIL,Communication,2536,1345,1191,2536,1345,1191,,,
DOMEL,BANNU,TEHSIL,Memorization/ Focus,3747,1981,1766,3747,1981,1766,,,
DOMEL,BANNU,TEHSIL,Self care etc,2882,1463,1419,2882,1463,1419,,,
KAKKI,BANNU,TEHSIL,Population,92021,47995,44026,92021,47995,44026,,,
KAKKI,BANNU,TEHSIL,Disability,4505,2438,2067,4505,2438,2067,,,
KAKKI,BANNU,TEHSIL,Functional limitation,12476,6424,6052,12476,6424,6052,,,
KAKKI,BANNU,TEHSIL,Seeing,1943,992,951,1943,992,951,,,
KAKKI,BANNU,TEHSIL,Hearing,2583,1381,1202,2583,1381,1202,,,
KAKKI,BANNU,TEHSIL,Walking/ Climbing,3599,1889,1710,3599,1889,1710,,,
KAKKI,BANNU,TEHSIL,Communication,1398,720,678,1398,720,678,,,
KAKKI,BANNU,TEHSIL,Memorization/ Focus,2142,1123,1019,2142,1123,1019,,,
KAKKI,BANNU,TEHSIL,Self care etc,1589,845,744,1589,845,744,,,
MERYAN,BANNU,TEHSIL,Population,166290,84975,81315,166290,84975,81315,,,
MERYAN,BANNU,TEHSIL,Disability,6347,3209,3138,6347,3209,3138,,,
MERYAN,BANNU,TEHSIL,Functional limitation,20093,9818,10275,20093,9818,10275,,,
MERYAN,BANNU,TEHSIL,Seeing,3502,1752,1750,3502,1752,1750,,,
MERYAN,BANNU,TEHSIL,Hearing,3928,1902,2026,3928,1902,2026,,,
MERYAN,BANNU,TEHSIL,Walking/ Climbing,6527,3252,3275,6527,3252,3275,,,
MERYAN,BANNU,TEHSIL,Communication,2108,1119,989,2108,1119,989,,,
MERYAN,BANNU,TEHSIL,Memorization/ Focus,2886,1451,1435,2886,1451,1435,,,
MERYAN,BANNU,TEHSIL,Self care etc,2300,1076,1224,2300,1076,1224,,,
WAZIR,BANNU,SUB-DIVISION,Population,37262,19398,17864,37262,19398,17864,,,
WAZIR,BANNU,SUB-DIVISION,Disability,3739,1895,1844,3739,1895,1844,,,
WAZIR,BANNU,SUB-DIVISION,Functional limitation,5349,2689,2660,5349,2689,2660,,,
WAZIR,BANNU,SUB-DIVISION,Seeing,1460,774,686,1460,774,686,,,
WAZIR,BANNU,SUB-DIVISION,Hearing,1160,610,550,1160,610,550,,,
WAZIR,BANNU,SUB-DIVISION,Walking/ Climbing,1121,550,571,1121,550,571,,,
WAZIR,BANNU,SUB-DIVISION,Communication,844,432,412,844,432,412,,,
WAZIR,BANNU,SUB-DIVISION,Memorization/ Focus,859,437,422,859,437,422,,,
WAZIR,BANNU,SUB-DIVISION,Self care etc,512,223,289,512,223,289,,,
BATAGRAM,BATAGRAM,DISTRICT,Population,553285,280903,272382,553285,280903,272382,,,
BATAGRAM,BATAGRAM,DISTRICT,Disability,15904,7725,8179,15904,7725,8179,,,
BATAGRAM,BATAGRAM,DISTRICT,Functional limitation,47923,24130,23793,47923,24130,23793,,,
BATAGRAM,BATAGRAM,DISTRICT,Seeing,10034,5267,4767,10034,5267,4767,,,
BATAGRAM,BATAGRAM,DISTRICT,Hearing,10704,5559,5145,10704,5559,5145,,,
BATAGRAM,BATAGRAM,DISTRICT,Walking/ Climbing,16982,8737,8245,16982,8737,8245,,,
BATAGRAM,BATAGRAM,DISTRICT,Communication,6734,3623,3111,6734,3623,3111,,,
BATAGRAM,BATAGRAM,DISTRICT,Memorization/ Focus,8405,4390,4015,8405,4390,4015,,,
BATAGRAM,BATAGRAM,DISTRICT,Self care etc,4558,2114,2444,4558,2114,2444,,,
ALLAI,BATAGRAM,TEHSIL,Population,217566,111982,105584,217566,111982,105584,,,
ALLAI,BATAGRAM,TEHSIL,Disability,7993,3950,4043,7993,3950,4043,,,
ALLAI,BATAGRAM,TEHSIL,Functional limitation,19962,10245,9717,19962,10245,9717,,,
ALLAI,BATAGRAM,TEHSIL,Seeing,4054,2186,1868,4054,2186,1868,,,
ALLAI,BATAGRAM,TEHSIL,Hearing,4282,2258,2024,4282,2258,2024,,,
ALLAI,BATAGRAM,TEHSIL,Walking/ Climbing,6741,3513,3228,6741,3513,3228,,,
ALLAI,BATAGRAM,TEHSIL,Communication,2845,1594,1251,2845,1594,1251,,,
ALLAI,BATAGRAM,TEHSIL,Memorization/ Focus,3283,1757,1526,3283,1757,1526,,,
ALLAI,BATAGRAM,TEHSIL,Self care etc,2028,936,1092,2028,936,1092,,,
BATAGRAM,BATAGRAM,TEHSIL,Population,335719,168921,166798,335719,168921,166798,,,
BATAGRAM,BATAGRAM,TEHSIL,Disability,7911,3775,4136,7911,3775,4136,,,
BATAGRAM,BATAGRAM,TEHSIL,Functional limitation,27961,13885,14076,27961,13885,14076,,,
BATAGRAM,BATAGRAM,TEHSIL,Seeing,5980,3081,2899,5980,3081,2899,,,
BATAGRAM,BATAGRAM,TEHSIL,Hearing,6422,3301,3121,6422,3301,3121,,,
BATAGRAM,BATAGRAM,TEHSIL,Walking/ Climbing,10241,5224,5017,10241,5224,5017,,,
BATAGRAM,BATAGRAM,TEHSIL,Communication,3889,2029,1860,3889,2029,1860,,,
BATAGRAM,BATAGRAM,TEHSIL,Memorization/ Focus,5122,2633,2489,5122,2633,2489,,,
BATAGRAM,BATAGRAM,TEHSIL,Self care etc,2530,1178,1352,2530,1178,1352,,,
BUNER,BUNER,DISTRICT,Population,1016674,508107,508567,1016674,508107,508567,,,
BUNER,BUNER,DISTRICT,Disability,38872,20366,18506,38872,20366,18506,,,
BUNER,BUNER,DISTRICT,Functional limitation,96662,47252,49410,96662,47252,49410,,,
BUNER,BUNER,DISTRICT,Seeing,17888,8807,9081,17888,8807,9081,,,
BUNER,BUNER,DISTRICT,Hearing,19076,9264,9812,19076,9264,9812,,,
BUNER,BUNER,DISTRICT,Walking/ Climbing,33079,16668,16411,33079,16668,16411,,,
BUNER,BUNER,DISTRICT,Communication,12280,6437,5843,12280,6437,5843,,,
BUNER,BUNER,DISTRICT,Memorization/ Focus,16071,8107,7964,16071,8107,7964,,,
BUNER,BUNER,DISTRICT,Self care etc,10584,5031,5553,10584,5031,5553,,,
CHAGHARZAI,BUNER,TEHSIL,Population,125919,62890,63029,125919,62890,63029,,,
CHAGHARZAI,BUNER,TEHSIL,Disability,6130,3202,2928,6130,3202,2928,,,
CHAGHARZAI,BUNER,TEHSIL,Functional limitation,12873,6198,6675,12873,6198,6675,,,
CHAGHARZAI,BUNER,TEHSIL,Seeing,2724,1330,1394,2724,1330,1394,,,
CHAGHARZAI,BUNER,TEHSIL,Hearing,2909,1407,1502,2909,1407,1502,,,
CHAGHARZAI,BUNER,TEHSIL,Walking/ Climbing,3855,1904,1951,3855,1904,1951,,,
CHAGHARZAI,BUNER,TEHSIL,Communication,1752,899,853,1752,899,853,,,
CHAGHARZAI,BUNER,TEHSIL,Memorization/ Focus,2225,1140,1085,2225,1140,1085,,,
CHAGHARZAI,BUNER,TEHSIL,Self care etc,1463,683,780,1463,683,780,,,
DAGGAR,BUNER,TEHSIL,Population,192749,95425,97324,192749,95425,97324,,,
DAGGAR,BUNER,TEHSIL,Disability,6914,3645,3269,6914,3645,3269,,,
DAGGAR,BUNER,TEHSIL,Functional limitation,17792,8575,9217,17792,8575,9217,,,
DAGGAR,BUNER,TEHSIL,Seeing,3159,1525,1634,3159,1525,1634,,,
DAGGAR,BUNER,TEHSIL,Hearing,3317,1578,1739,3317,1578,1739,,,
DAGGAR,BUNER,TEHSIL,Walking/ Climbing,6249,3106,3143,6249,3106,3143,,,
DAGGAR,BUNER,TEHSIL,Communication,2150,1133,1017,2150,1133,1017,,,
DAGGAR,BUNER,TEHSIL,Memorization/ Focus,2863,1429,1434,2863,1429,1434,,,
DAGGAR,BUNER,TEHSIL,Self care etc,1940,900,1040,1940,900,1040,,,
GADEZAI,BUNER,TEHSIL,Population,197466,97694,99772,197466,97694,99772,,,
GADEZAI,BUNER,TEHSIL,Disability,7590,3943,3647,7590,3943,3647,,,
GADEZAI,BUNER,TEHSIL,Functional limitation,18938,9081,9857,18938,9081,9857,,,
GADEZAI,BUNER,TEHSIL,Seeing,3488,1656,1832,3488,1656,1832,,,
GADEZAI,BUNER,TEHSIL,Hearing,3587,1692,1895,3587,1692,1895,,,
GADEZAI,BUNER,TEHSIL,Walking/ Climbing,6785,3365,3420,6785,3365,3420,,,
GADEZAI,BUNER,TEHSIL,Communication,2273,1157,1116,2273,1157,1116,,,
GADEZAI,BUNER,TEHSIL,Memorization/ Focus,3093,1529,1564,3093,1529,1564,,,
GADEZAI,BUNER,TEHSIL,Self care etc,2004,938,1066,2004,938,1066,,,
GAGRA,BUNER,TEHSIL,Population,178949,89861,89088,178949,89861,89088,,,
GAGRA,BUNER,TEHSIL,Disability,6296,3275,3021,6296,3275,3021,,,
GAGRA,BUNER,TEHSIL,Functional limitation,16475,8148,8327,16475,8148,8327,,,
GAGRA,BUNER,TEHSIL,Seeing,3013,1530,1483,3013,1530,1483,,,
GAGRA,BUNER,TEHSIL,Hearing,3249,1638,1611,3249,1638,1611,,,
GAGRA,BUNER,TEHSIL,Walking/ Climbing,5658,2884,2774,5658,2884,2774,,,
GAGRA,BUNER,TEHSIL,Communication,2051,1064,987,2051,1064,987,,,
GAGRA,BUNER,TEHSIL,Memorization/ Focus,2780,1393,1387,2780,1393,1387,,,
GAGRA,BUNER,TEHSIL,Self care etc,1872,921,951,1872,921,951,,,
KHADO KHEL,BUNER,TEHSIL,Population,136560,68347,68213,136560,68347,68213,,,
KHADO KHEL,BUNER,TEHSIL,Disability,5163,2640,2523,5163,2640,2523,,,
KHADO KHEL,BUNER,TEHSIL,Functional limitation,13337,6482,6855,13337,6482,6855,,,
KHADO KHEL,BUNER,TEHSIL,Seeing,2430,1220,1210,2430,1220,1210,,,
KHADO KHEL,BUNER,TEHSIL,Hearing,2675,1261,1414,2675,1261,1414,,,
KHADO KHEL,BUNER,TEHSIL,Walking/ Climbing,4602,2319,2283,4602,2319,2283,,,
KHADO KHEL,BUNER,TEHSIL,Communication,1909,1035,874,1909,1035,874,,,
KHADO KHEL,BUNER,TEHSIL,Memorization/ Focus,2317,1156,1161,2317,1156,1161,,,
KHADO KHEL,BUNER,TEHSIL,Self care etc,1432,655,777,1432,655,777,,,
MANDANR,BUNER,TEHSIL,Population,185031,93890,91141,185031,93890,91141,,,
MANDANR,BUNER,TEHSIL,Disability,6779,3661,3118,6779,3661,3118,,,
MANDANR,BUNER,TEHSIL,Functional limitation,17247,8768,8479,17247,8768,8479,,,
MANDANR,BUNER,TEHSIL,Seeing,3074,1546,1528,3074,1546,1528,,,
MANDANR,BUNER,TEHSIL,Hearing,3339,1688,1651,3339,1688,1651,,,
MANDANR,BUNER,TEHSIL,Walking/ Climbing,5930,3090,2840,5930,3090,2840,,,
MANDANR,BUNER,TEHSIL,Communication,2145,1149,996,2145,1149,996,,,
MANDANR,BUNER,TEHSIL,Memorization/ Focus,2793,1460,1333,2793,1460,1333,,,
MANDANR,BUNER,TEHSIL,Self care etc,1873,934,939,1873,934,939,,,
CHARSADDA,CHARSADDA,DISTRICT,Population,1835136,950717,884419,1542721,798945,743776,292415,151772,140643
CHARSADDA,CHARSADDA,DISTRICT,Disability,61736,32333,29403,52498,27420,25078,9238,4913,4325
CHARSADDA,CHARSADDA,DISTRICT,Functional limitation,172675,94946,77729,143854,78964,64890,28821,15982,12839
CHARSADDA,CHARSADDA,DISTRICT,Seeing,31773,17666,14107,25913,14403,11510,5860,3263,2597
