name_admin_unit,part_of_district,admin_unit,disab_func_lim,all_sexes_overall,male_overall,female_overall,all_sexes_rural,male_rural,female_rural,all_sexes_urban,male_urban,female_urban
MANJHAND,JAMSHORO,TALUKA,Memorization/ Focus,1811,955,856,1466,818,648,345,137,208
MANJHAND,JAMSHORO,TALUKA,Self care etc,1341,656,685,1157,575,582,184,81,103
SEHWAN,JAMSHORO,TALUKA,Population,321919,165811,156108,203644,104986,98658,118275,60825,57450
SEHWAN,JAMSHORO,TALUKA,Disability,5113,3050,2063,3278,1920,1358,1835,1130,705
SEHWAN,JAMSHORO,TALUKA,Functional limitation,23879,12320,11559,15006,7697,7309,8873,4623,4250
SEHWAN,JAMSHORO,TALUKA,Seeing,5105,2648,2457,3323,1714,1609,1782,934,848
SEHWAN,JAMSHORO,TALUKA,Hearing,5143,2633,2510,3239,1654,1585,1904,979,925
SEHWAN,JAMSHORO,TALUKA,Walking/ Climbing,8067,4310,3757,5093,2720,2373,2974,1590,1384
SEHWAN,JAMSHORO,TALUKA,Communication,2325,1264,1061,1492,803,689,833,461,372
SEHWAN,JAMSHORO,TALUKA,Memorization/ Focus,3609,1921,1688,2279,1219,1060,1330,702,628
SEHWAN,JAMSHORO,TALUKA,Self care etc,2395,1231,1164,1485,763,722,910,468,442
THANO BULA KHAN,JAMSHORO,TALUKA,Population,161500,83657,77843,144038,74532,69506,17462,9125,8337
THANO BULA KHAN,JAMSHORO,TALUKA,Disability,8979,5095,3884,8623,4878,3745,356,217,139
THANO BULA KHAN,JAMSHORO,TALUKA,Functional limitation,19293,10321,8972,17781,9534,8247,1512,787,725
THANO BULA KHAN,JAMSHORO,TALUKA,Seeing,3379,1794,1585,3108,1652,1456,271,142,129
THANO BULA KHAN,JAMSHORO,TALUKA,Hearing,3859,2026,1833,3545,1866,1679,314,160,154
THANO BULA KHAN,JAMSHORO,TALUKA,Walking/ Climbing,5600,3060,2540,5124,2806,2318,476,254,222
THANO BULA KHAN,JAMSHORO,TALUKA,Communication,2249,1219,1030,2064,1137,927,185,82,103
THANO BULA KHAN,JAMSHORO,TALUKA,Memorization/ Focus,2783,1471,1312,2572,1359,1213,211,112,99
THANO BULA KHAN,JAMSHORO,TALUKA,Self care etc,2453,1325,1128,2259,1202,1057,194,123,71
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Population,1514869,791159,723710,1093004,571692,521312,421865,219467,202398
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Disability,20214,8438,11776,14807,5885,8922,5407,2553,2854
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Functional limitation,109899,68626,41273,79496,49363,30133,30403,19263,11140
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Seeing,21686,13858,7828,15504,9923,5581,6182,3935,2247
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Hearing,24579,15825,8754,17745,11406,6339,6834,4419,2415
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Walking/ Climbing,34425,21147,13278,24696,15142,9554,9729,6005,3724
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Communication,11571,6944,4627,8340,4935,3405,3231,2009,1222
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Memorization/ Focus,16386,10182,6204,11733,7212,4521,4653,2970,1683
KAMBAR SHAHDAD KOT,KAMBAR SHAHDAD KOT,DISTRICT,Self care etc,11517,6927,4590,8488,4977,3511,3029,1950,1079
KAMBAR ALI KHAN,KAMBAR SHAHDAD KOT,TALUKA,Population,448990,234531,214459,336677,176250,160427,112313,58281,54032
KAMBAR ALI KHAN,KAMBAR SHAHDAD KOT,TALUKA,Disability,5447,2165,3282,4660,1790,2870,787,375,412
KAMBAR ALI KHAN,KAMBAR SHAHDAD KOT,TALUKA,Functional limitation,32582,20503,12079,25088,15649,9439,7494,4854,2640
KAMBAR ALI KHAN,KAMBAR SHAHDAD KOT,TALUKA,Seeing,6299,4110,2189,4746,3089,1657,1553,1021,532
KAMBAR ALI KHAN,KAMBAR SHAHDAD KOT,TALUKA,Hearing,7194,4718,2476,5431,3546,1885,1763,1172,591
KAMBAR ALI KHAN,KAMBAR SHAHDAD KOT,TALUKA,Walking/ Climbing,10257,6284,3973,7872,4772,3100,2385,1512,873
KAMBAR ALI KHAN,KAMBAR SHAHDAD KOT,TALUKA,Communication,3294,2044,1250,2559,1558,1001,735,486,249
KAMBAR ALI KHAN,KAMBAR SHAHDAD KOT,TALUKA,Memorization/ Focus,4644,2968,1676,3513,2216,1297,1131,752,379
KAMBAR ALI KHAN,KAMBAR SHAHDAD KOT,TALUKA,Self care etc,3453,2059,1394,2684,1575,1109,769,484,285
MIRO KHAN,KAMBAR SHAHDAD KOT,TALUKA,Population,182461,96093,86368,135354,71361,63993,47107,24732,22375
MIRO KHAN,KAMBAR SHAHDAD KOT,TALUKA,Disability,1489,839,650,1032,589,443,457,250,207
MIRO KHAN,KAMBAR SHAHDAD KOT,TALUKA,Functional limitation,11445,7503,3942,8450,5592,2858,2995,1911,1084
MIRO KHAN,KAMBAR SHAHDAD KOT,TALUKA,Seeing,2301,1486,815,1684,1108,576,617,378,239
MIRO KHAN,KAMBAR SHAHDAD KOT,TALUKA,Hearing,2562,1681,881,1904,1263,641,658,418,240
MIRO KHAN,KAMBAR SHAHDAD KOT,TALUKA,Walking/ Climbing,3595,2266,1329,2646,1668,978,949,598,351
MIRO KHAN,KAMBAR SHAHDAD KOT,TALUKA,Communication,1085,693,392,789,512,277,296,181,115
MIRO KHAN,KAMBAR SHAHDAD KOT,TALUKA,Memorization/ Focus,1800,1194,606,1294,871,423,506,323,183
MIRO KHAN,KAMBAR SHAHDAD KOT,TALUKA,Self care etc,1221,831,390,938,649,289,283,182,101
NASIRABAD,KAMBAR SHAHDAD KOT,TALUKA,Population,174708,91581,83127,136603,71443,65160,38105,20138,17967
NASIRABAD,KAMBAR SHAHDAD KOT,TALUKA,Disability,2416,905,1511,1849,716,1133,567,189,378
NASIRABAD,KAMBAR SHAHDAD KOT,TALUKA,Functional limitation,12974,8017,4957,10202,6324,3878,2772,1693,1079
NASIRABAD,KAMBAR SHAHDAD KOT,TALUKA,Seeing,2364,1541,823,1867,1218,649,497,323,174
NASIRABAD,KAMBAR SHAHDAD KOT,TALUKA,Hearing,2706,1819,887,2173,1460,713,533,359,174
NASIRABAD,KAMBAR SHAHDAD KOT,TALUKA,Walking/ Climbing,4063,2496,1567,3218,1942,1276,845,554,291
NASIRABAD,KAMBAR SHAHDAD KOT,TALUKA,Communication,1355,709,646,986,570,416,369,139,230
NASIRABAD,KAMBAR SHAHDAD KOT,TALUKA,Memorization/ Focus,1858,1092,766,1458,869,589,400,223,177
NASIRABAD,KAMBAR SHAHDAD KOT,TALUKA,Self care etc,1430,807,623,1183,644,539,247,163,84
QUBO SAEED KHAN,KAMBAR SHAHDAD KOT,TALUKA,Population,99308,51362,47946,68662,35528,33134,30646,15834,14812
QUBO SAEED KHAN,KAMBAR SHAHDAD KOT,TALUKA,Disability,4143,1422,2721,2488,814,1674,1655,608,1047
QUBO SAEED KHAN,KAMBAR SHAHDAD KOT,TALUKA,Functional limitation,9749,5097,4652,6250,3284,2966,3499,1813,1686
QUBO SAEED KHAN,KAMBAR SHAHDAD KOT,TALUKA,Seeing,1893,1018,875,1254,694,560,639,324,315
QUBO SAEED KHAN,KAMBAR SHAHDAD KOT,TALUKA,Hearing,2108,1088,1020,1383,730,653,725,358,367
QUBO SAEED KHAN,KAMBAR SHAHDAD KOT,TALUKA,Walking/ Climbing,2921,1579,1342,1775,1005,770,1146,574,572
QUBO SAEED KHAN,KAMBAR SHAHDAD KOT,TALUKA,Communication,1003,538,465,656,353,303,347,185,162
QUBO SAEED KHAN,KAMBAR SHAHDAD KOT,TALUKA,Memorization/ Focus,1377,760,617,920,502,418,457,258,199
QUBO SAEED KHAN,KAMBAR SHAHDAD KOT,TALUKA,Self care etc,1231,562,669,828,334,494,403,228,175
SHAHDAD KOT,KAMBAR SHAHDAD KOT,TALUKA,Population,225086,117547,107539,104399,54827,49572,120687,62720,57967
SHAHDAD KOT,KAMBAR SHAHDAD KOT,TALUKA,Disability,2178,1212,966,893,451,442,1285,761,524
SHAHDAD KOT,KAMBAR SHAHDAD KOT,TALUKA,Functional limitation,15368,10086,5282,7093,4603,2490,8275,5483,2792
SHAHDAD KOT,KAMBAR SHAHDAD KOT,TALUKA,Seeing,3307,2151,1156,1451,928,523,1856,1223,633
SHAHDAD KOT,KAMBAR SHAHDAD KOT,TALUKA,Hearing,3692,2451,1241,1743,1142,601,1949,1309,640
SHAHDAD KOT,KAMBAR SHAHDAD KOT,TALUKA,Walking/ Climbing,4938,3058,1880,2220,1372,848,2718,1686,1032
SHAHDAD KOT,KAMBAR SHAHDAD KOT,TALUKA,Communication,1742,1174,568,796,515,281,946,659,287
SHAHDAD KOT,KAMBAR SHAHDAD KOT,TALUKA,Memorization/ Focus,2470,1594,876,1098,686,412,1372,908,464
SHAHDAD KOT,KAMBAR SHAHDAD KOT,TALUKA,Self care etc,1432,938,494,707,452,255,725,486,239
SUJAWAL JUNEJO,KAMBAR SHAHDAD KOT,TALUKA,Population,130635,67879,62756,130635,67879,62756,,,
SUJAWAL JUNEJO,KAMBAR SHAHDAD KOT,TALUKA,Disability,2186,611,1575,2186,611,1575,,,
SUJAWAL JUNEJO,KAMBAR SHAHDAD KOT,TALUKA,Functional limitation,9703,5624,4079,9703,5624,4079,,,
SUJAWAL JUNEJO,KAMBAR SHAHDAD KOT,TALUKA,Seeing,1918,1189,729,1918,1189,729,,,
SUJAWAL JUNEJO,KAMBAR SHAHDAD KOT,TALUKA,Hearing,2190,1332,858,2190,1332,858,,,
SUJAWAL JUNEJO,KAMBAR SHAHDAD KOT,TALUKA,Walking/ Climbing,2775,1705,1070,2775,1705,1070,,,
SUJAWAL JUNEJO,KAMBAR SHAHDAD KOT,TALUKA,Communication,1298,600,698,1298,600,698,,,
SUJAWAL JUNEJO,KAMBAR SHAHDAD KOT,TALUKA,Memorization/ Focus,1516,793,723,1516,793,723,,,
SUJAWAL JUNEJO,KAMBAR SHAHDAD KOT,TALUKA,Self care etc,905,519,386,905,519,386,,,
WARAH,KAMBAR SHAHDAD KOT,TALUKA,Population,253681,132166,121515,180674,94404,86270,73007,37762,35245
WARAH,KAMBAR SHAHDAD KOT,TALUKA,Disability,2355,1284,1071,1699,914,785,656,370,286
WARAH,KAMBAR SHAHDAD KOT,TALUKA,Functional limitation,18078,11796,6282,12710,8287,4423,5368,3509,1859
WARAH,KAMBAR SHAHDAD KOT,TALUKA,Seeing,3604,2363,1241,2584,1697,887,1020,666,354
WARAH,KAMBAR SHAHDAD KOT,TALUKA,Hearing,4127,2736,1391,2921,1933,988,1206,803,403
WARAH,KAMBAR SHAHDAD KOT,TALUKA,Walking/ Climbing,5876,3759,2117,4190,2678,1512,1686,1081,605
WARAH,KAMBAR SHAHDAD KOT,TALUKA,Communication,1794,1186,608,1256,827,429,538,359,179
WARAH,KAMBAR SHAHDAD KOT,TALUKA,Memorization/ Focus,2721,1781,940,1934,1275,659,787,506,281
WARAH,KAMBAR SHAHDAD KOT,TALUKA,Self care etc,1845,1211,634,1243,804,439,602,407,195
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Population,3820388,2018749,1801639,,,,3820388,2018749,1801639
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Disability,117476,67541,49935,,,,117476,67541,49935
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Functional limitation,567925,290584,277341,,,,567925,290584,277341
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Seeing,106080,54282,51798,,,,106080,54282,51798
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Hearing,122628,62103,60525,,,,122628,62103,60525
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Walking/ Climbing,169013,87528,81485,,,,169013,87528,81485
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Communication,53200,28297,24903,,,,53200,28297,24903
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Memorization/ Focus,81981,42571,39410,,,,81981,42571,39410
KARACHI CENTRAL,KARACHI CENTRAL,DISTRICT,Self care etc,65896,33826,32070,,,,65896,33826,32070
GULBERG,KARACHI CENTRAL,SUB-DIVISION,Population,613724,328040,285684,,,,613724,328040,285684
GULBERG,KARACHI CENTRAL,SUB-DIVISION,Disability,15473,9211,6262,,,,15473,9211,6262
GULBERG,KARACHI CENTRAL,SUB-DIVISION,Functional limitation,95028,48534,46494,,,,95028,48534,46494
GULBERG,KARACHI CENTRAL,SUB-DIVISION,Seeing,17370,8746,8624,,,,17370,8746,8624
GULBERG,KARACHI CENTRAL,SUB-DIVISION,Hearing,21204,10462,10742,,,,21204,10462,10742
GULBERG,KARACHI CENTRAL,SUB-DIVISION,Walking/ Climbing,28641,14695,13946,,,,28641,14695,13946
GULBERG,KARACHI CENTRAL,SUB-DIVISION,Communication,8762,4843,3919,,,,8762,4843,3919
GULBERG,KARACHI CENTRAL,SUB-DIVISION,Memorization/ Focus,13818,7297,6521,,,,13818,7297,6521
GULBERG,KARACHI CENTRAL,SUB-DIVISION,Self care etc,10678,5450,5228,,,,10678,5450,5228
LIAQUATABAD,KARACHI CENTRAL,SUB-DIVISION,Population,547706,289440,258266,,,,547706,289440,258266
LIAQUATABAD,KARACHI CENTRAL,SUB-DIVISION,Disability,30067,16853,13214,,,,30067,16853,13214
LIAQUATABAD,KARACHI CENTRAL,SUB-DIVISION,Functional limitation,92832,48316,44516,,,,92832,48316,44516
LIAQUATABAD,KARACHI CENTRAL,SUB-DIVISION,Seeing,17846,9589,8257,,,,17846,9589,8257
LIAQUATABAD,KARACHI CENTRAL,SUB-DIVISION,Hearing,19239,9988,9251,,,,19239,9988,9251
LIAQUATABAD,KARACHI CENTRAL,SUB-DIVISION,Walking/ Climbing,25941,13475,12466,,,,25941,13475,12466
LIAQUATABAD,KARACHI CENTRAL,SUB-DIVISION,Communication,9959,5298,4661,,,,9959,5298,4661
LIAQUATABAD,KARACHI CENTRAL,SUB-DIVISION,Memorization/ Focus,14291,7398,6893,,,,14291,7398,6893
LIAQUATABAD,KARACHI CENTRAL,SUB-DIVISION,Self care etc,11239,5890,5349,,,,11239,5890,5349
NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Population,572740,304467,268273,,,,572740,304467,268273
NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Disability,12821,7419,5402,,,,12821,7419,5402
NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Functional limitation,79718,40515,39203,,,,79718,40515,39203
NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Seeing,15059,7448,7611,,,,15059,7448,7611
NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Hearing,17669,9129,8540,,,,17669,9129,8540
NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Walking/ Climbing,23365,12157,11208,,,,23365,12157,11208
NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Communication,7213,3693,3520,,,,7213,3693,3520
NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Memorization/ Focus,11571,5923,5648,,,,11571,5923,5648
NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Self care etc,9306,4894,4412,,,,9306,4894,4412
NEW KARACHI,KARACHI CENTRAL,SUB-DIVISION,Population,1165742,611355,554387,,,,1165742,611355,554387
NEW KARACHI,KARACHI CENTRAL,SUB-DIVISION,Disability,38422,22141,16281,,,,38422,22141,16281
NEW KARACHI,KARACHI CENTRAL,SUB-DIVISION,Functional limitation,165868,85461,80407,,,,165868,85461,80407
NEW KARACHI,KARACHI CENTRAL,SUB-DIVISION,Seeing,29689,15250,14439,,,,29689,15250,14439
NEW KARACHI,KARACHI CENTRAL,SUB-DIVISION,Hearing,34560,17597,16963,,,,34560,17597,16963
NEW KARACHI,KARACHI CENTRAL,SUB-DIVISION,Walking/ Climbing,50295,26433,23862,,,,50295,26433,23862
NEW KARACHI,KARACHI CENTRAL,SUB-DIVISION,Communication,15100,8078,7022,,,,15100,8078,7022
NEW KARACHI,KARACHI CENTRAL,SUB-DIVISION,Memorization/ Focus,23097,12098,10999,,,,23097,12098,10999
NEW KARACHI,KARACHI CENTRAL,SUB-DIVISION,Self care etc,19797,10036,9761,,,,19797,10036,9761
NORTH NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Population,920476,485447,435029,,,,920476,485447,435029
NORTH NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Disability,20693,11917,8776,,,,20693,11917,8776
NORTH NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Functional limitation,134479,67758,66721,,,,134479,67758,66721
NORTH NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Seeing,26116,13249,12867,,,,26116,13249,12867
NORTH NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Hearing,29956,14927,15029,,,,29956,14927,15029
NORTH NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Walking/ Climbing,40771,20768,20003,,,,40771,20768,20003
NORTH NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Communication,12166,6385,5781,,,,12166,6385,5781
NORTH NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Memorization/ Focus,19204,9855,9349,,,,19204,9855,9349
NORTH NAZIMABAD,KARACHI CENTRAL,SUB-DIVISION,Self care etc,14876,7556,7320,,,,14876,7556,7320
KARACHI EAST,KARACHI EAST,DISTRICT,Population,3913656,2081265,1832391,,,,3913656,2081265,1832391
KARACHI EAST,KARACHI EAST,DISTRICT,Disability,121796,62560,59236,,,,121796,62560,59236
KARACHI EAST,KARACHI EAST,DISTRICT,Functional limitation,499797,265746,234051,,,,499797,265746,234051
KARACHI EAST,KARACHI EAST,DISTRICT,Seeing,92500,49611,42889,,,,92500,49611,42889
KARACHI EAST,KARACHI EAST,DISTRICT,Hearing,106453,57310,49143,,,,106453,57310,49143
KARACHI EAST,KARACHI EAST,DISTRICT,Walking/ Climbing,152580,80913,71667,,,,152580,80913,71667
KARACHI EAST,KARACHI EAST,DISTRICT,Communication,48134,26217,21917,,,,48134,26217,21917
KARACHI EAST,KARACHI EAST,DISTRICT,Memorization/ Focus,73439,39481,33958,,,,73439,39481,33958
KARACHI EAST,KARACHI EAST,DISTRICT,Self care etc,58573,30883,27690,,,,58573,30883,27690
FEROZABAD,KARACHI EAST,SUB-DIVISION,Population,1165794,627147,538647,,,,1165794,627147,538647
FEROZABAD,KARACHI EAST,SUB-DIVISION,Disability,25077,12845,12232,,,,25077,12845,12232
FEROZABAD,KARACHI EAST,SUB-DIVISION,Functional limitation,132298,71550,60748,,,,132298,71550,60748
FEROZABAD,KARACHI EAST,SUB-DIVISION,Seeing,24865,13627,11238,,,,24865,13627,11238
FEROZABAD,KARACHI EAST,SUB-DIVISION,Hearing,28734,15778,12956,,,,28734,15778,12956
FEROZABAD,KARACHI EAST,SUB-DIVISION,Walking/ Climbing,41362,22202,19160,,,,41362,22202,19160
FEROZABAD,KARACHI EAST,SUB-DIVISION,Communication,11839,6678,5161,,,,11839,6678,5161
FEROZABAD,KARACHI EAST,SUB-DIVISION,Memorization/ Focus,19563,10672,8891,,,,19563,10672,8891
FEROZABAD,KARACHI EAST,SUB-DIVISION,Self care etc,14935,8001,6934,,,,14935,8001,6934
GULSHAN-E-IQBAL,KARACHI EAST,SUB-DIVISION,Population,973314,505927,467387,,,,973314,505927,467387
GULSHAN-E-IQBAL,KARACHI EAST,SUB-DIVISION,Disability,28132,14253,13879,,,,28132,14253,13879
GULSHAN-E-IQBAL,KARACHI EAST,SUB-DIVISION,Functional limitation,135598,70188,65410,,,,135598,70188,65410
GULSHAN-E-IQBAL,KARACHI EAST,SUB-DIVISION,Seeing,26116,13417,12699,,,,26116,13417,12699
GULSHAN-E-IQBAL,KARACHI EAST,SUB-DIVISION,Hearing,29056,15035,14021,,,,29056,15035,14021
GULSHAN-E-IQBAL,KARACHI EAST,SUB-DIVISION,Walking/ Climbing,41805,21371,20434,,,,41805,21371,20434
GULSHAN-E-IQBAL,KARACHI EAST,SUB-DIVISION,Communication,12644,6871,5773,,,,12644,6871,5773
GULSHAN-E-IQBAL,KARACHI EAST,SUB-DIVISION,Memorization/ Focus,19823,10512,9311,,,,19823,10512,9311
GULSHAN-E-IQBAL,KARACHI EAST,SUB-DIVISION,Self care etc,15636,8198,7438,,,,15636,8198,7438
GULZAR-E-HIJRI,KARACHI EAST,SUB-DIVISION,Population,1118534,601482,517052,,,,1118534,601482,517052
GULZAR-E-HIJRI,KARACHI EAST,SUB-DIVISION,Disability,20257,10795,9462,,,,20257,10795,9462
GULZAR-E-HIJRI,KARACHI EAST,SUB-DIVISION,Functional limitation,115686,63277,52409,,,,115686,63277,52409
GULZAR-E-HIJRI,KARACHI EAST,SUB-DIVISION,Seeing,21561,11959,9602,,,,21561,11959,9602
GULZAR-E-HIJRI,KARACHI EAST,SUB-DIVISION,Hearing,25624,14197,11427,,,,25624,14197,11427
GULZAR-E-HIJRI,KARACHI EAST,SUB-DIVISION,Walking/ Climbing,35388,19443,15945,,,,35388,19443,15945
GULZAR-E-HIJRI,KARACHI EAST,SUB-DIVISION,Communication,10652,6048,4604,,,,10652,6048,4604
GULZAR-E-HIJRI,KARACHI EAST,SUB-DIVISION,Memorization/ Focus,17039,9386,7653,,,,17039,9386,7653
GULZAR-E-HIJRI,KARACHI EAST,SUB-DIVISION,Self care etc,13374,7158,6216,,,,13374,7158,6216
JAMSHED QUARTERS,KARACHI EAST,SUB-DIVISION,Population,656014,346709,309305,,,,656014,346709,309305
JAMSHED QUARTERS,KARACHI EAST,SUB-DIVISION,Disability,48330,24667,23663,,,,48330,24667,23663
JAMSHED QUARTERS,KARACHI EAST,SUB-DIVISION,Functional limitation,116215,60731,55484,,,,116215,60731,55484
JAMSHED QUARTERS,KARACHI EAST,SUB-DIVISION,Seeing,19958,10608,9350,,,,19958,10608,9350
JAMSHED QUARTERS,KARACHI EAST,SUB-DIVISION,Hearing,23039,12300,10739,,,,23039,12300,10739
JAMSHED QUARTERS,KARACHI EAST,SUB-DIVISION,Walking/ Climbing,34025,17897,16128,,,,34025,17897,16128
JAMSHED QUARTERS,KARACHI EAST,SUB-DIVISION,Communication,12999,6620,6379,,,,12999,6620,6379
JAMSHED QUARTERS,KARACHI EAST,SUB-DIVISION,Memorization/ Focus,17014,8911,8103,,,,17014,8911,8103
JAMSHED QUARTERS,KARACHI EAST,SUB-DIVISION,Self care etc,14628,7526,7102,,,,14628,7526,7102
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Population,2329764,1241244,1088520,,,,2329764,1241244,1088520
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Disability,67812,34507,33305,,,,67812,34507,33305
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Functional limitation,301081,152163,148918,,,,301081,152163,148918
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Seeing,56257,28874,27383,,,,56257,28874,27383
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Hearing,65299,33105,32194,,,,65299,33105,32194
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Walking/ Climbing,91909,46826,45083,,,,91909,46826,45083
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Communication,29842,15657,14185,,,,29842,15657,14185
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Memorization/ Focus,44995,23294,21701,,,,44995,23294,21701
KARACHI SOUTH,KARACHI SOUTH,DISTRICT,Self care etc,34313,17075,17238,,,,34313,17075,17238
ARAM BAGH,KARACHI SOUTH,SUB-DIVISION,Population,237224,128418,108806,,,,237224,128418,108806
ARAM BAGH,KARACHI SOUTH,SUB-DIVISION,Disability,7502,3572,3930,,,,7502,3572,3930
ARAM BAGH,KARACHI SOUTH,SUB-DIVISION,Functional limitation,30737,15583,15154,,,,30737,15583,15154
ARAM BAGH,KARACHI SOUTH,SUB-DIVISION,Seeing,5568,2799,2769,,,,5568,2799,2769
ARAM BAGH,KARACHI SOUTH,SUB-DIVISION,Hearing,6408,3183,3225,,,,6408,3183,3225
ARAM BAGH,KARACHI SOUTH,SUB-DIVISION,Walking/ Climbing,8971,4472,4499,,,,8971,4472,4499
ARAM BAGH,KARACHI SOUTH,SUB-DIVISION,Communication,3097,1583,1514,,,,3097,1583,1514
ARAM BAGH,KARACHI SOUTH,SUB-DIVISION,Memorization/ Focus,4875,2662,2213,,,,4875,2662,2213
ARAM BAGH,KARACHI SOUTH,SUB-DIVISION,Self care etc,3730,1914,1816,,,,3730,1914,1816
CIVIL LINES,KARACHI SOUTH,SUB-DIVISION,Population,480480,265680,214800,,,,480480,265680,214800
CIVIL LINES,KARACHI SOUTH,SUB-DIVISION,Disability,9770,4890,4880,,,,9770,4890,4880
CIVIL LINES,KARACHI SOUTH,SUB-DIVISION,Functional limitation,60918,31621,29297,,,,60918,31621,29297
CIVIL LINES,KARACHI SOUTH,SUB-DIVISION,Seeing,11467,6015,5452,,,,11467,6015,5452
CIVIL LINES,KARACHI SOUTH,SUB-DIVISION,Hearing,13645,6998,6647,,,,13645,6998,6647
CIVIL LINES,KARACHI SOUTH,SUB-DIVISION,Walking/ Climbing,18654,9706,8948,,,,18654,9706,8948
CIVIL LINES,KARACHI SOUTH,SUB-DIVISION,Communication,5461,2956,2505,,,,5461,2956,2505
CIVIL LINES,KARACHI SOUTH,SUB-DIVISION,Memorization/ Focus,8720,4677,4043,,,,8720,4677,4043
CIVIL LINES,KARACHI SOUTH,SUB-DIVISION,Self care etc,6774,3488,3286,,,,6774,3488,3286
GARDEN,KARACHI SOUTH,SUB-DIVISION,Population,502819,263273,239546,,,,502819,263273,239546
GARDEN,KARACHI SOUTH,SUB-DIVISION,Disability,10643,5480,5163,,,,10643,5480,5163
GARDEN,KARACHI SOUTH,SUB-DIVISION,Functional limitation,61530,30573,30957,,,,61530,30573,30957
GARDEN,KARACHI SOUTH,SUB-DIVISION,Seeing,12375,6163,6212,,,,12375,6163,6212
GARDEN,KARACHI SOUTH,SUB-DIVISION,Hearing,13762,6904,6858,,,,13762,6904,6858
GARDEN,KARACHI SOUTH,SUB-DIVISION,Walking/ Climbing,19553,9801,9752,,,,19553,9801,9752
GARDEN,KARACHI SOUTH,SUB-DIVISION,Communication,6537,3561,2976,,,,6537,3561,2976
GARDEN,KARACHI SOUTH,SUB-DIVISION,Memorization/ Focus,9367,4838,4529,,,,9367,4838,4529
GARDEN,KARACHI SOUTH,SUB-DIVISION,Self care etc,6447,3143,3304,,,,6447,3143,3304
LYARI,KARACHI SOUTH,SUB-DIVISION,Population,949878,497885,451993,,,,949878,497885,451993
LYARI,KARACHI SOUTH,SUB-DIVISION,Disability,29125,14745,14380,,,,29125,14745,14380
LYARI,KARACHI SOUTH,SUB-DIVISION,Functional limitation,120202,59916,60286,,,,120202,59916,60286
LYARI,KARACHI SOUTH,SUB-DIVISION,Seeing,21664,11030,10634,,,,21664,11030,10634
LYARI,KARACHI SOUTH,SUB-DIVISION,Hearing,25669,12812,12857,,,,25669,12812,12857
LYARI,KARACHI SOUTH,SUB-DIVISION,Walking/ Climbing,37407,18871,18536,,,,37407,18871,18536
LYARI,KARACHI SOUTH,SUB-DIVISION,Communication,11779,6114,5665,,,,11779,6114,5665
LYARI,KARACHI SOUTH,SUB-DIVISION,Memorization/ Focus,17754,9103,8651,,,,17754,9103,8651
LYARI,KARACHI SOUTH,SUB-DIVISION,Self care etc,13786,6770,7016,,,,13786,6770,7016
