name_admin_unit,part_of_district,admin_unit,disab_func_lim,age_group,overall,rural,urban
-HAZARI,JHANG,TEHSIL,Walking/ Climbing,5 - 16,1557,1372,185
-HAZARI,JHANG,TEHSIL,Walking/ Climbing,5 - 9,566,450,116
-HAZARI,JHANG,TEHSIL,Walking/ Climbing,>18,11544,10681,863
-HAZARI,JHANG,TEHSIL,Walking/ Climbing,>60,3808,3487,321
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Communication,0 - 4,342,270,72
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Communication,10 - 12,577,433,144
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Communication,13 - 14,327,246,81
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Communication,15 - 24,1266,896,370
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Communication,15 - 49,2922,2078,844
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Communication,25 - 40,1092,755,337
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Communication,41 - 60,2677,1912,765
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Communication,5 - 16,2112,1575,537
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Communication,5 - 9,877,654,223
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Communication,>18,9083,6421,2662
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Communication,>60,4660,3307,1353
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Disability,0 - 4,970,727,243
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Disability,10 - 12,1250,944,306
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Disability,13 - 14,803,588,215
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Disability,15 - 24,3086,2134,952
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Disability,15 - 49,8467,5999,2468
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Disability,25 - 40,3378,2386,992
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Disability,41 - 60,7587,5315,2272
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Disability,5 - 16,4619,3460,1159
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Disability,5 - 9,1771,1379,392
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Disability,>18,32727,23031,9696
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Disability,>60,20157,14232,5925
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Functional limitation,0 - 4,1052,785,267
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Functional limitation,10 - 12,1392,1047,345
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Functional limitation,13 - 14,882,647,235
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Functional limitation,15 - 24,3511,2422,1089
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Functional limitation,15 - 49,16437,11827,4610
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Functional limitation,25 - 40,3918,2763,1155
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Functional limitation,41 - 60,32201,23101,9100
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Functional limitation,5 - 16,5095,3775,1320
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Functional limitation,5 - 9,1918,1474,444
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Functional limitation,>18,87229,62597,24632
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Functional limitation,>60,49260,35446,13814
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Hearing,0 - 4,271,221,50
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Hearing,10 - 12,363,275,88
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Hearing,13 - 14,255,199,56
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Hearing,15 - 24,865,613,252
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Hearing,15 - 49,3567,2604,963
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Hearing,25 - 40,811,569,242
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Hearing,41 - 60,6744,4860,1884
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Hearing,5 - 16,1415,1070,345
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Hearing,5 - 9,567,431,136
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Hearing,>18,17180,12360,4820
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Hearing,>60,9176,6620,2556
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Memorization/ Focus,0 - 4,290,219,71
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Memorization/ Focus,10 - 12,459,342,117
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Memorization/ Focus,13 - 14,313,230,83
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Memorization/ Focus,15 - 24,1129,779,350
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Memorization/ Focus,15 - 49,3557,2548,1009
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Memorization/ Focus,25 - 40,1066,749,317
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Memorization/ Focus,41 - 60,4547,3246,1301
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Memorization/ Focus,5 - 16,1723,1267,456
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Memorization/ Focus,5 - 9,647,485,162
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Memorization/ Focus,>18,12725,9060,3665
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Memorization/ Focus,>60,6541,4689,1852
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Population,0 - 4,245824,181006,64818
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Population,10 - 12,102151,76258,25893
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Population,13 - 14,58027,42266,15761
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Population,15 - 24,217202,157962,59240
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Population,15 - 49,562602,406665,155937
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Population,25 - 40,246028,176563,69465
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Population,41 - 60,176152,127319,48833
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Population,5 - 16,411139,307886,103253
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Population,5 - 9,199428,151752,47676
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Population,>18,603218,435463,167755
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Population,>60,62596,45707,16889
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Seeing,0 - 4,236,187,49
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Seeing,10 - 12,343,245,98
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Seeing,13 - 14,212,157,55
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Seeing,15 - 24,847,547,300
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Seeing,15 - 49,3668,2564,1104
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Seeing,25 - 40,845,578,267
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Seeing,41 - 60,5729,4099,1630
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Seeing,5 - 16,1256,895,361
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Seeing,5 - 9,478,360,118
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Seeing,>18,15867,11388,4479
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Seeing,>60,8849,6418,2431
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Self care etc,0 - 4,80,58,22
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Self care etc,10 - 12,61,43,18
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Self care etc,13 - 14,46,33,13
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Self care etc,15 - 24,187,102,85
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Self care etc,15 - 49,1173,813,360
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Self care etc,25 - 40,185,112,73
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Self care etc,41 - 60,3624,2615,1009
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Self care etc,5 - 16,207,144,63
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Self care etc,5 - 9,69,45,24
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Self care etc,>18,9847,7001,2846
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Self care etc,>60,5938,4215,1723
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Walking/ Climbing,0 - 4,584,458,126
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Walking/ Climbing,10 - 12,670,497,173
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Walking/ Climbing,13 - 14,445,338,107
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Walking/ Climbing,15 - 24,1739,1262,477
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Walking/ Climbing,15 - 49,7129,5174,1955
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Walking/ Climbing,25 - 40,2070,1492,578
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Walking/ Climbing,41 - 60,10912,7804,3108
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Walking/ Climbing,5 - 16,2535,1907,628
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Walking/ Climbing,5 - 9,980,756,224
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Walking/ Climbing,>18,30592,21936,8656
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Walking/ Climbing,>60,16666,11958,4708
AHMADPUR SIAL,JHANG,TEHSIL,Communication,0 - 4,144,129,15
AHMADPUR SIAL,JHANG,TEHSIL,Communication,10 - 12,289,257,32
AHMADPUR SIAL,JHANG,TEHSIL,Communication,13 - 14,176,154,22
AHMADPUR SIAL,JHANG,TEHSIL,Communication,15 - 24,657,576,81
AHMADPUR SIAL,JHANG,TEHSIL,Communication,15 - 49,2095,1788,307
AHMADPUR SIAL,JHANG,TEHSIL,Communication,25 - 40,630,532,98
AHMADPUR SIAL,JHANG,TEHSIL,Communication,41 - 60,2849,2515,334
AHMADPUR SIAL,JHANG,TEHSIL,Communication,5 - 16,1047,920,127
AHMADPUR SIAL,JHANG,TEHSIL,Communication,5 - 9,426,367,59
AHMADPUR SIAL,JHANG,TEHSIL,Communication,>18,6487,5609,878
AHMADPUR SIAL,JHANG,TEHSIL,Communication,>60,2656,2261,395
AHMADPUR SIAL,JHANG,TEHSIL,Disability,0 - 4,500,466,34
AHMADPUR SIAL,JHANG,TEHSIL,Disability,10 - 12,732,672,60
AHMADPUR SIAL,JHANG,TEHSIL,Disability,13 - 14,433,399,34
AHMADPUR SIAL,JHANG,TEHSIL,Disability,15 - 24,1605,1441,164
AHMADPUR SIAL,JHANG,TEHSIL,Disability,15 - 49,3859,3425,434
AHMADPUR SIAL,JHANG,TEHSIL,Disability,25 - 40,1517,1335,182
AHMADPUR SIAL,JHANG,TEHSIL,Disability,41 - 60,6984,6341,643
AHMADPUR SIAL,JHANG,TEHSIL,Disability,5 - 16,2429,2214,215
AHMADPUR SIAL,JHANG,TEHSIL,Disability,5 - 9,862,772,90
AHMADPUR SIAL,JHANG,TEHSIL,Disability,>18,20907,18801,2106
AHMADPUR SIAL,JHANG,TEHSIL,Disability,>60,11581,10390,1191
AHMADPUR SIAL,JHANG,TEHSIL,Functional limitation,0 - 4,1312,1173,139
AHMADPUR SIAL,JHANG,TEHSIL,Functional limitation,10 - 12,1364,1181,183
AHMADPUR SIAL,JHANG,TEHSIL,Functional limitation,13 - 14,1061,928,133
AHMADPUR SIAL,JHANG,TEHSIL,Functional limitation,15 - 24,3827,3272,555
AHMADPUR SIAL,JHANG,TEHSIL,Functional limitation,15 - 49,18918,15861,3057
AHMADPUR SIAL,JHANG,TEHSIL,Functional limitation,25 - 40,6155,5119,1036
AHMADPUR SIAL,JHANG,TEHSIL,Functional limitation,41 - 60,25488,21727,3761
AHMADPUR SIAL,JHANG,TEHSIL,Functional limitation,5 - 16,4889,4277,612
AHMADPUR SIAL,JHANG,TEHSIL,Functional limitation,5 - 9,1688,1475,213
AHMADPUR SIAL,JHANG,TEHSIL,Functional limitation,>18,57617,49332,8285
AHMADPUR SIAL,JHANG,TEHSIL,Functional limitation,>60,23568,20455,3113
AHMADPUR SIAL,JHANG,TEHSIL,Hearing,0 - 4,228,207,21
AHMADPUR SIAL,JHANG,TEHSIL,Hearing,10 - 12,334,288,46
AHMADPUR SIAL,JHANG,TEHSIL,Hearing,13 - 14,249,222,27
AHMADPUR SIAL,JHANG,TEHSIL,Hearing,15 - 24,875,738,137
AHMADPUR SIAL,JHANG,TEHSIL,Hearing,15 - 49,4404,3697,707
AHMADPUR SIAL,JHANG,TEHSIL,Hearing,25 - 40,1488,1241,247
AHMADPUR SIAL,JHANG,TEHSIL,Hearing,41 - 60,5030,4261,769
AHMADPUR SIAL,JHANG,TEHSIL,Hearing,5 - 16,1136,1010,126
AHMADPUR SIAL,JHANG,TEHSIL,Hearing,5 - 9,370,335,35
AHMADPUR SIAL,JHANG,TEHSIL,Hearing,>18,11263,9575,1688
AHMADPUR SIAL,JHANG,TEHSIL,Hearing,>60,4189,3617,572
AHMADPUR SIAL,JHANG,TEHSIL,Memorization/ Focus,0 - 4,227,196,31
AHMADPUR SIAL,JHANG,TEHSIL,Memorization/ Focus,10 - 12,298,252,46
AHMADPUR SIAL,JHANG,TEHSIL,Memorization/ Focus,13 - 14,233,209,24
AHMADPUR SIAL,JHANG,TEHSIL,Memorization/ Focus,15 - 24,891,781,110
AHMADPUR SIAL,JHANG,TEHSIL,Memorization/ Focus,15 - 49,3260,2768,492
AHMADPUR SIAL,JHANG,TEHSIL,Memorization/ Focus,25 - 40,1106,927,179
AHMADPUR SIAL,JHANG,TEHSIL,Memorization/ Focus,41 - 60,3668,3157,511
AHMADPUR SIAL,JHANG,TEHSIL,Memorization/ Focus,5 - 16,1141,1003,138
AHMADPUR SIAL,JHANG,TEHSIL,Memorization/ Focus,5 - 9,404,352,52
AHMADPUR SIAL,JHANG,TEHSIL,Memorization/ Focus,>18,8727,7573,1154
AHMADPUR SIAL,JHANG,TEHSIL,Memorization/ Focus,>60,3430,3037,393
AHMADPUR SIAL,JHANG,TEHSIL,Population,0 - 4,76961,65295,11666
AHMADPUR SIAL,JHANG,TEHSIL,Population,10 - 12,37738,31717,6021
AHMADPUR SIAL,JHANG,TEHSIL,Population,13 - 14,22729,18880,3849
AHMADPUR SIAL,JHANG,TEHSIL,Population,15 - 24,83032,68758,14274
AHMADPUR SIAL,JHANG,TEHSIL,Population,15 - 49,220613,182545,38068
AHMADPUR SIAL,JHANG,TEHSIL,Population,25 - 40,97635,80606,17029
AHMADPUR SIAL,JHANG,TEHSIL,Population,41 - 60,72611,60343,12268
AHMADPUR SIAL,JHANG,TEHSIL,Population,5 - 16,148833,125154,23679
AHMADPUR SIAL,JHANG,TEHSIL,Population,5 - 9,69091,58426,10665
AHMADPUR SIAL,JHANG,TEHSIL,Population,>18,244171,202313,41858
AHMADPUR SIAL,JHANG,TEHSIL,Population,>60,28108,23678,4430
AHMADPUR SIAL,JHANG,TEHSIL,Seeing,0 - 4,298,260,38
AHMADPUR SIAL,JHANG,TEHSIL,Seeing,10 - 12,291,246,45
AHMADPUR SIAL,JHANG,TEHSIL,Seeing,13 - 14,209,182,27
AHMADPUR SIAL,JHANG,TEHSIL,Seeing,15 - 24,884,768,116
AHMADPUR SIAL,JHANG,TEHSIL,Seeing,15 - 49,3844,3245,599
AHMADPUR SIAL,JHANG,TEHSIL,Seeing,25 - 40,1282,1073,209
AHMADPUR SIAL,JHANG,TEHSIL,Seeing,41 - 60,4145,3483,662
AHMADPUR SIAL,JHANG,TEHSIL,Seeing,5 - 16,1120,981,139
AHMADPUR SIAL,JHANG,TEHSIL,Seeing,5 - 9,418,370,48
AHMADPUR SIAL,JHANG,TEHSIL,Seeing,>18,9797,8306,1491
AHMADPUR SIAL,JHANG,TEHSIL,Seeing,>60,3839,3294,545
AHMADPUR SIAL,JHANG,TEHSIL,Self care etc,0 - 4,104,101,3
AHMADPUR SIAL,JHANG,TEHSIL,Self care etc,10 - 12,112,104,8
AHMADPUR SIAL,JHANG,TEHSIL,Self care etc,13 - 14,91,80,11
AHMADPUR SIAL,JHANG,TEHSIL,Self care etc,15 - 24,325,281,44
AHMADPUR SIAL,JHANG,TEHSIL,Self care etc,15 - 49,1888,1608,280
AHMADPUR SIAL,JHANG,TEHSIL,Self care etc,25 - 40,626,533,93
AHMADPUR SIAL,JHANG,TEHSIL,Self care etc,41 - 60,3086,2669,417
AHMADPUR SIAL,JHANG,TEHSIL,Self care etc,5 - 16,367,339,28
AHMADPUR SIAL,JHANG,TEHSIL,Self care etc,5 - 9,97,93,4
AHMADPUR SIAL,JHANG,TEHSIL,Self care etc,>18,7110,6197,913
AHMADPUR SIAL,JHANG,TEHSIL,Self care etc,>60,3185,2818,367
AHMADPUR SIAL,JHANG,TEHSIL,Walking/ Climbing,0 - 4,559,489,70
AHMADPUR SIAL,JHANG,TEHSIL,Walking/ Climbing,10 - 12,566,488,78
AHMADPUR SIAL,JHANG,TEHSIL,Walking/ Climbing,13 - 14,409,354,55
AHMADPUR SIAL,JHANG,TEHSIL,Walking/ Climbing,15 - 24,1407,1225,182
AHMADPUR SIAL,JHANG,TEHSIL,Walking/ Climbing,15 - 49,5970,5041,929
AHMADPUR SIAL,JHANG,TEHSIL,Walking/ Climbing,25 - 40,1993,1664,329
AHMADPUR SIAL,JHANG,TEHSIL,Walking/ Climbing,41 - 60,7523,6383,1140
AHMADPUR SIAL,JHANG,TEHSIL,Walking/ Climbing,5 - 16,2036,1759,277
AHMADPUR SIAL,JHANG,TEHSIL,Walking/ Climbing,5 - 9,747,639,108
AHMADPUR SIAL,JHANG,TEHSIL,Walking/ Climbing,>18,17871,15283,2588
AHMADPUR SIAL,JHANG,TEHSIL,Walking/ Climbing,>60,7524,6519,1005
ALIPUR,MUZAFFARGARH,TEHSIL,Communication,0 - 4,133,111,22
ALIPUR,MUZAFFARGARH,TEHSIL,Communication,10 - 12,241,189,52
ALIPUR,MUZAFFARGARH,TEHSIL,Communication,13 - 14,168,135,33
ALIPUR,MUZAFFARGARH,TEHSIL,Communication,15 - 24,662,510,152
ALIPUR,MUZAFFARGARH,TEHSIL,Communication,15 - 49,3995,3097,898
ALIPUR,MUZAFFARGARH,TEHSIL,Communication,25 - 40,1554,1274,280
ALIPUR,MUZAFFARGARH,TEHSIL,Communication,41 - 60,3650,2689,961
ALIPUR,MUZAFFARGARH,TEHSIL,Communication,5 - 16,945,751,194
ALIPUR,MUZAFFARGARH,TEHSIL,Communication,5 - 9,372,301,71
ALIPUR,MUZAFFARGARH,TEHSIL,Communication,>18,8083,6096,1987
ALIPUR,MUZAFFARGARH,TEHSIL,Communication,>60,2504,1842,662
ALIPUR,MUZAFFARGARH,TEHSIL,Disability,0 - 4,1265,256,1009
ALIPUR,MUZAFFARGARH,TEHSIL,Disability,10 - 12,877,376,501
ALIPUR,MUZAFFARGARH,TEHSIL,Disability,13 - 14,567,238,329
ALIPUR,MUZAFFARGARH,TEHSIL,Disability,15 - 24,2288,969,1319
ALIPUR,MUZAFFARGARH,TEHSIL,Disability,15 - 49,9543,5840,3703
ALIPUR,MUZAFFARGARH,TEHSIL,Disability,25 - 40,3341,1965,1376
ALIPUR,MUZAFFARGARH,TEHSIL,Disability,41 - 60,9553,7375,2178
ALIPUR,MUZAFFARGARH,TEHSIL,Disability,5 - 16,3395,1460,1935
ALIPUR,MUZAFFARGARH,TEHSIL,Disability,5 - 9,1414,593,821
ALIPUR,MUZAFFARGARH,TEHSIL,Disability,>18,24187,18009,6178
ALIPUR,MUZAFFARGARH,TEHSIL,Disability,>60,10001,8150,1851
ALIPUR,MUZAFFARGARH,TEHSIL,Functional limitation,0 - 4,1726,653,1073
ALIPUR,MUZAFFARGARH,TEHSIL,Functional limitation,10 - 12,1767,1095,672
ALIPUR,MUZAFFARGARH,TEHSIL,Functional limitation,13 - 14,1412,887,525
ALIPUR,MUZAFFARGARH,TEHSIL,Functional limitation,15 - 24,6144,3986,2158
ALIPUR,MUZAFFARGARH,TEHSIL,Functional limitation,15 - 49,32651,23373,9278
ALIPUR,MUZAFFARGARH,TEHSIL,Functional limitation,25 - 40,13169,9392,3777
ALIPUR,MUZAFFARGARH,TEHSIL,Functional limitation,41 - 60,31249,23506,7743
