name_admin_unit,part_of_district,admin_unit,vars,all_sexes_overall,male_overall,female_overall,tgend_overall,all_sexes_rural,male_rural,female_rural,tgend_rural,all_sexes_urban,male_urban,female_urban,tgend_urban
ABBOTTABAD,ABBOTTABAD,DISTRICT,Never to School (5-16),18906,8526,10380,,14252,6054,8198,,4654,2472,2182,
ABBOTTABAD,ABBOTTABAD,DISTRICT,Out of School Children (5-16),45412,20895,24516,1,36111,15899,20212,,9301,4996,4304,1
ABBOTTABAD,ABBOTTABAD,TEHSIL,Population >=5,866079,437474,428548,57,639089,321998,317073,18,226990,115476,111475,39
ABBOTTABAD,ABBOTTABAD,TEHSIL,Population >=10,748840,378496,370287,57,549983,277250,272715,18,198857,101246,97572,39
ABBOTTABAD,ABBOTTABAD,TEHSIL,Literate >=10,587020,328782,258206,32,417800,237105,180684,11,169220,91677,77522,21
ABBOTTABAD,ABBOTTABAD,TEHSIL,Literate %,78.39,86.87,69.73,56.14,75.97,85.52,66.25,61.11,85.09999999999999,90.55,79.45,53.85
ABBOTTABAD,ABBOTTABAD,TEHSIL,Ever Attended,690093,381836,308229,28,497460,278009,219443,8,192633,103827,88786,20
ABBOTTABAD,ABBOTTABAD,TEHSIL,Primary Completed,75356,36397,38953,6,61553,29849,31702,2,13803,6548,7251,4
ABBOTTABAD,ABBOTTABAD,TEHSIL,Enrolment Primary,135272,68472,66800,,103577,52506,51071,,31695,15966,15729,
ABBOTTABAD,ABBOTTABAD,TEHSIL,Enrolment Middle,62018,32144,29874,,46072,23845,22227,,15946,8299,7647,
ABBOTTABAD,ABBOTTABAD,TEHSIL,Enrolment Matric,35414,18316,17095,3,25198,13188,12008,2,10216,5128,5087,1
ABBOTTABAD,ABBOTTABAD,TEHSIL,Enrolment Intermidiate,25109,13365,11744,,16904,8988,7916,,8205,4377,3828,
ABBOTTABAD,ABBOTTABAD,TEHSIL,Enrolment Graduation above,27346,13398,13946,2,14563,7408,7153,2,12783,5990,6793,
ABBOTTABAD,ABBOTTABAD,TEHSIL,Never to School (all),175986,55638,120319,29,141629,43989,97630,10,34357,11649,22689,19
ABBOTTABAD,ABBOTTABAD,TEHSIL,Drop Out (5 - 16),17836,8378,9457,1,13849,6196,7653,,3987,2182,1804,1
ABBOTTABAD,ABBOTTABAD,TEHSIL,Never to School (5-16),13354,5965,7389,,9602,3958,5644,,3752,2007,1745,
ABBOTTABAD,ABBOTTABAD,TEHSIL,Out of School Children (5-16),31190,14343,16846,1,23451,10154,13297,,7739,4189,3549,1
HAVELIAN,ABBOTTABAD,TEHSIL,Population >=5,224142,111213,112885,44,174354,86346,88006,2,49788,24867,24879,42
HAVELIAN,ABBOTTABAD,TEHSIL,Population >=10,191383,94726,96613,44,148688,73448,75238,2,42695,21278,21375,42
HAVELIAN,ABBOTTABAD,TEHSIL,Literate >=10,145595,80850,64735,10,109962,61759,48202,1,35633,19091,16533,9
HAVELIAN,ABBOTTABAD,TEHSIL,Literate %,76.08,85.34999999999999,67,22.73,73.95,84.09,64.06999999999999,50,83.45999999999999,89.72,77.34999999999999,21.43
HAVELIAN,ABBOTTABAD,TEHSIL,Ever Attended,176645,96678,79957,10,134585,74340,60244,1,42060,22338,19713,9
HAVELIAN,ABBOTTABAD,TEHSIL,Primary Completed,23262,10877,12382,3,19407,9083,10323,1,3855,1794,2059,2
HAVELIAN,ABBOTTABAD,TEHSIL,Enrolment Primary,37052,18729,18323,,28865,14592,14273,,8187,4137,4050,
HAVELIAN,ABBOTTABAD,TEHSIL,Enrolment Middle,16251,8122,8129,,12403,6223,6180,,3848,1899,1949,
HAVELIAN,ABBOTTABAD,TEHSIL,Enrolment Matric,8670,4453,4217,,6302,3281,3021,,2368,1172,1196,
HAVELIAN,ABBOTTABAD,TEHSIL,Enrolment Intermidiate,5777,3039,2738,,4051,2166,1885,,1726,873,853,
HAVELIAN,ABBOTTABAD,TEHSIL,Enrolment Graduation above,4705,2383,2322,,2638,1322,1316,,2067,1061,1006,
HAVELIAN,ABBOTTABAD,TEHSIL,Never to School (all),47497,14535,32928,34,39769,12006,27762,1,7728,2529,5166,33
HAVELIAN,ABBOTTABAD,TEHSIL,Drop Out (5 - 16),5946,2796,3150,,5286,2454,2832,,660,342,318,
HAVELIAN,ABBOTTABAD,TEHSIL,Never to School (5-16),3508,1654,1854,,2606,1189,1417,,902,465,437,
HAVELIAN,ABBOTTABAD,TEHSIL,Out of School Children (5-16),9454,4450,5004,,7892,3643,4249,,1562,807,755,
LORA,ABBOTTABAD,TEHSIL,Population >=5,87625,43151,44473,1,87625,43151,44473,1,,,,
LORA,ABBOTTABAD,TEHSIL,Population >=10,76652,37675,38976,1,76652,37675,38976,1,,,,
LORA,ABBOTTABAD,TEHSIL,Literate >=10,56516,31029,25486,1,56516,31029,25486,1,,,,
LORA,ABBOTTABAD,TEHSIL,Literate %,73.73,82.36,65.39,100,73.73,82.36,65.39,100,,,,
LORA,ABBOTTABAD,TEHSIL,Ever Attended,66791,36126,30664,1,66791,36126,30664,1,,,,
LORA,ABBOTTABAD,TEHSIL,Primary Completed,8798,4275,4523,,8798,4275,4523,,,,,
LORA,ABBOTTABAD,TEHSIL,Enrolment Primary,12937,6493,6444,,12937,6493,6444,,,,,
LORA,ABBOTTABAD,TEHSIL,Enrolment Middle,5551,2712,2839,,5551,2712,2839,,,,,
LORA,ABBOTTABAD,TEHSIL,Enrolment Matric,3392,1614,1778,,3392,1614,1778,,,,,
LORA,ABBOTTABAD,TEHSIL,Enrolment Intermidiate,2067,1063,1004,,2067,1063,1004,,,,,
LORA,ABBOTTABAD,TEHSIL,Enrolment Graduation above,1329,589,740,,1329,589,740,,,,,
LORA,ABBOTTABAD,TEHSIL,Never to School (all),20834,7025,13809,,20834,7025,13809,,,,,
LORA,ABBOTTABAD,TEHSIL,Drop Out (5 - 16),1671,824,847,,1671,824,847,,,,,
LORA,ABBOTTABAD,TEHSIL,Never to School (5-16),1248,586,662,,1248,586,662,,,,,
LORA,ABBOTTABAD,TEHSIL,Out of School Children (5-16),2919,1410,1509,,2919,1410,1509,,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Population >=5,53136,26304,26830,2,53136,26304,26830,2,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Population >=10,46438,22965,23471,2,46438,22965,23471,2,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Literate >=10,33279,19511,13767,1,33279,19511,13767,1,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Literate %,71.66,84.95999999999999,58.66,50,71.66,84.95999999999999,58.66,50,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Ever Attended,39696,22790,16906,,39696,22790,16906,,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Primary Completed,4947,2082,2865,,4947,2082,2865,,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Enrolment Primary,8127,4063,4064,,8127,4063,4064,,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Enrolment Middle,3549,1855,1694,,3549,1855,1694,,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Enrolment Matric,1813,1000,813,,1813,1000,813,,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Enrolment Intermidiate,1112,599,513,,1112,599,513,,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Enrolment Graduation above,775,427,348,,775,427,348,,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Never to School (all),13440,3514,9924,2,13440,3514,9924,2,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Drop Out (5 - 16),1053,371,682,,1053,371,682,,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Never to School (5-16),796,321,475,,796,321,475,,,,,
LOWER TANAWAL,ABBOTTABAD,TEHSIL,Out of School Children (5-16),1849,692,1157,,1849,692,1157,,,,,
BAJAUR,BAJAUR,DISTRICT,Population >=5,1045311,528847,516449,15,1045311,528847,516449,15,,,,
BAJAUR,BAJAUR,DISTRICT,Population >=10,817059,413623,403421,15,817059,413623,403421,15,,,,
BAJAUR,BAJAUR,DISTRICT,Literate >=10,214570,164976,49592,2,214570,164976,49592,2,,,,
BAJAUR,BAJAUR,DISTRICT,Literate %,26.26,39.89,12.29,13.33,26.26,39.89,12.29,13.33,,,,
BAJAUR,BAJAUR,DISTRICT,Ever Attended,283927,215649,68277,1,283927,215649,68277,1,,,,
BAJAUR,BAJAUR,DISTRICT,Primary Completed,25490,19884,5606,,25490,19884,5606,,,,,
BAJAUR,BAJAUR,DISTRICT,Enrolment Primary,112337,76788,35549,,112337,76788,35549,,,,,
BAJAUR,BAJAUR,DISTRICT,Enrolment Middle,35162,26985,8177,,35162,26985,8177,,,,,
BAJAUR,BAJAUR,DISTRICT,Enrolment Matric,15345,12402,2943,,15345,12402,2943,,,,,
BAJAUR,BAJAUR,DISTRICT,Enrolment Intermidiate,10615,8690,1925,,10615,8690,1925,,,,,
BAJAUR,BAJAUR,DISTRICT,Enrolment Graduation above,11281,9745,1536,,11281,9745,1536,,,,,
BAJAUR,BAJAUR,DISTRICT,Never to School (all),761384,313198,448172,14,761384,313198,448172,14,,,,
BAJAUR,BAJAUR,DISTRICT,Drop Out (5 - 16),13099,7693,5406,,13099,7693,5406,,,,,
BAJAUR,BAJAUR,DISTRICT,Never to School (5-16),279795,105984,173804,7,279795,105984,173804,7,,,,
BAJAUR,BAJAUR,DISTRICT,Out of School Children (5-16),292894,113677,179210,7,292894,113677,179210,7,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Population >=5,2919,1479,1439,1,2919,1479,1439,1,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Population >=10,2318,1186,1131,1,2318,1186,1131,1,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Literate >=10,552,493,59,,552,493,59,,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Literate %,23.81,41.57,5.22,,23.81,41.57,5.22,,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Ever Attended,774,665,109,,774,665,109,,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Primary Completed,83,79,4,,83,79,4,,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Enrolment Primary,353,281,72,,353,281,72,,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Enrolment Middle,44,40,4,,44,40,4,,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Enrolment Matric,21,18,3,,21,18,3,,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Enrolment Intermidiate,4,4,,,4,4,,,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Enrolment Graduation above,4,4,,,4,4,,,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Never to School (all),2145,814,1330,1,2145,814,1330,1,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Drop Out (5 - 16),68,51,17,,68,51,17,,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Never to School (5-16),772,236,536,,772,236,536,,,,,
BAR CHAMER KAND,BAJAUR,TEHSIL,Out of School Children (5-16),840,287,553,,840,287,553,,,,,
BARANG,BAJAUR,TEHSIL,Population >=5,71626,35895,35731,,71626,35895,35731,,,,,
BARANG,BAJAUR,TEHSIL,Population >=10,54063,27044,27019,,54063,27044,27019,,,,,
BARANG,BAJAUR,TEHSIL,Literate >=10,12645,9537,3108,,12645,9537,3108,,,,,
BARANG,BAJAUR,TEHSIL,Literate %,23.39,35.26,11.5,,23.39,35.26,11.5,,,,,
BARANG,BAJAUR,TEHSIL,Ever Attended,19412,13977,5435,,19412,13977,5435,,,,,
BARANG,BAJAUR,TEHSIL,Primary Completed,1979,1441,538,,1979,1441,538,,,,,
BARANG,BAJAUR,TEHSIL,Enrolment Primary,9157,5863,3294,,9157,5863,3294,,,,,
BARANG,BAJAUR,TEHSIL,Enrolment Middle,2868,2112,756,,2868,2112,756,,,,,
BARANG,BAJAUR,TEHSIL,Enrolment Matric,1048,829,219,,1048,829,219,,,,,
BARANG,BAJAUR,TEHSIL,Enrolment Intermidiate,670,524,146,,670,524,146,,,,,
BARANG,BAJAUR,TEHSIL,Enrolment Graduation above,567,447,120,,567,447,120,,,,,
BARANG,BAJAUR,TEHSIL,Never to School (all),52214,21918,30296,,52214,21918,30296,,,,,
BARANG,BAJAUR,TEHSIL,Drop Out (5 - 16),746,377,369,,746,377,369,,,,,
BARANG,BAJAUR,TEHSIL,Never to School (5-16),19563,7347,12216,,19563,7347,12216,,,,,
BARANG,BAJAUR,TEHSIL,Out of School Children (5-16),20309,7724,12585,,20309,7724,12585,,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Population >=5,245781,124710,121069,2,245781,124710,121069,2,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Population >=10,193443,98490,94951,2,193443,98490,94951,2,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Literate >=10,64370,46432,17938,,64370,46432,17938,,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Literate %,33.28,47.14,18.89,,33.28,47.14,18.89,,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Ever Attended,83266,58993,24273,,83266,58993,24273,,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Primary Completed,6797,4844,1953,,6797,4844,1953,,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Enrolment Primary,31104,19248,11856,,31104,19248,11856,,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Enrolment Middle,10316,7165,3151,,10316,7165,3151,,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Enrolment Matric,4778,3587,1191,,4778,3587,1191,,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Enrolment Intermidiate,3571,2724,847,,3571,2724,847,,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Enrolment Graduation above,4182,3399,783,,4182,3399,783,,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Never to School (all),162515,65717,96796,2,162515,65717,96796,2,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Drop Out (5 - 16),3111,1672,1439,,3111,1672,1439,,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Never to School (5-16),55966,21016,34949,1,55966,21016,34949,1,,,,
KHAR BAJAUR,BAJAUR,TEHSIL,Out of School Children (5-16),59077,22688,36388,1,59077,22688,36388,1,,,,
MAMUND,BAJAUR,TEHSIL,Population >=5,291537,148512,143021,4,291537,148512,143021,4,,,,
MAMUND,BAJAUR,TEHSIL,Population >=10,230293,117577,112712,4,230293,117577,112712,4,,,,
MAMUND,BAJAUR,TEHSIL,Literate >=10,56373,45845,10527,1,56373,45845,10527,1,,,,
MAMUND,BAJAUR,TEHSIL,Literate %,24.48,38.99,9.34,25,24.48,38.99,9.34,25,,,,
MAMUND,BAJAUR,TEHSIL,Ever Attended,69459,57037,12422,,69459,57037,12422,,,,,
MAMUND,BAJAUR,TEHSIL,Primary Completed,6968,5973,995,,6968,5973,995,,,,,
MAMUND,BAJAUR,TEHSIL,Enrolment Primary,26784,20384,6400,,26784,20384,6400,,,,,
MAMUND,BAJAUR,TEHSIL,Enrolment Middle,7920,6713,1207,,7920,6713,1207,,,,,
MAMUND,BAJAUR,TEHSIL,Enrolment Matric,3490,3057,433,,3490,3057,433,,,,,
MAMUND,BAJAUR,TEHSIL,Enrolment Intermidiate,2404,2144,260,,2404,2144,260,,,,,
MAMUND,BAJAUR,TEHSIL,Enrolment Graduation above,2438,2282,156,,2438,2282,156,,,,,
MAMUND,BAJAUR,TEHSIL,Never to School (all),222078,91475,130599,4,222078,91475,130599,4,,,,
MAMUND,BAJAUR,TEHSIL,Drop Out (5 - 16),3595,2393,1202,,3595,2393,1202,,,,,
MAMUND,BAJAUR,TEHSIL,Never to School (5-16),82329,30485,51840,4,82329,30485,51840,4,,,,
MAMUND,BAJAUR,TEHSIL,Out of School Children (5-16),85924,32878,53042,4,85924,32878,53042,4,,,,
NAWAGAI,BAJAUR,TEHSIL,Population >=5,76339,38876,37459,4,76339,38876,37459,4,,,,
NAWAGAI,BAJAUR,TEHSIL,Population >=10,58987,30129,28854,4,58987,30129,28854,4,,,,
NAWAGAI,BAJAUR,TEHSIL,Literate >=10,16159,12509,3649,1,16159,12509,3649,1,,,,
NAWAGAI,BAJAUR,TEHSIL,Literate %,27.39,41.52,12.65,25,27.39,41.52,12.65,25,,,,
NAWAGAI,BAJAUR,TEHSIL,Ever Attended,20550,16078,4471,1,20550,16078,4471,1,,,,
NAWAGAI,BAJAUR,TEHSIL,Primary Completed,1732,1484,248,,1732,1484,248,,,,,
NAWAGAI,BAJAUR,TEHSIL,Enrolment Primary,8688,6061,2627,,8688,6061,2627,,,,,
NAWAGAI,BAJAUR,TEHSIL,Enrolment Middle,2098,1806,292,,2098,1806,292,,,,,
NAWAGAI,BAJAUR,TEHSIL,Enrolment Matric,903,776,127,,903,776,127,,,,,
NAWAGAI,BAJAUR,TEHSIL,Enrolment Intermidiate,636,570,66,,636,570,66,,,,,
NAWAGAI,BAJAUR,TEHSIL,Enrolment Graduation above,684,610,74,,684,610,74,,,,,
NAWAGAI,BAJAUR,TEHSIL,Never to School (all),55789,22798,32988,3,55789,22798,32988,3,,,,
NAWAGAI,BAJAUR,TEHSIL,Drop Out (5 - 16),1387,842,545,,1387,842,545,,,,,
NAWAGAI,BAJAUR,TEHSIL,Never to School (5-16),22376,8340,14035,1,22376,8340,14035,1,,,,
NAWAGAI,BAJAUR,TEHSIL,Out of School Children (5-16),23763,9182,14580,1,23763,9182,14580,1,,,,
SALARZAI,BAJAUR,TEHSIL,Population >=5,256203,128715,127485,3,256203,128715,127485,3,,,,
SALARZAI,BAJAUR,TEHSIL,Population >=10,199104,99722,99379,3,199104,99722,99379,3,,,,
SALARZAI,BAJAUR,TEHSIL,Literate >=10,39630,32057,7573,,39630,32057,7573,,,,,
SALARZAI,BAJAUR,TEHSIL,Literate %,19.9,32.15,7.62,,19.9,32.15,7.62,,,,,
SALARZAI,BAJAUR,TEHSIL,Ever Attended,55624,44540,11084,,55624,44540,11084,,,,,
SALARZAI,BAJAUR,TEHSIL,Primary Completed,4900,3999,901,,4900,3999,901,,,,,
SALARZAI,BAJAUR,TEHSIL,Enrolment Primary,22853,16758,6095,,22853,16758,6095,,,,,
SALARZAI,BAJAUR,TEHSIL,Enrolment Middle,7143,5880,1263,,7143,5880,1263,,,,,
SALARZAI,BAJAUR,TEHSIL,Enrolment Matric,3070,2623,447,,3070,2623,447,,,,,
SALARZAI,BAJAUR,TEHSIL,Enrolment Intermidiate,1958,1661,297,,1958,1661,297,,,,,
SALARZAI,BAJAUR,TEHSIL,Enrolment Graduation above,2127,1948,179,,2127,1948,179,,,,,
SALARZAI,BAJAUR,TEHSIL,Never to School (all),200579,84175,116401,3,200579,84175,116401,3,,,,
SALARZAI,BAJAUR,TEHSIL,Drop Out (5 - 16),2437,1542,895,,2437,1542,895,,,,,
SALARZAI,BAJAUR,TEHSIL,Never to School (5-16),76437,29928,46508,1,76437,29928,46508,1,,,,
SALARZAI,BAJAUR,TEHSIL,Out of School Children (5-16),78874,31470,47403,1,78874,31470,47403,1,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Population >=5,100906,50660,50245,1,100906,50660,50245,1,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Population >=10,78851,39475,39375,1,78851,39475,39375,1,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Literate >=10,24841,18103,6738,,24841,18103,6738,,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Literate %,31.5,45.86,17.11,,31.5,45.86,17.11,,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Ever Attended,34842,24359,10483,,34842,24359,10483,,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Primary Completed,3031,2064,967,,3031,2064,967,,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Enrolment Primary,13398,8193,5205,,13398,8193,5205,,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Enrolment Middle,4773,3269,1504,,4773,3269,1504,,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Enrolment Matric,2035,1512,523,,2035,1512,523,,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Enrolment Intermidiate,1372,1063,309,,1372,1063,309,,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Enrolment Graduation above,1279,1055,224,,1279,1055,224,,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Never to School (all),66064,26301,39762,1,66064,26301,39762,1,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Drop Out (5 - 16),1755,816,939,,1755,816,939,,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Never to School (5-16),22352,8632,13720,,22352,8632,13720,,,,,
UTMAN KHEL,BAJAUR,TEHSIL,Out of School Children (5-16),24107,9448,14659,,24107,9448,14659,,,,,
BANNU,BANNU,DISTRICT,Population >=5,1127214,586593,540602,19,1084777,563589,521176,12,42437,23004,19426,7
BANNU,BANNU,DISTRICT,Population >=10,909367,470138,439210,19,873036,450261,422763,12,36331,19877,16447,7
BANNU,BANNU,DISTRICT,Literate >=10,379617,274897,104710,10,350407,257325,93078,4,29210,17572,11632,6
BANNU,BANNU,DISTRICT,Literate %,41.75,58.47,23.84,52.63,40.14,57.15,22.02,33.33,80.40000000000001,88.40000000000001,70.72,85.70999999999999
BANNU,BANNU,DISTRICT,Ever Attended,478586,338630,139951,5,446484,319259,127222,3,32102,19371,12729,2
BANNU,BANNU,DISTRICT,Primary Completed,42744,28064,14679,1,40482,27016,13466,,2262,1048,1213,1
BANNU,BANNU,DISTRICT,Enrolment Primary,140682,84519,56163,,134729,81465,53264,,5953,3054,2899,
BANNU,BANNU,DISTRICT,Enrolment Middle,52105,36499,15604,2,49173,34889,14283,1,2932,1610,1321,1
BANNU,BANNU,DISTRICT,Enrolment Matric,30128,22272,7856,,28493,21308,7185,,1635,964,671,
BANNU,BANNU,DISTRICT,Enrolment Intermidiate,19699,15191,4508,,18040,14065,3975,,1659,1126,533,
BANNU,BANNU,DISTRICT,Enrolment Graduation above,22962,17363,5599,,20184,15555,4629,,2778,1808,970,
BANNU,BANNU,DISTRICT,Never to School (all),648628,247963,400651,14,638293,244330,393954,9,10335,3633,6697,5
BANNU,BANNU,DISTRICT,Drop Out (5 - 16),17836,10275,7561,,16810,9702,7108,,1026,573,453,
BANNU,BANNU,DISTRICT,Never to School (5-16),196307,80679,115627,1,194145,79661,114483,1,2162,1018,1144,
BANNU,BANNU,DISTRICT,Out of School Children (5-16),214143,90954,123188,1,210955,89363,121591,1,3188,1591,1597,
BAKKA KHEL,BANNU,TEHSIL,Population >=5,158339,82090,76249,,158339,82090,76249,,,,,
BAKKA KHEL,BANNU,TEHSIL,Population >=10,125179,64095,61084,,125179,64095,61084,,,,,
BAKKA KHEL,BANNU,TEHSIL,Literate >=10,35362,28078,7284,,35362,28078,7284,,,,,
BAKKA KHEL,BANNU,TEHSIL,Literate %,28.25,43.81,11.92,,28.25,43.81,11.92,,,,,
BAKKA KHEL,BANNU,TEHSIL,Ever Attended,45102,35673,9429,,45102,35673,9429,,,,,
BAKKA KHEL,BANNU,TEHSIL,Primary Completed,4095,3330,765,,4095,3330,765,,,,,
BAKKA KHEL,BANNU,TEHSIL,Enrolment Primary,15789,10619,5170,,15789,10619,5170,,,,,
BAKKA KHEL,BANNU,TEHSIL,Enrolment Middle,5257,4352,905,,5257,4352,905,,,,,
BAKKA KHEL,BANNU,TEHSIL,Enrolment Matric,3532,2975,557,,3532,2975,557,,,,,
BAKKA KHEL,BANNU,TEHSIL,Enrolment Intermidiate,1887,1679,208,,1887,1679,208,,,,,
BAKKA KHEL,BANNU,TEHSIL,Enrolment Graduation above,1839,1646,193,,1839,1646,193,,,,,
BAKKA KHEL,BANNU,TEHSIL,Never to School (all),113237,46417,66820,,113237,46417,66820,,,,,
BAKKA KHEL,BANNU,TEHSIL,Drop Out (5 - 16),1506,991,515,,1506,991,515,,,,,
BAKKA KHEL,BANNU,TEHSIL,Never to School (5-16),38602,16684,21918,,38602,16684,21918,,,,,
BAKKA KHEL,BANNU,TEHSIL,Out of School Children (5-16),40108,17675,22433,,40108,17675,22433,,,,,
BANNU,BANNU,TEHSIL,Population >=5,538162,278325,259820,17,495725,255321,240394,10,42437,23004,19426,7
BANNU,BANNU,TEHSIL,Population >=10,437525,225529,211979,17,401194,205652,195532,10,36331,19877,16447,7
BANNU,BANNU,TEHSIL,Literate >=10,216419,145558,70852,9,187209,127986,59220,3,29210,17572,11632,6
BANNU,BANNU,TEHSIL,Literate %,49.46,64.54000000000001,33.42,52.94,46.66,62.23,30.29,30,80.40000000000001,88.40000000000001,70.72,85.70999999999999
BANNU,BANNU,TEHSIL,Ever Attended,273112,178962,94146,4,241010,159591,81417,2,32102,19371,12729,2
BANNU,BANNU,TEHSIL,Primary Completed,25478,15187,10290,1,23216,14139,9077,,2262,1048,1213,1
BANNU,BANNU,TEHSIL,Enrolment Primary,77291,43309,33982,,71338,40255,31083,,5953,3054,2899,
BANNU,BANNU,TEHSIL,Enrolment Middle,28669,18022,10646,1,25737,16412,9325,,2932,1610,1321,1
BANNU,BANNU,TEHSIL,Enrolment Matric,15879,10683,5196,,14244,9719,4525,,1635,964,671,
BANNU,BANNU,TEHSIL,Enrolment Intermidiate,10763,7581,3182,,9104,6455,2649,,1659,1126,533,
BANNU,BANNU,TEHSIL,Enrolment Graduation above,13426,9116,4310,,10648,7308,3340,,2778,1808,970,
BANNU,BANNU,TEHSIL,Never to School (all),265050,99363,165674,13,254715,95730,158977,8,10335,3633,6697,5
BANNU,BANNU,TEHSIL,Drop Out (5 - 16),10117,5453,4664,,9091,4880,4211,,1026,573,453,
