name_admin_unit,part_of_district,admin_unit,disab_func_lim,age_group,overall,rural,urban
ABBOTTABAD,ABBOTTABAD,TEHSIL,Hearing,15 - 49,4365,3293,1072
ABBOTTABAD,ABBOTTABAD,TEHSIL,Hearing,25 - 40,919,733,186
ABBOTTABAD,ABBOTTABAD,TEHSIL,Hearing,41 - 60,8849,6540,2309
ABBOTTABAD,ABBOTTABAD,TEHSIL,Hearing,5 - 16,1055,886,169
ABBOTTABAD,ABBOTTABAD,TEHSIL,Hearing,5 - 9,416,353,63
ABBOTTABAD,ABBOTTABAD,TEHSIL,Hearing,>18,19681,14900,4781
ABBOTTABAD,ABBOTTABAD,TEHSIL,Hearing,>60,9494,7294,2200
ABBOTTABAD,ABBOTTABAD,TEHSIL,Memorization/ Focus,0 - 4,194,157,37
ABBOTTABAD,ABBOTTABAD,TEHSIL,Memorization/ Focus,10 - 12,389,329,60
ABBOTTABAD,ABBOTTABAD,TEHSIL,Memorization/ Focus,13 - 14,272,232,40
ABBOTTABAD,ABBOTTABAD,TEHSIL,Memorization/ Focus,15 - 24,1156,939,217
ABBOTTABAD,ABBOTTABAD,TEHSIL,Memorization/ Focus,15 - 49,4335,3393,942
ABBOTTABAD,ABBOTTABAD,TEHSIL,Memorization/ Focus,25 - 40,1331,1075,256
ABBOTTABAD,ABBOTTABAD,TEHSIL,Memorization/ Focus,41 - 60,5803,4377,1426
ABBOTTABAD,ABBOTTABAD,TEHSIL,Memorization/ Focus,5 - 16,1474,1229,245
ABBOTTABAD,ABBOTTABAD,TEHSIL,Memorization/ Focus,5 - 9,539,449,90
ABBOTTABAD,ABBOTTABAD,TEHSIL,Memorization/ Focus,>18,14345,11026,3319
ABBOTTABAD,ABBOTTABAD,TEHSIL,Memorization/ Focus,>60,6580,5059,1521
ABBOTTABAD,ABBOTTABAD,TEHSIL,Population,0 - 4,115888,88360,27528
ABBOTTABAD,ABBOTTABAD,TEHSIL,Population,10 - 12,68060,50684,17376
ABBOTTABAD,ABBOTTABAD,TEHSIL,Population,13 - 14,44465,33086,11379
ABBOTTABAD,ABBOTTABAD,TEHSIL,Population,15 - 24,182737,132994,49743
ABBOTTABAD,ABBOTTABAD,TEHSIL,Population,15 - 49,495361,361974,133387
ABBOTTABAD,ABBOTTABAD,TEHSIL,Population,25 - 40,221474,163143,58331
ABBOTTABAD,ABBOTTABAD,TEHSIL,Population,41 - 60,166629,121082,45547
ABBOTTABAD,ABBOTTABAD,TEHSIL,Population,5 - 16,270097,202521,67576
ABBOTTABAD,ABBOTTABAD,TEHSIL,Population,5 - 9,117239,89106,28133
ABBOTTABAD,ABBOTTABAD,TEHSIL,Population,>18,557760,408540,149220
ABBOTTABAD,ABBOTTABAD,TEHSIL,Population,>60,65475,48994,16481
ABBOTTABAD,ABBOTTABAD,TEHSIL,Seeing,0 - 4,161,138,23
ABBOTTABAD,ABBOTTABAD,TEHSIL,Seeing,10 - 12,271,220,51
ABBOTTABAD,ABBOTTABAD,TEHSIL,Seeing,13 - 14,220,176,44
ABBOTTABAD,ABBOTTABAD,TEHSIL,Seeing,15 - 24,898,683,215
ABBOTTABAD,ABBOTTABAD,TEHSIL,Seeing,15 - 49,4521,3419,1102
ABBOTTABAD,ABBOTTABAD,TEHSIL,Seeing,25 - 40,1176,907,269
ABBOTTABAD,ABBOTTABAD,TEHSIL,Seeing,41 - 60,7476,5617,1859
ABBOTTABAD,ABBOTTABAD,TEHSIL,Seeing,5 - 16,1090,878,212
ABBOTTABAD,ABBOTTABAD,TEHSIL,Seeing,5 - 9,414,343,71
ABBOTTABAD,ABBOTTABAD,TEHSIL,Seeing,>18,18398,14079,4319
ABBOTTABAD,ABBOTTABAD,TEHSIL,Seeing,>60,9237,7170,2067
ABBOTTABAD,ABBOTTABAD,TEHSIL,Self care etc,0 - 4,60,55,5
ABBOTTABAD,ABBOTTABAD,TEHSIL,Self care etc,10 - 12,52,48,4
ABBOTTABAD,ABBOTTABAD,TEHSIL,Self care etc,13 - 14,26,23,3
ABBOTTABAD,ABBOTTABAD,TEHSIL,Self care etc,15 - 24,137,126,11
ABBOTTABAD,ABBOTTABAD,TEHSIL,Self care etc,15 - 49,1457,1092,365
ABBOTTABAD,ABBOTTABAD,TEHSIL,Self care etc,25 - 40,184,160,24
ABBOTTABAD,ABBOTTABAD,TEHSIL,Self care etc,41 - 60,4424,3254,1170
ABBOTTABAD,ABBOTTABAD,TEHSIL,Self care etc,5 - 16,157,146,11
ABBOTTABAD,ABBOTTABAD,TEHSIL,Self care etc,5 - 9,45,42,3
ABBOTTABAD,ABBOTTABAD,TEHSIL,Self care etc,>18,9983,7522,2461
ABBOTTABAD,ABBOTTABAD,TEHSIL,Self care etc,>60,5299,4040,1259
ABBOTTABAD,ABBOTTABAD,TEHSIL,Walking/ Climbing,0 - 4,464,391,73
ABBOTTABAD,ABBOTTABAD,TEHSIL,Walking/ Climbing,10 - 12,489,419,70
ABBOTTABAD,ABBOTTABAD,TEHSIL,Walking/ Climbing,13 - 14,367,320,47
ABBOTTABAD,ABBOTTABAD,TEHSIL,Walking/ Climbing,15 - 24,1472,1178,294
ABBOTTABAD,ABBOTTABAD,TEHSIL,Walking/ Climbing,15 - 49,7397,5704,1693
ABBOTTABAD,ABBOTTABAD,TEHSIL,Walking/ Climbing,25 - 40,2275,1801,474
ABBOTTABAD,ABBOTTABAD,TEHSIL,Walking/ Climbing,41 - 60,12559,9457,3102
ABBOTTABAD,ABBOTTABAD,TEHSIL,Walking/ Climbing,5 - 16,2070,1752,318
ABBOTTABAD,ABBOTTABAD,TEHSIL,Walking/ Climbing,5 - 9,855,719,136
ABBOTTABAD,ABBOTTABAD,TEHSIL,Walking/ Climbing,>18,31931,24449,7482
ABBOTTABAD,ABBOTTABAD,TEHSIL,Walking/ Climbing,>60,16283,12550,3733
ADENZAI,LOWER DIR,SUB-DIVISION,Communication,0 - 4,154,154,0
ADENZAI,LOWER DIR,SUB-DIVISION,Communication,10 - 12,172,172,0
ADENZAI,LOWER DIR,SUB-DIVISION,Communication,13 - 14,110,110,0
ADENZAI,LOWER DIR,SUB-DIVISION,Communication,15 - 24,448,448,0
ADENZAI,LOWER DIR,SUB-DIVISION,Communication,15 - 49,1010,1010,0
ADENZAI,LOWER DIR,SUB-DIVISION,Communication,25 - 40,372,372,0
ADENZAI,LOWER DIR,SUB-DIVISION,Communication,41 - 60,465,465,0
ADENZAI,LOWER DIR,SUB-DIVISION,Communication,5 - 16,731,731,0
ADENZAI,LOWER DIR,SUB-DIVISION,Communication,5 - 9,348,348,0
ADENZAI,LOWER DIR,SUB-DIVISION,Communication,>18,1767,1767,0
ADENZAI,LOWER DIR,SUB-DIVISION,Communication,>60,666,666,0
ADENZAI,LOWER DIR,SUB-DIVISION,Disability,0 - 4,265,265,0
ADENZAI,LOWER DIR,SUB-DIVISION,Disability,10 - 12,348,348,0
ADENZAI,LOWER DIR,SUB-DIVISION,Disability,13 - 14,236,236,0
ADENZAI,LOWER DIR,SUB-DIVISION,Disability,15 - 24,970,970,0
ADENZAI,LOWER DIR,SUB-DIVISION,Disability,15 - 49,2348,2348,0
ADENZAI,LOWER DIR,SUB-DIVISION,Disability,25 - 40,975,975,0
ADENZAI,LOWER DIR,SUB-DIVISION,Disability,41 - 60,1124,1124,0
ADENZAI,LOWER DIR,SUB-DIVISION,Disability,5 - 16,1446,1446,0
ADENZAI,LOWER DIR,SUB-DIVISION,Disability,5 - 9,635,635,0
ADENZAI,LOWER DIR,SUB-DIVISION,Disability,>18,5140,5140,0
ADENZAI,LOWER DIR,SUB-DIVISION,Disability,>60,2491,2491,0
ADENZAI,LOWER DIR,SUB-DIVISION,Functional limitation,0 - 4,303,303,0
ADENZAI,LOWER DIR,SUB-DIVISION,Functional limitation,10 - 12,411,411,0
ADENZAI,LOWER DIR,SUB-DIVISION,Functional limitation,13 - 14,275,275,0
ADENZAI,LOWER DIR,SUB-DIVISION,Functional limitation,15 - 24,1143,1143,0
ADENZAI,LOWER DIR,SUB-DIVISION,Functional limitation,15 - 49,4286,4286,0
ADENZAI,LOWER DIR,SUB-DIVISION,Functional limitation,25 - 40,1204,1204,0
ADENZAI,LOWER DIR,SUB-DIVISION,Functional limitation,41 - 60,5419,5419,0
ADENZAI,LOWER DIR,SUB-DIVISION,Functional limitation,5 - 16,1687,1687,0
ADENZAI,LOWER DIR,SUB-DIVISION,Functional limitation,5 - 9,730,730,0
ADENZAI,LOWER DIR,SUB-DIVISION,Functional limitation,>18,14243,14243,0
ADENZAI,LOWER DIR,SUB-DIVISION,Functional limitation,>60,6975,6975,0
ADENZAI,LOWER DIR,SUB-DIVISION,Hearing,0 - 4,93,93,0
ADENZAI,LOWER DIR,SUB-DIVISION,Hearing,10 - 12,96,96,0
ADENZAI,LOWER DIR,SUB-DIVISION,Hearing,13 - 14,69,69,0
ADENZAI,LOWER DIR,SUB-DIVISION,Hearing,15 - 24,264,264,0
ADENZAI,LOWER DIR,SUB-DIVISION,Hearing,15 - 49,907,907,0
ADENZAI,LOWER DIR,SUB-DIVISION,Hearing,25 - 40,245,245,0
ADENZAI,LOWER DIR,SUB-DIVISION,Hearing,41 - 60,1126,1126,0
ADENZAI,LOWER DIR,SUB-DIVISION,Hearing,5 - 16,407,407,0
ADENZAI,LOWER DIR,SUB-DIVISION,Hearing,5 - 9,182,182,0
ADENZAI,LOWER DIR,SUB-DIVISION,Hearing,>18,3003,3003,0
ADENZAI,LOWER DIR,SUB-DIVISION,Hearing,>60,1478,1478,0
ADENZAI,LOWER DIR,SUB-DIVISION,Memorization/ Focus,0 - 4,109,109,0
ADENZAI,LOWER DIR,SUB-DIVISION,Memorization/ Focus,10 - 12,173,173,0
ADENZAI,LOWER DIR,SUB-DIVISION,Memorization/ Focus,13 - 14,120,120,0
ADENZAI,LOWER DIR,SUB-DIVISION,Memorization/ Focus,15 - 24,523,523,0
ADENZAI,LOWER DIR,SUB-DIVISION,Memorization/ Focus,15 - 49,1381,1381,0
ADENZAI,LOWER DIR,SUB-DIVISION,Memorization/ Focus,25 - 40,500,500,0
ADENZAI,LOWER DIR,SUB-DIVISION,Memorization/ Focus,41 - 60,860,860,0
ADENZAI,LOWER DIR,SUB-DIVISION,Memorization/ Focus,5 - 16,712,712,0
ADENZAI,LOWER DIR,SUB-DIVISION,Memorization/ Focus,5 - 9,306,306,0
ADENZAI,LOWER DIR,SUB-DIVISION,Memorization/ Focus,>18,2737,2737,0
ADENZAI,LOWER DIR,SUB-DIVISION,Memorization/ Focus,>60,1076,1076,0
ADENZAI,LOWER DIR,SUB-DIVISION,Population,0 - 4,64480,64480,0
ADENZAI,LOWER DIR,SUB-DIVISION,Population,10 - 12,29203,29203,0
ADENZAI,LOWER DIR,SUB-DIVISION,Population,13 - 14,18866,18866,0
ADENZAI,LOWER DIR,SUB-DIVISION,Population,15 - 24,73910,73910,0
ADENZAI,LOWER DIR,SUB-DIVISION,Population,15 - 49,172514,172514,0
ADENZAI,LOWER DIR,SUB-DIVISION,Population,25 - 40,73428,73428,0
ADENZAI,LOWER DIR,SUB-DIVISION,Population,41 - 60,45000,45000,0
ADENZAI,LOWER DIR,SUB-DIVISION,Population,5 - 16,121013,121013,0
ADENZAI,LOWER DIR,SUB-DIVISION,Population,5 - 9,55892,55892,0
ADENZAI,LOWER DIR,SUB-DIVISION,Population,>18,175811,175811,0
ADENZAI,LOWER DIR,SUB-DIVISION,Population,>60,16789,16789,0
ADENZAI,LOWER DIR,SUB-DIVISION,Seeing,0 - 4,81,81,0
ADENZAI,LOWER DIR,SUB-DIVISION,Seeing,10 - 12,106,106,0
ADENZAI,LOWER DIR,SUB-DIVISION,Seeing,13 - 14,84,84,0
ADENZAI,LOWER DIR,SUB-DIVISION,Seeing,15 - 24,334,334,0
ADENZAI,LOWER DIR,SUB-DIVISION,Seeing,15 - 49,1131,1131,0
ADENZAI,LOWER DIR,SUB-DIVISION,Seeing,25 - 40,328,328,0
ADENZAI,LOWER DIR,SUB-DIVISION,Seeing,41 - 60,1212,1212,0
ADENZAI,LOWER DIR,SUB-DIVISION,Seeing,5 - 16,468,468,0
ADENZAI,LOWER DIR,SUB-DIVISION,Seeing,5 - 9,193,193,0
ADENZAI,LOWER DIR,SUB-DIVISION,Seeing,>18,3413,3413,0
ADENZAI,LOWER DIR,SUB-DIVISION,Seeing,>60,1702,1702,0
ADENZAI,LOWER DIR,SUB-DIVISION,Self care etc,0 - 4,1,1,0
ADENZAI,LOWER DIR,SUB-DIVISION,Self care etc,10 - 12,0,0,0
ADENZAI,LOWER DIR,SUB-DIVISION,Self care etc,13 - 14,0,0,0
ADENZAI,LOWER DIR,SUB-DIVISION,Self care etc,15 - 24,2,2,0
ADENZAI,LOWER DIR,SUB-DIVISION,Self care etc,15 - 49,146,146,0
ADENZAI,LOWER DIR,SUB-DIVISION,Self care etc,25 - 40,2,2,0
ADENZAI,LOWER DIR,SUB-DIVISION,Self care etc,41 - 60,451,451,0
ADENZAI,LOWER DIR,SUB-DIVISION,Self care etc,5 - 16,3,3,0
ADENZAI,LOWER DIR,SUB-DIVISION,Self care etc,5 - 9,3,3,0
ADENZAI,LOWER DIR,SUB-DIVISION,Self care etc,>18,1119,1119,0
ADENZAI,LOWER DIR,SUB-DIVISION,Self care etc,>60,665,665,0
ADENZAI,LOWER DIR,SUB-DIVISION,Walking/ Climbing,0 - 4,195,195,0
ADENZAI,LOWER DIR,SUB-DIVISION,Walking/ Climbing,10 - 12,192,192,0
ADENZAI,LOWER DIR,SUB-DIVISION,Walking/ Climbing,13 - 14,117,117,0
ADENZAI,LOWER DIR,SUB-DIVISION,Walking/ Climbing,15 - 24,489,489,0
ADENZAI,LOWER DIR,SUB-DIVISION,Walking/ Climbing,15 - 49,1839,1839,0
ADENZAI,LOWER DIR,SUB-DIVISION,Walking/ Climbing,25 - 40,582,582,0
ADENZAI,LOWER DIR,SUB-DIVISION,Walking/ Climbing,41 - 60,2125,2125,0
ADENZAI,LOWER DIR,SUB-DIVISION,Walking/ Climbing,5 - 16,804,804,0
ADENZAI,LOWER DIR,SUB-DIVISION,Walking/ Climbing,5 - 9,379,379,0
ADENZAI,LOWER DIR,SUB-DIVISION,Walking/ Climbing,>18,5943,5943,0
ADENZAI,LOWER DIR,SUB-DIVISION,Walking/ Climbing,>60,2944,2944,0
ALLAI,BATAGRAM,TEHSIL,Communication,0 - 4,112,112,0
ALLAI,BATAGRAM,TEHSIL,Communication,10 - 12,141,141,0
ALLAI,BATAGRAM,TEHSIL,Communication,13 - 14,65,65,0
ALLAI,BATAGRAM,TEHSIL,Communication,15 - 24,360,360,0
ALLAI,BATAGRAM,TEHSIL,Communication,15 - 49,931,931,0
ALLAI,BATAGRAM,TEHSIL,Communication,25 - 40,269,269,0
ALLAI,BATAGRAM,TEHSIL,Communication,41 - 60,884,884,0
ALLAI,BATAGRAM,TEHSIL,Communication,5 - 16,553,553,0
ALLAI,BATAGRAM,TEHSIL,Communication,5 - 9,263,263,0
ALLAI,BATAGRAM,TEHSIL,Communication,>18,2096,2096,0
ALLAI,BATAGRAM,TEHSIL,Communication,>60,751,751,0
ALLAI,BATAGRAM,TEHSIL,Disability,0 - 4,293,293,0
ALLAI,BATAGRAM,TEHSIL,Disability,10 - 12,319,319,0
