name_admin_unit,part_of_district,admin_unit,vars,all_sexes_overall,male_overall,female_overall,tgend_overall,all_sexes_rural,male_rural,female_rural,tgend_rural,all_sexes_urban,male_urban,female_urban,tgend_urban
JHAL JAO,AWARAN,TEHSIL,Enrolment Primary,3002,1604,1398,,3002,1604,1398,,,,,
JHAL JAO,AWARAN,TEHSIL,Enrolment Middle,534,362,172,,534,362,172,,,,,
JHAL JAO,AWARAN,TEHSIL,Enrolment Matric,217,138,79,,217,138,79,,,,,
JHAL JAO,AWARAN,TEHSIL,Enrolment Intermidiate,223,144,79,,223,144,79,,,,,
JHAL JAO,AWARAN,TEHSIL,Enrolment Graduation above,144,103,41,,144,103,41,,,,,
JHAL JAO,AWARAN,TEHSIL,Never to School (all),16666,8040,8623,3,16666,8040,8623,3,,,,
JHAL JAO,AWARAN,TEHSIL,Drop Out (5 - 16),314,150,164,,314,150,164,,,,,
JHAL JAO,AWARAN,TEHSIL,Never to School (5-16),6334,3124,3210,,6334,3124,3210,,,,,
JHAL JAO,AWARAN,TEHSIL,Out of School Children (5-16),6648,3274,3374,,6648,3274,3374,,,,,
KORAK JHAO,AWARAN,TEHSIL,Population >=5,22600,11697,10902,1,22600,11697,10902,1,,,,
KORAK JHAO,AWARAN,TEHSIL,Population >=10,17457,9077,8379,1,17457,9077,8379,1,,,,
KORAK JHAO,AWARAN,TEHSIL,Literate >=10,4662,3149,1512,1,4662,3149,1512,1,,,,
KORAK JHAO,AWARAN,TEHSIL,Literate %,26.71,34.69,18.05,100,26.71,34.69,18.05,100,,,,
KORAK JHAO,AWARAN,TEHSIL,Ever Attended,6305,3902,2402,1,6305,3902,2402,1,,,,
KORAK JHAO,AWARAN,TEHSIL,Primary Completed,462,290,172,,462,290,172,,,,,
KORAK JHAO,AWARAN,TEHSIL,Enrolment Primary,3218,1708,1510,,3218,1708,1510,,,,,
KORAK JHAO,AWARAN,TEHSIL,Enrolment Middle,529,321,208,,529,321,208,,,,,
KORAK JHAO,AWARAN,TEHSIL,Enrolment Matric,192,128,64,,192,128,64,,,,,
KORAK JHAO,AWARAN,TEHSIL,Enrolment Intermidiate,136,100,35,1,136,100,35,1,,,,
KORAK JHAO,AWARAN,TEHSIL,Enrolment Graduation above,88,69,19,,88,69,19,,,,,
KORAK JHAO,AWARAN,TEHSIL,Never to School (all),16295,7795,8500,,16295,7795,8500,,,,,
KORAK JHAO,AWARAN,TEHSIL,Drop Out (5 - 16),291,144,147,,291,144,147,,,,,
KORAK JHAO,AWARAN,TEHSIL,Never to School (5-16),6371,3189,3182,,6371,3189,3182,,,,,
KORAK JHAO,AWARAN,TEHSIL,Out of School Children (5-16),6662,3333,3329,,6662,3333,3329,,,,,
MASHKAI,AWARAN,TEHSIL,Population >=5,38876,20248,18622,6,23392,12045,11342,5,15484,8203,7280,1
MASHKAI,AWARAN,TEHSIL,Population >=10,32039,16829,15204,6,18990,9876,9109,5,13049,6953,6095,1
MASHKAI,AWARAN,TEHSIL,Literate >=10,13204,8233,4971,,7645,4791,2854,,5559,3442,2117,
MASHKAI,AWARAN,TEHSIL,Literate %,41.21,48.92,32.7,,40.26,48.51,31.33,,42.6,49.5,34.73,
MASHKAI,AWARAN,TEHSIL,Ever Attended,15544,9281,6263,,8517,5155,3362,,7027,4126,2901,
MASHKAI,AWARAN,TEHSIL,Primary Completed,1240,689,551,,792,483,309,,448,206,242,
MASHKAI,AWARAN,TEHSIL,Enrolment Primary,4893,2455,2438,,3140,1600,1540,,1753,855,898,
MASHKAI,AWARAN,TEHSIL,Enrolment Middle,1820,1016,804,,905,502,403,,915,514,401,
MASHKAI,AWARAN,TEHSIL,Enrolment Matric,742,416,326,,385,228,157,,357,188,169,
MASHKAI,AWARAN,TEHSIL,Enrolment Intermidiate,620,360,260,,321,191,130,,299,169,130,
MASHKAI,AWARAN,TEHSIL,Enrolment Graduation above,655,403,252,,214,142,72,,441,261,180,
MASHKAI,AWARAN,TEHSIL,Never to School (all),23332,10967,12359,6,14875,6890,7980,5,8457,4077,4379,1
MASHKAI,AWARAN,TEHSIL,Drop Out (5 - 16),686,357,329,,406,217,189,,280,140,140,
MASHKAI,AWARAN,TEHSIL,Never to School (5-16),7041,3532,3509,,4745,2319,2426,,2296,1213,1083,
MASHKAI,AWARAN,TEHSIL,Out of School Children (5-16),7727,3889,3838,,5151,2536,2615,,2576,1353,1223,
BARKHAN,BARKHAN,DISTRICT,Population >=5,166523,86971,79544,8,154581,80835,73739,7,11942,6136,5805,1
BARKHAN,BARKHAN,DISTRICT,Population >=10,125459,65355,60096,8,115952,60482,55463,7,9507,4873,4633,1
BARKHAN,BARKHAN,DISTRICT,Literate >=10,42185,27205,14979,1,36678,23793,12884,1,5507,3412,2095,
BARKHAN,BARKHAN,DISTRICT,Literate %,33.62,41.63,24.93,12.5,31.63,39.34,23.23,14.29,57.93,70.02,45.22,
BARKHAN,BARKHAN,DISTRICT,Ever Attended,54468,39483,14984,1,47051,34940,12110,1,7417,4543,2874,
BARKHAN,BARKHAN,DISTRICT,Primary Completed,3720,2412,1308,,3258,2116,1142,,462,296,166,
BARKHAN,BARKHAN,DISTRICT,Enrolment Primary,26723,19964,6759,,24408,18638,5770,,2315,1326,989,
BARKHAN,BARKHAN,DISTRICT,Enrolment Middle,4448,2862,1586,,3710,2431,1279,,738,431,307,
BARKHAN,BARKHAN,DISTRICT,Enrolment Matric,1879,1213,666,,1600,1085,515,,279,128,151,
BARKHAN,BARKHAN,DISTRICT,Enrolment Intermidiate,1573,1046,527,,1300,912,388,,273,134,139,
BARKHAN,BARKHAN,DISTRICT,Enrolment Graduation above,1644,1184,459,1,1329,1010,318,1,315,174,141,
BARKHAN,BARKHAN,DISTRICT,Never to School (all),112055,47488,64560,7,107530,45895,61629,6,4525,1593,2931,1
BARKHAN,BARKHAN,DISTRICT,Drop Out (5 - 16),2932,1851,1081,,2401,1440,961,,531,411,120,
BARKHAN,BARKHAN,DISTRICT,Never to School (5-16),43232,16226,27002,4,42162,15868,26290,4,1070,358,712,
BARKHAN,BARKHAN,DISTRICT,Out of School Children (5-16),46164,18077,28083,4,44563,17308,27251,4,1601,769,832,
BARKHAN,BARKHAN,TEHSIL,Population >=5,166523,86971,79544,8,154581,80835,73739,7,11942,6136,5805,1
BARKHAN,BARKHAN,TEHSIL,Population >=10,125459,65355,60096,8,115952,60482,55463,7,9507,4873,4633,1
BARKHAN,BARKHAN,TEHSIL,Literate >=10,42185,27205,14979,1,36678,23793,12884,1,5507,3412,2095,
BARKHAN,BARKHAN,TEHSIL,Literate %,33.62,41.63,24.93,12.5,31.63,39.34,23.23,14.29,57.93,70.02,45.22,
BARKHAN,BARKHAN,TEHSIL,Ever Attended,54468,39483,14984,1,47051,34940,12110,1,7417,4543,2874,
BARKHAN,BARKHAN,TEHSIL,Primary Completed,3720,2412,1308,,3258,2116,1142,,462,296,166,
BARKHAN,BARKHAN,TEHSIL,Enrolment Primary,26723,19964,6759,,24408,18638,5770,,2315,1326,989,
BARKHAN,BARKHAN,TEHSIL,Enrolment Middle,4448,2862,1586,,3710,2431,1279,,738,431,307,
BARKHAN,BARKHAN,TEHSIL,Enrolment Matric,1879,1213,666,,1600,1085,515,,279,128,151,
BARKHAN,BARKHAN,TEHSIL,Enrolment Intermidiate,1573,1046,527,,1300,912,388,,273,134,139,
BARKHAN,BARKHAN,TEHSIL,Enrolment Graduation above,1644,1184,459,1,1329,1010,318,1,315,174,141,
BARKHAN,BARKHAN,TEHSIL,Never to School (all),112055,47488,64560,7,107530,45895,61629,6,4525,1593,2931,1
BARKHAN,BARKHAN,TEHSIL,Drop Out (5 - 16),2932,1851,1081,,2401,1440,961,,531,411,120,
BARKHAN,BARKHAN,TEHSIL,Never to School (5-16),43232,16226,27002,4,42162,15868,26290,4,1070,358,712,
BARKHAN,BARKHAN,TEHSIL,Out of School Children (5-16),46164,18077,28083,4,44563,17308,27251,4,1601,769,832,
CHAGAI,CHAGAI,DISTRICT,Population >=5,216456,112809,103642,5,199586,104188,95393,5,16870,8621,8249,
CHAGAI,CHAGAI,DISTRICT,Population >=10,167188,87326,79857,5,153642,80400,73237,5,13546,6926,6620,
CHAGAI,CHAGAI,DISTRICT,Literate >=10,55416,36590,18824,2,47576,32019,15555,2,7840,4571,3269,
CHAGAI,CHAGAI,DISTRICT,Literate %,33.15,41.9,23.57,40,30.97,39.82,21.24,40,57.88,66,49.38,
CHAGAI,CHAGAI,DISTRICT,Ever Attended,67648,43079,24567,2,59475,38370,21103,2,8173,4709,3464,
CHAGAI,CHAGAI,DISTRICT,Primary Completed,7763,4835,2928,,7065,4474,2591,,698,361,337,
CHAGAI,CHAGAI,DISTRICT,Enrolment Primary,24039,12978,11061,,22230,12147,10083,,1809,831,978,
CHAGAI,CHAGAI,DISTRICT,Enrolment Middle,4909,3096,1813,,3971,2587,1384,,938,509,429,
CHAGAI,CHAGAI,DISTRICT,Enrolment Matric,1798,1143,655,,1418,947,471,,380,196,184,
CHAGAI,CHAGAI,DISTRICT,Enrolment Intermidiate,1574,1046,528,,1201,849,352,,373,197,176,
CHAGAI,CHAGAI,DISTRICT,Enrolment Graduation above,1048,690,358,,768,525,243,,280,165,115,
CHAGAI,CHAGAI,DISTRICT,Never to School (all),148808,69730,79075,3,140111,65818,74290,3,8697,3912,4785,
CHAGAI,CHAGAI,DISTRICT,Drop Out (5 - 16),5485,3047,2437,1,5020,2801,2218,1,465,246,219,
CHAGAI,CHAGAI,DISTRICT,Never to School (5-16),62706,30909,31794,3,59184,29052,30129,3,3522,1857,1665,
CHAGAI,CHAGAI,DISTRICT,Out of School Children (5-16),68191,33956,34231,4,64204,31853,32347,4,3987,2103,1884,
CHAGAI,CHAGAI,TEHSIL,Population >=5,59902,30377,29522,3,59902,30377,29522,3,,,,
CHAGAI,CHAGAI,TEHSIL,Population >=10,46374,23537,22834,3,46374,23537,22834,3,,,,
CHAGAI,CHAGAI,TEHSIL,Literate >=10,11022,8146,2875,1,11022,8146,2875,1,,,,
CHAGAI,CHAGAI,TEHSIL,Literate %,23.77,34.61,12.59,33.33,23.77,34.61,12.59,33.33,,,,
CHAGAI,CHAGAI,TEHSIL,Ever Attended,15227,10468,4758,1,15227,10468,4758,1,,,,
CHAGAI,CHAGAI,TEHSIL,Primary Completed,1365,995,370,,1365,995,370,,,,,
CHAGAI,CHAGAI,TEHSIL,Enrolment Primary,5990,3321,2669,,5990,3321,2669,,,,,
CHAGAI,CHAGAI,TEHSIL,Enrolment Middle,873,629,244,,873,629,244,,,,,
CHAGAI,CHAGAI,TEHSIL,Enrolment Matric,348,258,90,,348,258,90,,,,,
CHAGAI,CHAGAI,TEHSIL,Enrolment Intermidiate,256,205,51,,256,205,51,,,,,
CHAGAI,CHAGAI,TEHSIL,Enrolment Graduation above,198,155,43,,198,155,43,,,,,
CHAGAI,CHAGAI,TEHSIL,Never to School (all),44675,19909,24764,2,44675,19909,24764,2,,,,
CHAGAI,CHAGAI,TEHSIL,Drop Out (5 - 16),840,504,336,,840,504,336,,,,,
CHAGAI,CHAGAI,TEHSIL,Never to School (5-16),18288,8341,9945,2,18288,8341,9945,2,,,,
CHAGAI,CHAGAI,TEHSIL,Out of School Children (5-16),19128,8845,10281,2,19128,8845,10281,2,,,,
DALBANDIN,CHAGAI,SUB-DIVISION,Population >=5,99119,51326,47792,1,82249,42705,39543,1,16870,8621,8249,
DALBANDIN,CHAGAI,SUB-DIVISION,Population >=10,76869,39782,37086,1,63323,32856,30466,1,13546,6926,6620,
DALBANDIN,CHAGAI,SUB-DIVISION,Literate >=10,30054,19002,11052,,22214,14431,7783,,7840,4571,3269,
DALBANDIN,CHAGAI,SUB-DIVISION,Literate %,39.1,47.77,29.8,,35.08,43.92,25.55,,57.88,66,49.38,
DALBANDIN,CHAGAI,SUB-DIVISION,Ever Attended,34977,21626,13351,,26804,16917,9887,,8173,4709,3464,
DALBANDIN,CHAGAI,SUB-DIVISION,Primary Completed,4037,2341,1696,,3339,1980,1359,,698,361,337,
DALBANDIN,CHAGAI,SUB-DIVISION,Enrolment Primary,11290,6052,5238,,9481,5221,4260,,1809,831,978,
DALBANDIN,CHAGAI,SUB-DIVISION,Enrolment Middle,2870,1754,1116,,1932,1245,687,,938,509,429,
DALBANDIN,CHAGAI,SUB-DIVISION,Enrolment Matric,998,599,399,,618,403,215,,380,196,184,
DALBANDIN,CHAGAI,SUB-DIVISION,Enrolment Intermidiate,1014,640,374,,641,443,198,,373,197,176,
DALBANDIN,CHAGAI,SUB-DIVISION,Enrolment Graduation above,697,440,257,,417,275,142,,280,165,115,
DALBANDIN,CHAGAI,SUB-DIVISION,Never to School (all),64142,29700,34441,1,55445,25788,29656,1,8697,3912,4785,
DALBANDIN,CHAGAI,SUB-DIVISION,Drop Out (5 - 16),3009,1617,1392,,2544,1371,1173,,465,246,219,
DALBANDIN,CHAGAI,SUB-DIVISION,Never to School (5-16),26076,12803,13272,1,22554,10946,11607,1,3522,1857,1665,
DALBANDIN,CHAGAI,SUB-DIVISION,Out of School Children (5-16),29085,14420,14664,1,25098,12317,12780,1,3987,2103,1884,
NOKUNDI,CHAGAI,TEHSIL,Population >=5,23219,12596,10622,1,23219,12596,10622,1,,,,
NOKUNDI,CHAGAI,TEHSIL,Population >=10,17290,9340,7949,1,17290,9340,7949,1,,,,
NOKUNDI,CHAGAI,TEHSIL,Literate >=10,8397,5190,3206,1,8397,5190,3206,1,,,,
NOKUNDI,CHAGAI,TEHSIL,Literate %,48.57,55.57,40.33,100,48.57,55.57,40.33,100,,,,
NOKUNDI,CHAGAI,TEHSIL,Ever Attended,10000,6062,3937,1,10000,6062,3937,1,,,,
NOKUNDI,CHAGAI,TEHSIL,Primary Completed,1490,861,629,,1490,861,629,,,,,
NOKUNDI,CHAGAI,TEHSIL,Enrolment Primary,3638,1948,1690,,3638,1948,1690,,,,,
NOKUNDI,CHAGAI,TEHSIL,Enrolment Middle,806,467,339,,806,467,339,,,,,
NOKUNDI,CHAGAI,TEHSIL,Enrolment Matric,321,193,128,,321,193,128,,,,,
NOKUNDI,CHAGAI,TEHSIL,Enrolment Intermidiate,197,124,73,,197,124,73,,,,,
NOKUNDI,CHAGAI,TEHSIL,Enrolment Graduation above,114,65,49,,114,65,49,,,,,
NOKUNDI,CHAGAI,TEHSIL,Never to School (all),13219,6534,6685,,13219,6534,6685,,,,,
NOKUNDI,CHAGAI,TEHSIL,Drop Out (5 - 16),944,493,450,1,944,493,450,1,,,,
NOKUNDI,CHAGAI,TEHSIL,Never to School (5-16),6384,3525,2859,,6384,3525,2859,,,,,
NOKUNDI,CHAGAI,TEHSIL,Out of School Children (5-16),7328,4018,3309,1,7328,4018,3309,1,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Population >=5,15440,8765,6675,,15440,8765,6675,,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Population >=10,11813,6867,4946,,11813,6867,4946,,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Literate >=10,2327,1903,424,,2327,1903,424,,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Literate %,19.7,27.71,8.57,,19.7,27.71,8.57,,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Ever Attended,3276,2193,1083,,3276,2193,1083,,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Primary Completed,385,288,97,,385,288,97,,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Enrolment Primary,1414,752,662,,1414,752,662,,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Enrolment Middle,157,100,57,,157,100,57,,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Enrolment Matric,40,26,14,,40,26,14,,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Enrolment Intermidiate,38,24,14,,38,24,14,,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Enrolment Graduation above,13,11,2,,13,11,2,,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Never to School (all),12164,6572,5592,,12164,6572,5592,,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Drop Out (5 - 16),295,200,95,,295,200,95,,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Never to School (5-16),5385,2940,2445,,5385,2940,2445,,,,,
TAFTAN,CHAGAI,SUB-DIVISION,Out of School Children (5-16),5680,3140,2540,,5680,3140,2540,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Population >=5,18776,9745,9031,,18776,9745,9031,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Population >=10,14842,7800,7042,,14842,7800,7042,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Literate >=10,3616,2349,1267,,3616,2349,1267,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Literate %,24.36,30.12,17.99,,24.36,30.12,17.99,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Ever Attended,4168,2730,1438,,4168,2730,1438,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Primary Completed,486,350,136,,486,350,136,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Enrolment Primary,1707,905,802,,1707,905,802,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Enrolment Middle,203,146,57,,203,146,57,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Enrolment Matric,91,67,24,,91,67,24,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Enrolment Intermidiate,69,53,16,,69,53,16,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Enrolment Graduation above,26,19,7,,26,19,7,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Never to School (all),14608,7015,7593,,14608,7015,7593,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Drop Out (5 - 16),397,233,164,,397,233,164,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Never to School (5-16),6573,3300,3273,,6573,3300,3273,,,,,
YAK MACHH,CHAGAI,SUB-TEHSIL,Out of School Children (5-16),6970,3533,3437,,6970,3533,3437,,,,,
CHAMAN,CHAMAN,DISTRICT,Population >=5,370295,204850,165432,13,264478,147477,116989,12,105817,57373,48443,1
CHAMAN,CHAMAN,DISTRICT,Population >=10,284174,155350,128811,13,200105,110149,89944,12,84069,45201,38867,1
CHAMAN,CHAMAN,DISTRICT,Literate >=10,113577,74154,39420,3,70403,46459,23941,3,43174,27695,15479,
CHAMAN,CHAMAN,DISTRICT,Literate %,39.97,47.73,30.6,23.08,35.18,42.18,26.62,25,51.36,61.27,39.83,
CHAMAN,CHAMAN,DISTRICT,Ever Attended,115836,84009,31825,2,66641,51371,15268,2,49195,32638,16557,
CHAMAN,CHAMAN,DISTRICT,Primary Completed,10799,7529,3269,1,6189,4688,1500,1,4610,2841,1769,
CHAMAN,CHAMAN,DISTRICT,Enrolment Primary,47452,35333,12119,,31012,24807,6205,,16440,10526,5914,
CHAMAN,CHAMAN,DISTRICT,Enrolment Middle,9319,6864,2454,1,4211,3185,1025,1,5108,3679,1429,
CHAMAN,CHAMAN,DISTRICT,Enrolment Matric,2940,2260,680,,1527,1203,324,,1413,1057,356,
CHAMAN,CHAMAN,DISTRICT,Enrolment Intermidiate,2129,1718,411,,1035,874,161,,1094,844,250,
CHAMAN,CHAMAN,DISTRICT,Enrolment Graduation above,1411,1146,265,,661,580,81,,750,566,184,
CHAMAN,CHAMAN,DISTRICT,Never to School (all),254459,120841,133607,11,197837,96106,101721,10,56622,24735,31886,1
CHAMAN,CHAMAN,DISTRICT,Drop Out (5 - 16),9847,5537,4309,1,5117,3069,2047,1,4730,2468,2262,
CHAMAN,CHAMAN,DISTRICT,Never to School (5-16),108052,52891,55157,4,89520,44599,44917,4,18532,8292,10240,
CHAMAN,CHAMAN,DISTRICT,Out of School Children (5-16),117899,58428,59466,5,94637,47668,46964,5,23262,10760,12502,
CHAMAN CITY,CHAMAN,SUB-DIVISION,Population >=5,105817,57373,48443,1,,,,,105817,57373,48443,1
CHAMAN CITY,CHAMAN,SUB-DIVISION,Population >=10,84069,45201,38867,1,,,,,84069,45201,38867,1
CHAMAN CITY,CHAMAN,SUB-DIVISION,Literate >=10,43174,27695,15479,,,,,,43174,27695,15479,
CHAMAN CITY,CHAMAN,SUB-DIVISION,Literate %,51.36,61.27,39.83,,,,,,51.36,61.27,39.83,
CHAMAN CITY,CHAMAN,SUB-DIVISION,Ever Attended,49195,32638,16557,,,,,,49195,32638,16557,
CHAMAN CITY,CHAMAN,SUB-DIVISION,Primary Completed,4610,2841,1769,,,,,,4610,2841,1769,
CHAMAN CITY,CHAMAN,SUB-DIVISION,Enrolment Primary,16440,10526,5914,,,,,,16440,10526,5914,
CHAMAN CITY,CHAMAN,SUB-DIVISION,Enrolment Middle,5108,3679,1429,,,,,,5108,3679,1429,
CHAMAN CITY,CHAMAN,SUB-DIVISION,Enrolment Matric,1413,1057,356,,,,,,1413,1057,356,
CHAMAN CITY,CHAMAN,SUB-DIVISION,Enrolment Intermidiate,1094,844,250,,,,,,1094,844,250,
CHAMAN CITY,CHAMAN,SUB-DIVISION,Enrolment Graduation above,750,566,184,,,,,,750,566,184,
CHAMAN CITY,CHAMAN,SUB-DIVISION,Never to School (all),56622,24735,31886,1,,,,,56622,24735,31886,1
CHAMAN CITY,CHAMAN,SUB-DIVISION,Drop Out (5 - 16),4730,2468,2262,,,,,,4730,2468,2262,
CHAMAN CITY,CHAMAN,SUB-DIVISION,Never to School (5-16),18532,8292,10240,,,,,,18532,8292,10240,
CHAMAN CITY,CHAMAN,SUB-DIVISION,Out of School Children (5-16),23262,10760,12502,,,,,,23262,10760,12502,
CHAMAN SADDAR,CHAMAN,SUB-DIVISION,Population >=5,264478,147477,116989,12,264478,147477,116989,12,,,,
CHAMAN SADDAR,CHAMAN,SUB-DIVISION,Population >=10,200105,110149,89944,12,200105,110149,89944,12,,,,
