name_admin_unit,part_of_district,admin_unit,disab_func_lim,age_group,overall,rural,urban
ARANJI,KHUZDAR,SUB-TEHSIL,Functional limitation,5 - 16,40,40,0
ARANJI,KHUZDAR,SUB-TEHSIL,Functional limitation,5 - 9,15,15,0
ARANJI,KHUZDAR,SUB-TEHSIL,Functional limitation,>18,2252,2252,0
ARANJI,KHUZDAR,SUB-TEHSIL,Functional limitation,>60,1269,1269,0
ARANJI,KHUZDAR,SUB-TEHSIL,Hearing,0 - 4,7,7,0
ARANJI,KHUZDAR,SUB-TEHSIL,Hearing,10 - 12,7,7,0
ARANJI,KHUZDAR,SUB-TEHSIL,Hearing,13 - 14,1,1,0
ARANJI,KHUZDAR,SUB-TEHSIL,Hearing,15 - 24,6,6,0
ARANJI,KHUZDAR,SUB-TEHSIL,Hearing,15 - 49,52,52,0
ARANJI,KHUZDAR,SUB-TEHSIL,Hearing,25 - 40,19,19,0
ARANJI,KHUZDAR,SUB-TEHSIL,Hearing,41 - 60,142,142,0
ARANJI,KHUZDAR,SUB-TEHSIL,Hearing,5 - 16,11,11,0
ARANJI,KHUZDAR,SUB-TEHSIL,Hearing,5 - 9,1,1,0
ARANJI,KHUZDAR,SUB-TEHSIL,Hearing,>18,427,427,0
ARANJI,KHUZDAR,SUB-TEHSIL,Hearing,>60,262,262,0
ARANJI,KHUZDAR,SUB-TEHSIL,Memorization/ Focus,0 - 4,5,5,0
ARANJI,KHUZDAR,SUB-TEHSIL,Memorization/ Focus,10 - 12,3,3,0
ARANJI,KHUZDAR,SUB-TEHSIL,Memorization/ Focus,13 - 14,0,0,0
ARANJI,KHUZDAR,SUB-TEHSIL,Memorization/ Focus,15 - 24,9,9,0
ARANJI,KHUZDAR,SUB-TEHSIL,Memorization/ Focus,15 - 49,49,49,0
ARANJI,KHUZDAR,SUB-TEHSIL,Memorization/ Focus,25 - 40,20,20,0
ARANJI,KHUZDAR,SUB-TEHSIL,Memorization/ Focus,41 - 60,120,120,0
ARANJI,KHUZDAR,SUB-TEHSIL,Memorization/ Focus,5 - 16,7,7,0
ARANJI,KHUZDAR,SUB-TEHSIL,Memorization/ Focus,5 - 9,2,2,0
ARANJI,KHUZDAR,SUB-TEHSIL,Memorization/ Focus,>18,402,402,0
ARANJI,KHUZDAR,SUB-TEHSIL,Memorization/ Focus,>60,257,257,0
ARANJI,KHUZDAR,SUB-TEHSIL,Population,0 - 4,9777,9777,0
ARANJI,KHUZDAR,SUB-TEHSIL,Population,10 - 12,4763,4763,0
ARANJI,KHUZDAR,SUB-TEHSIL,Population,13 - 14,1927,1927,0
ARANJI,KHUZDAR,SUB-TEHSIL,Population,15 - 24,8821,8821,0
ARANJI,KHUZDAR,SUB-TEHSIL,Population,15 - 49,20901,20901,0
ARANJI,KHUZDAR,SUB-TEHSIL,Population,25 - 40,9458,9458,0
ARANJI,KHUZDAR,SUB-TEHSIL,Population,41 - 60,5061,5061,0
ARANJI,KHUZDAR,SUB-TEHSIL,Population,5 - 16,17588,17588,0
ARANJI,KHUZDAR,SUB-TEHSIL,Population,5 - 9,9099,9099,0
ARANJI,KHUZDAR,SUB-TEHSIL,Population,>18,21257,21257,0
ARANJI,KHUZDAR,SUB-TEHSIL,Population,>60,1627,1627,0
ARANJI,KHUZDAR,SUB-TEHSIL,Seeing,0 - 4,12,12,0
ARANJI,KHUZDAR,SUB-TEHSIL,Seeing,10 - 12,6,6,0
ARANJI,KHUZDAR,SUB-TEHSIL,Seeing,13 - 14,1,1,0
ARANJI,KHUZDAR,SUB-TEHSIL,Seeing,15 - 24,12,12,0
ARANJI,KHUZDAR,SUB-TEHSIL,Seeing,15 - 49,76,76,0
ARANJI,KHUZDAR,SUB-TEHSIL,Seeing,25 - 40,26,26,0
ARANJI,KHUZDAR,SUB-TEHSIL,Seeing,41 - 60,147,147,0
ARANJI,KHUZDAR,SUB-TEHSIL,Seeing,5 - 16,20,20,0
ARANJI,KHUZDAR,SUB-TEHSIL,Seeing,5 - 9,7,7,0
ARANJI,KHUZDAR,SUB-TEHSIL,Seeing,>18,449,449,0
ARANJI,KHUZDAR,SUB-TEHSIL,Seeing,>60,272,272,0
ARANJI,KHUZDAR,SUB-TEHSIL,Self care etc,0 - 4,0,0,0
ARANJI,KHUZDAR,SUB-TEHSIL,Self care etc,10 - 12,0,0,0
ARANJI,KHUZDAR,SUB-TEHSIL,Self care etc,13 - 14,0,0,0
ARANJI,KHUZDAR,SUB-TEHSIL,Self care etc,15 - 24,0,0,0
ARANJI,KHUZDAR,SUB-TEHSIL,Self care etc,15 - 49,8,8,0
ARANJI,KHUZDAR,SUB-TEHSIL,Self care etc,25 - 40,0,0,0
ARANJI,KHUZDAR,SUB-TEHSIL,Self care etc,41 - 60,83,83,0
ARANJI,KHUZDAR,SUB-TEHSIL,Self care etc,5 - 16,0,0,0
ARANJI,KHUZDAR,SUB-TEHSIL,Self care etc,5 - 9,0,0,0
ARANJI,KHUZDAR,SUB-TEHSIL,Self care etc,>18,189,189,0
ARANJI,KHUZDAR,SUB-TEHSIL,Self care etc,>60,106,106,0
ARANJI,KHUZDAR,SUB-TEHSIL,Walking/ Climbing,0 - 4,12,12,0
ARANJI,KHUZDAR,SUB-TEHSIL,Walking/ Climbing,10 - 12,5,5,0
ARANJI,KHUZDAR,SUB-TEHSIL,Walking/ Climbing,13 - 14,2,2,0
ARANJI,KHUZDAR,SUB-TEHSIL,Walking/ Climbing,15 - 24,20,20,0
ARANJI,KHUZDAR,SUB-TEHSIL,Walking/ Climbing,15 - 49,226,226,0
ARANJI,KHUZDAR,SUB-TEHSIL,Walking/ Climbing,25 - 40,82,82,0
ARANJI,KHUZDAR,SUB-TEHSIL,Walking/ Climbing,41 - 60,390,390,0
ARANJI,KHUZDAR,SUB-TEHSIL,Walking/ Climbing,5 - 16,16,16,0
ARANJI,KHUZDAR,SUB-TEHSIL,Walking/ Climbing,5 - 9,6,6,0
ARANJI,KHUZDAR,SUB-TEHSIL,Walking/ Climbing,>18,903,903,0
ARANJI,KHUZDAR,SUB-TEHSIL,Walking/ Climbing,>60,415,415,0
ASHWAT,ZHOB,SUB-TEHSIL,Communication,0 - 4,2,2,0
ASHWAT,ZHOB,SUB-TEHSIL,Communication,10 - 12,3,3,0
ASHWAT,ZHOB,SUB-TEHSIL,Communication,13 - 14,0,0,0
ASHWAT,ZHOB,SUB-TEHSIL,Communication,15 - 24,11,11,0
ASHWAT,ZHOB,SUB-TEHSIL,Communication,15 - 49,44,44,0
ASHWAT,ZHOB,SUB-TEHSIL,Communication,25 - 40,17,17,0
ASHWAT,ZHOB,SUB-TEHSIL,Communication,41 - 60,133,133,0
ASHWAT,ZHOB,SUB-TEHSIL,Communication,5 - 16,9,9,0
ASHWAT,ZHOB,SUB-TEHSIL,Communication,5 - 9,5,5,0
ASHWAT,ZHOB,SUB-TEHSIL,Communication,>18,202,202,0
ASHWAT,ZHOB,SUB-TEHSIL,Communication,>60,44,44,0
ASHWAT,ZHOB,SUB-TEHSIL,Disability,0 - 4,11,11,0
ASHWAT,ZHOB,SUB-TEHSIL,Disability,10 - 12,15,15,0
ASHWAT,ZHOB,SUB-TEHSIL,Disability,13 - 14,4,4,0
ASHWAT,ZHOB,SUB-TEHSIL,Disability,15 - 24,33,33,0
ASHWAT,ZHOB,SUB-TEHSIL,Disability,15 - 49,87,87,0
ASHWAT,ZHOB,SUB-TEHSIL,Disability,25 - 40,19,19,0
ASHWAT,ZHOB,SUB-TEHSIL,Disability,41 - 60,356,356,0
ASHWAT,ZHOB,SUB-TEHSIL,Disability,5 - 16,48,48,0
ASHWAT,ZHOB,SUB-TEHSIL,Disability,5 - 9,25,25,0
ASHWAT,ZHOB,SUB-TEHSIL,Disability,>18,601,601,0
ASHWAT,ZHOB,SUB-TEHSIL,Disability,>60,206,206,0
ASHWAT,ZHOB,SUB-TEHSIL,Functional limitation,0 - 4,21,21,0
ASHWAT,ZHOB,SUB-TEHSIL,Functional limitation,10 - 12,44,44,0
ASHWAT,ZHOB,SUB-TEHSIL,Functional limitation,13 - 14,31,31,0
ASHWAT,ZHOB,SUB-TEHSIL,Functional limitation,15 - 24,161,161,0
ASHWAT,ZHOB,SUB-TEHSIL,Functional limitation,15 - 49,548,548,0
ASHWAT,ZHOB,SUB-TEHSIL,Functional limitation,25 - 40,184,184,0
ASHWAT,ZHOB,SUB-TEHSIL,Functional limitation,41 - 60,714,714,0
ASHWAT,ZHOB,SUB-TEHSIL,Functional limitation,5 - 16,136,136,0
ASHWAT,ZHOB,SUB-TEHSIL,Functional limitation,5 - 9,37,37,0
ASHWAT,ZHOB,SUB-TEHSIL,Functional limitation,>18,1424,1424,0
ASHWAT,ZHOB,SUB-TEHSIL,Functional limitation,>60,403,403,0
ASHWAT,ZHOB,SUB-TEHSIL,Hearing,0 - 4,2,2,0
ASHWAT,ZHOB,SUB-TEHSIL,Hearing,10 - 12,12,12,0
ASHWAT,ZHOB,SUB-TEHSIL,Hearing,13 - 14,7,7,0
ASHWAT,ZHOB,SUB-TEHSIL,Hearing,15 - 24,31,31,0
ASHWAT,ZHOB,SUB-TEHSIL,Hearing,15 - 49,111,111,0
ASHWAT,ZHOB,SUB-TEHSIL,Hearing,25 - 40,40,40,0
ASHWAT,ZHOB,SUB-TEHSIL,Hearing,41 - 60,128,128,0
ASHWAT,ZHOB,SUB-TEHSIL,Hearing,5 - 16,27,27,0
ASHWAT,ZHOB,SUB-TEHSIL,Hearing,5 - 9,4,4,0
ASHWAT,ZHOB,SUB-TEHSIL,Hearing,>18,295,295,0
ASHWAT,ZHOB,SUB-TEHSIL,Hearing,>60,101,101,0
ASHWAT,ZHOB,SUB-TEHSIL,Memorization/ Focus,0 - 4,1,1,0
ASHWAT,ZHOB,SUB-TEHSIL,Memorization/ Focus,10 - 12,2,2,0
ASHWAT,ZHOB,SUB-TEHSIL,Memorization/ Focus,13 - 14,6,6,0
ASHWAT,ZHOB,SUB-TEHSIL,Memorization/ Focus,15 - 24,29,29,0
ASHWAT,ZHOB,SUB-TEHSIL,Memorization/ Focus,15 - 49,79,79,0
ASHWAT,ZHOB,SUB-TEHSIL,Memorization/ Focus,25 - 40,27,27,0
ASHWAT,ZHOB,SUB-TEHSIL,Memorization/ Focus,41 - 60,127,127,0
ASHWAT,ZHOB,SUB-TEHSIL,Memorization/ Focus,5 - 16,19,19,0
ASHWAT,ZHOB,SUB-TEHSIL,Memorization/ Focus,5 - 9,6,6,0
ASHWAT,ZHOB,SUB-TEHSIL,Memorization/ Focus,>18,215,215,0
ASHWAT,ZHOB,SUB-TEHSIL,Memorization/ Focus,>60,39,39,0
ASHWAT,ZHOB,SUB-TEHSIL,Population,0 - 4,5742,5742,0
ASHWAT,ZHOB,SUB-TEHSIL,Population,10 - 12,2874,2874,0
ASHWAT,ZHOB,SUB-TEHSIL,Population,13 - 14,1533,1533,0
ASHWAT,ZHOB,SUB-TEHSIL,Population,15 - 24,3834,3834,0
ASHWAT,ZHOB,SUB-TEHSIL,Population,15 - 49,8125,8125,0
ASHWAT,ZHOB,SUB-TEHSIL,Population,25 - 40,3229,3229,0
ASHWAT,ZHOB,SUB-TEHSIL,Population,41 - 60,1781,1781,0
ASHWAT,ZHOB,SUB-TEHSIL,Population,5 - 16,11228,11228,0
ASHWAT,ZHOB,SUB-TEHSIL,Population,5 - 9,5611,5611,0
ASHWAT,ZHOB,SUB-TEHSIL,Population,>18,7353,7353,0
ASHWAT,ZHOB,SUB-TEHSIL,Population,>60,490,490,0
ASHWAT,ZHOB,SUB-TEHSIL,Seeing,0 - 4,11,11,0
ASHWAT,ZHOB,SUB-TEHSIL,Seeing,10 - 12,23,23,0
ASHWAT,ZHOB,SUB-TEHSIL,Seeing,13 - 14,13,13,0
ASHWAT,ZHOB,SUB-TEHSIL,Seeing,15 - 24,36,36,0
ASHWAT,ZHOB,SUB-TEHSIL,Seeing,15 - 49,121,121,0
ASHWAT,ZHOB,SUB-TEHSIL,Seeing,25 - 40,46,46,0
ASHWAT,ZHOB,SUB-TEHSIL,Seeing,41 - 60,125,125,0
ASHWAT,ZHOB,SUB-TEHSIL,Seeing,5 - 16,64,64,0
ASHWAT,ZHOB,SUB-TEHSIL,Seeing,5 - 9,20,20,0
ASHWAT,ZHOB,SUB-TEHSIL,Seeing,>18,291,291,0
ASHWAT,ZHOB,SUB-TEHSIL,Seeing,>60,99,99,0
ASHWAT,ZHOB,SUB-TEHSIL,Self care etc,0 - 4,0,0,0
ASHWAT,ZHOB,SUB-TEHSIL,Self care etc,10 - 12,3,3,0
ASHWAT,ZHOB,SUB-TEHSIL,Self care etc,13 - 14,3,3,0
ASHWAT,ZHOB,SUB-TEHSIL,Self care etc,15 - 24,14,14,0
ASHWAT,ZHOB,SUB-TEHSIL,Self care etc,15 - 49,52,52,0
ASHWAT,ZHOB,SUB-TEHSIL,Self care etc,25 - 40,17,17,0
ASHWAT,ZHOB,SUB-TEHSIL,Self care etc,41 - 60,69,69,0
ASHWAT,ZHOB,SUB-TEHSIL,Self care etc,5 - 16,9,9,0
ASHWAT,ZHOB,SUB-TEHSIL,Self care etc,5 - 9,0,0,0
ASHWAT,ZHOB,SUB-TEHSIL,Self care etc,>18,135,135,0
ASHWAT,ZHOB,SUB-TEHSIL,Self care etc,>60,38,38,0
ASHWAT,ZHOB,SUB-TEHSIL,Walking/ Climbing,0 - 4,5,5,0
ASHWAT,ZHOB,SUB-TEHSIL,Walking/ Climbing,10 - 12,11,11,0
ASHWAT,ZHOB,SUB-TEHSIL,Walking/ Climbing,13 - 14,4,4,0
ASHWAT,ZHOB,SUB-TEHSIL,Walking/ Climbing,15 - 24,43,43,0
ASHWAT,ZHOB,SUB-TEHSIL,Walking/ Climbing,15 - 49,152,152,0
ASHWAT,ZHOB,SUB-TEHSIL,Walking/ Climbing,25 - 40,45,45,0
ASHWAT,ZHOB,SUB-TEHSIL,Walking/ Climbing,41 - 60,144,144,0
ASHWAT,ZHOB,SUB-TEHSIL,Walking/ Climbing,5 - 16,23,23,0
ASHWAT,ZHOB,SUB-TEHSIL,Walking/ Climbing,5 - 9,5,5,0
ASHWAT,ZHOB,SUB-TEHSIL,Walking/ Climbing,>18,335,335,0
ASHWAT,ZHOB,SUB-TEHSIL,Walking/ Climbing,>60,108,108,0
AWARAN,AWARAN,DISTRICT,Communication,0 - 4,46,37,9
AWARAN,AWARAN,DISTRICT,Communication,10 - 12,36,29,7
AWARAN,AWARAN,DISTRICT,Communication,13 - 14,21,16,5
AWARAN,AWARAN,DISTRICT,Communication,15 - 24,98,80,18
AWARAN,AWARAN,DISTRICT,Communication,15 - 49,271,229,42
AWARAN,AWARAN,DISTRICT,Communication,25 - 40,93,76,17
AWARAN,AWARAN,DISTRICT,Communication,41 - 60,312,275,37
AWARAN,AWARAN,DISTRICT,Communication,5 - 16,135,108,27
AWARAN,AWARAN,DISTRICT,Communication,5 - 9,47,39,8
AWARAN,AWARAN,DISTRICT,Communication,>18,854,702,152
AWARAN,AWARAN,DISTRICT,Communication,>60,401,314,87
AWARAN,AWARAN,DISTRICT,Disability,0 - 4,48,40,8
AWARAN,AWARAN,DISTRICT,Disability,10 - 12,72,59,13
AWARAN,AWARAN,DISTRICT,Disability,13 - 14,40,32,8
AWARAN,AWARAN,DISTRICT,Disability,15 - 24,204,185,19
AWARAN,AWARAN,DISTRICT,Disability,15 - 49,1052,935,117
AWARAN,AWARAN,DISTRICT,Disability,25 - 40,371,333,38
AWARAN,AWARAN,DISTRICT,Disability,41 - 60,2006,1698,308
AWARAN,AWARAN,DISTRICT,Disability,5 - 16,252,208,44
AWARAN,AWARAN,DISTRICT,Disability,5 - 9,91,73,18
AWARAN,AWARAN,DISTRICT,Disability,>18,5467,4442,1025
AWARAN,AWARAN,DISTRICT,Disability,>60,2973,2303,670
AWARAN,AWARAN,DISTRICT,Functional limitation,0 - 4,91,77,14
AWARAN,AWARAN,DISTRICT,Functional limitation,10 - 12,96,80,16
AWARAN,AWARAN,DISTRICT,Functional limitation,13 - 14,55,43,12
AWARAN,AWARAN,DISTRICT,Functional limitation,15 - 24,243,209,34
AWARAN,AWARAN,DISTRICT,Functional limitation,15 - 49,1234,1037,197
AWARAN,AWARAN,DISTRICT,Functional limitation,25 - 40,409,356,53
AWARAN,AWARAN,DISTRICT,Functional limitation,41 - 60,2366,1913,453
AWARAN,AWARAN,DISTRICT,Functional limitation,5 - 16,333,272,61
AWARAN,AWARAN,DISTRICT,Functional limitation,5 - 9,121,97,24
AWARAN,AWARAN,DISTRICT,Functional limitation,>18,6492,5050,1442
AWARAN,AWARAN,DISTRICT,Functional limitation,>60,3583,2665,918
AWARAN,AWARAN,DISTRICT,Hearing,0 - 4,22,14,8
AWARAN,AWARAN,DISTRICT,Hearing,10 - 12,30,24,6
AWARAN,AWARAN,DISTRICT,Hearing,13 - 14,14,11,3
AWARAN,AWARAN,DISTRICT,Hearing,15 - 24,66,56,10
AWARAN,AWARAN,DISTRICT,Hearing,15 - 49,226,189,37
AWARAN,AWARAN,DISTRICT,Hearing,25 - 40,86,71,15
AWARAN,AWARAN,DISTRICT,Hearing,41 - 60,270,231,39
AWARAN,AWARAN,DISTRICT,Hearing,5 - 16,105,84,21
AWARAN,AWARAN,DISTRICT,Hearing,5 - 9,39,32,7
AWARAN,AWARAN,DISTRICT,Hearing,>18,875,692,183
AWARAN,AWARAN,DISTRICT,Hearing,>60,486,362,124
AWARAN,AWARAN,DISTRICT,Memorization/ Focus,0 - 4,41,36,5
AWARAN,AWARAN,DISTRICT,Memorization/ Focus,10 - 12,35,27,8
AWARAN,AWARAN,DISTRICT,Memorization/ Focus,13 - 14,20,16,4
AWARAN,AWARAN,DISTRICT,Memorization/ Focus,15 - 24,76,62,14
AWARAN,AWARAN,DISTRICT,Memorization/ Focus,15 - 49,260,219,41
AWARAN,AWARAN,DISTRICT,Memorization/ Focus,25 - 40,94,78,16
AWARAN,AWARAN,DISTRICT,Memorization/ Focus,41 - 60,331,278,53
AWARAN,AWARAN,DISTRICT,Memorization/ Focus,5 - 16,118,96,22
AWARAN,AWARAN,DISTRICT,Memorization/ Focus,5 - 9,42,35,7
AWARAN,AWARAN,DISTRICT,Memorization/ Focus,>18,968,764,204
AWARAN,AWARAN,DISTRICT,Memorization/ Focus,>60,505,378,127
AWARAN,AWARAN,DISTRICT,Population,0 - 4,31481,23171,8310
AWARAN,AWARAN,DISTRICT,Population,10 - 12,16901,12775,4126
AWARAN,AWARAN,DISTRICT,Population,13 - 14,8869,6527,2342
AWARAN,AWARAN,DISTRICT,Population,15 - 24,31362,22649,8713
AWARAN,AWARAN,DISTRICT,Population,15 - 49,75924,55324,20600
AWARAN,AWARAN,DISTRICT,Population,25 - 40,33213,24338,8875
AWARAN,AWARAN,DISTRICT,Population,41 - 60,20011,14868,5143
AWARAN,AWARAN,DISTRICT,Population,5 - 16,64747,48465,16282
AWARAN,AWARAN,DISTRICT,Population,5 - 9,31068,23402,7666
AWARAN,AWARAN,DISTRICT,Population,>18,75654,55339,20315
AWARAN,AWARAN,DISTRICT,Population,>60,6053,4392,1661
AWARAN,AWARAN,DISTRICT,Seeing,0 - 4,40,36,4
AWARAN,AWARAN,DISTRICT,Seeing,10 - 12,47,37,10
AWARAN,AWARAN,DISTRICT,Seeing,13 - 14,23,19,4
AWARAN,AWARAN,DISTRICT,Seeing,15 - 24,111,97,14
AWARAN,AWARAN,DISTRICT,Seeing,15 - 49,313,254,59
AWARAN,AWARAN,DISTRICT,Seeing,25 - 40,97,73,24
AWARAN,AWARAN,DISTRICT,Seeing,41 - 60,353,274,79
AWARAN,AWARAN,DISTRICT,Seeing,5 - 16,176,151,25
AWARAN,AWARAN,DISTRICT,Seeing,5 - 9,73,66,7
AWARAN,AWARAN,DISTRICT,Seeing,>18,1163,866,297
AWARAN,AWARAN,DISTRICT,Seeing,>60,662,474,188
AWARAN,AWARAN,DISTRICT,Self care etc,0 - 4,2,2,0
AWARAN,AWARAN,DISTRICT,Self care etc,10 - 12,3,3,0
AWARAN,AWARAN,DISTRICT,Self care etc,13 - 14,1,1,0
AWARAN,AWARAN,DISTRICT,Self care etc,15 - 24,10,10,0
AWARAN,AWARAN,DISTRICT,Self care etc,15 - 49,129,123,6
AWARAN,AWARAN,DISTRICT,Self care etc,25 - 40,49,49,0
AWARAN,AWARAN,DISTRICT,Self care etc,41 - 60,321,275,46
AWARAN,AWARAN,DISTRICT,Self care etc,5 - 16,8,8,0
AWARAN,AWARAN,DISTRICT,Self care etc,5 - 9,2,2,0
AWARAN,AWARAN,DISTRICT,Self care etc,>18,851,689,162
AWARAN,AWARAN,DISTRICT,Self care etc,>60,473,357,116
AWARAN,AWARAN,DISTRICT,Walking/ Climbing,0 - 4,40,35,5
AWARAN,AWARAN,DISTRICT,Walking/ Climbing,10 - 12,48,36,12
AWARAN,AWARAN,DISTRICT,Walking/ Climbing,13 - 14,23,18,5
AWARAN,AWARAN,DISTRICT,Walking/ Climbing,15 - 24,80,71,9
AWARAN,AWARAN,DISTRICT,Walking/ Climbing,15 - 49,499,382,117
AWARAN,AWARAN,DISTRICT,Walking/ Climbing,25 - 40,154,124,30
AWARAN,AWARAN,DISTRICT,Walking/ Climbing,41 - 60,970,719,251
AWARAN,AWARAN,DISTRICT,Walking/ Climbing,5 - 16,151,114,37
AWARAN,AWARAN,DISTRICT,Walking/ Climbing,5 - 9,55,39,16
AWARAN,AWARAN,DISTRICT,Walking/ Climbing,>18,2628,1933,695
AWARAN,AWARAN,DISTRICT,Walking/ Climbing,>60,1460,1049,411
AWARAN,AWARAN,SUB-DIVISION,Communication,0 - 4,8,1,7
AWARAN,AWARAN,SUB-DIVISION,Communication,10 - 12,11,4,7
AWARAN,AWARAN,SUB-DIVISION,Communication,13 - 14,5,0,5
AWARAN,AWARAN,SUB-DIVISION,Communication,15 - 24,19,8,11
AWARAN,AWARAN,SUB-DIVISION,Communication,15 - 49,51,26,25
AWARAN,AWARAN,SUB-DIVISION,Communication,25 - 40,21,13,8
AWARAN,AWARAN,SUB-DIVISION,Communication,41 - 60,52,25,27
AWARAN,AWARAN,SUB-DIVISION,Communication,5 - 16,34,11,23
AWARAN,AWARAN,SUB-DIVISION,Communication,5 - 9,12,5,7
AWARAN,AWARAN,SUB-DIVISION,Communication,>18,167,76,91
AWARAN,AWARAN,SUB-DIVISION,Communication,>60,85,36,49
AWARAN,AWARAN,SUB-DIVISION,Disability,0 - 4,12,7,5
AWARAN,AWARAN,SUB-DIVISION,Disability,10 - 12,26,17,9
AWARAN,AWARAN,SUB-DIVISION,Disability,13 - 14,12,5,7
AWARAN,AWARAN,SUB-DIVISION,Disability,15 - 24,34,20,14
AWARAN,AWARAN,SUB-DIVISION,Disability,15 - 49,186,114,72
AWARAN,AWARAN,SUB-DIVISION,Disability,25 - 40,67,50,17
AWARAN,AWARAN,SUB-DIVISION,Disability,41 - 60,414,220,194
AWARAN,AWARAN,SUB-DIVISION,Disability,5 - 16,72,40,32
AWARAN,AWARAN,SUB-DIVISION,Disability,5 - 9,25,13,12
AWARAN,AWARAN,SUB-DIVISION,Disability,>18,1252,673,579
AWARAN,AWARAN,SUB-DIVISION,Disability,>60,754,392,362
AWARAN,AWARAN,SUB-DIVISION,Functional limitation,0 - 4,17,7,10
AWARAN,AWARAN,SUB-DIVISION,Functional limitation,10 - 12,29,18,11
AWARAN,AWARAN,SUB-DIVISION,Functional limitation,13 - 14,16,6,10
AWARAN,AWARAN,SUB-DIVISION,Functional limitation,15 - 24,45,22,23
AWARAN,AWARAN,SUB-DIVISION,Functional limitation,15 - 49,250,130,120
AWARAN,AWARAN,SUB-DIVISION,Functional limitation,25 - 40,79,54,25
AWARAN,AWARAN,SUB-DIVISION,Functional limitation,41 - 60,541,253,288
AWARAN,AWARAN,SUB-DIVISION,Functional limitation,5 - 16,85,43,42
AWARAN,AWARAN,SUB-DIVISION,Functional limitation,5 - 9,30,14,16
AWARAN,AWARAN,SUB-DIVISION,Functional limitation,>18,1572,769,803
AWARAN,AWARAN,SUB-DIVISION,Functional limitation,>60,927,449,478
AWARAN,AWARAN,SUB-DIVISION,Hearing,0 - 4,7,1,6
AWARAN,AWARAN,SUB-DIVISION,Hearing,10 - 12,10,4,6
AWARAN,AWARAN,SUB-DIVISION,Hearing,13 - 14,2,0,2
AWARAN,AWARAN,SUB-DIVISION,Hearing,15 - 24,11,3,8
AWARAN,AWARAN,SUB-DIVISION,Hearing,15 - 49,47,21,26
AWARAN,AWARAN,SUB-DIVISION,Hearing,25 - 40,20,12,8
AWARAN,AWARAN,SUB-DIVISION,Hearing,41 - 60,52,22,30
AWARAN,AWARAN,SUB-DIVISION,Hearing,5 - 16,24,7,17
AWARAN,AWARAN,SUB-DIVISION,Hearing,5 - 9,8,3,5
AWARAN,AWARAN,SUB-DIVISION,Hearing,>18,185,88,97
AWARAN,AWARAN,SUB-DIVISION,Hearing,>60,108,53,55
AWARAN,AWARAN,SUB-DIVISION,Memorization/ Focus,0 - 4,6,1,5
AWARAN,AWARAN,SUB-DIVISION,Memorization/ Focus,10 - 12,10,4,6
AWARAN,AWARAN,SUB-DIVISION,Memorization/ Focus,13 - 14,4,1,3
AWARAN,AWARAN,SUB-DIVISION,Memorization/ Focus,15 - 24,18,7,11
